,model,lnL,AIC,AICc,timing,tree.no,delta,w
260,OUS,205.8834188,-401.7668375,-401.5048288,OUS 63.2516463071407,24,6.25760460000004,0.0144124430992181
261,OUMA,205.9303895,-399.8607791,-399.492358,OUMA 49.4224391735198,24,8.2700754,0.00526908402195732
262,OUMV,206.3718446,-400.7436891,-400.3752681,OUMV 53.5118783804303,24,7.38716529999999,0.00819325772643409
263,OUMVA,208.2767518,-402.5535036,-402.0601115,OUMVA 49.550364469692,24,5.70232190000002,0.0190246077812861
264,fit_env,205.102867827885,-404.205735655769,-404.101839551873,NA,24,3.66059384812701,0.0528045474794252
265,EB,208.2624665,-408.5249331,-408.35102,EB24,25,1.599491,0.153744969278996
266,delta,206.5431724,-405.0863448,-404.9124317,delta24,25,5.03807929999999,0.0275499586864858
267,DensDep,206.3255746,-408.6511492,-408.5994251,DensDep24,25,1.35108589999999,0.174077001036021
268,TS,206.6103243,-407.2206487,-407.1163009,TS 1113,25,2.83421010000001,0.08292492131927
269,TRC,208.1669954,-408.3339908,-408.1593183,TRC 83,25,1.79119270000001,0.139692605840013
270,SRC,208.0274294,-410.0548589,-409.950511,SRC 92,25,0,0.342078651584195
271,OUS,206.3983175,-402.796635,-402.5346263,OUS 43.8401153396551,25,7.41588469999999,0.00839048508636624
272,OUMA,207.955164,-403.9103281,-403.541907,OUMA 36.2537602181579,25,6.40860400000003,0.0138840220480198
273,OUMV,206.352519,-400.7050379,-400.3366169,OUMV 39.0742198407634,25,9.61389409999998,0.0027957310702884
274,OUMVA,206.6121043,-399.2242085,-398.7308164,OUMVA 44.191236621608,25,11.2196946,0.00125256492130984
275,fit_env,206.173881492937,-406.347762985874,-406.243866881978,NA,25,3.70664411802198,0.0536090891290344
276,EB,213.9467323,-419.8934647,-419.7195516,EB25,26,0.836927199999991,0.321744340564794
277,delta,212.823205,-417.64641,-417.472497,delta25,26,3.0839818,0.104609038369008
278,DensDep,208.9938413,-413.9876826,-413.9359585,DensDep25,26,6.62052029999995,0.0178492360105336
279,TS,209.6142427,-413.2284854,-413.1241376,TS 1114,26,7.4323412,0.0118941925118346
280,TRC,214.3655756,-420.7311513,-420.5564788,TRC 34,26,0,0.488930746516271
281,SRC,210.9903083,-415.9806165,-415.8762687,SRC 74,26,4.68021009999995,0.0470925967330442
282,OUS,209.4933445,-408.986689,-408.7246802,OUS 47.0091756178034,26,11.8317986,0.00131827169508135
283,OUMA,209.3547253,-406.7094505,-406.3410295,OUMA 58.7997437992334,26,14.2154493,0.000400314899348377
284,OUMV,209.0335281,-406.0670562,-405.6986352,OUMV 41.7721891235436,26,14.8578436,0.000290340489434736
285,OUMVA,210.4989081,-406.9978161,-406.504424,OUMVA 47.0094519573556,26,14.0520548,0.000434392600989381
286,fit_env,208.831107513066,-411.662215026133,-411.558318922236,NA,26,8.99815987776395,0.00543652960966082
287,EB,210.0123606,-412.0247212,-411.8508082,EB26,27,3.38643389999999,0.0864426409208435
288,delta,208.9107785,-409.8215571,-409.647644,delta26,27,5.58959809999999,0.0287287678039004
289,DensDep,208.1758883,-412.3517765,-412.3000524,DensDep26,27,2.93718969999998,0.108213181383695
290,TS,208.7470449,-411.4940898,-411.389742,TS 1115,27,3.84750009999999,0.0686449785066635
291,TRC,210.8103226,-413.6206453,-413.4459728,TRC 91,27,1.79126930000001,0.191917076065324
292,SRC,210.670795,-415.3415899,-415.2372421,SRC 93,27,0,0.469983709394654
293,OUS,207.9217277,-405.8434555,-405.5814467,OUS 57.7106378178953,27,9.65579539999999,0.00376143424663139
294,OUMA,208.6885192,-405.3770384,-405.0086173,OUMA 53.0333911874617,27,10.2286248,0.00282465330519086
295,OUMV,209.7137614,-407.4275228,-407.0591018,OUMV 50.0339604261226,27,8.1781403,0.00787448576770824
296,OUMVA,210.5393326,-407.0786652,-406.5852732,OUMVA 52.5323220997208,27,8.65196889999999,0.00621343313674371
297,fit_env,207.752448553531,-409.504897107062,-409.401001003166,NA,27,5.83624109683399,0.0253956394686455
298,EB,207.6373424,-407.2746848,-407.1007717,EB27,28,12353.3555983,0
299,delta,151.9833695,-295.966739,-295.7928259,delta27,28,12464.6635441,0
300,DensDep,152.033325,-300.0666501,-300.0149259,DensDep27,28,12460.4414441,0
301,TS,169.3402745,-332.680549,-332.5762011,TS 39,28,12427.8801689,0
302,TRC,209.4375338,-410.8750676,-410.7003951,TRC 84,28,12349.7559749,0
303,SRC,178.4970701,-350.9941402,-350.8897923,SRC 104,28,12409.5665777,0
304,OUS,159.140895,-308.2817901,-308.0197813,OUS 42.9658663886002,28,12452.4365887,0
305,OUMA,6386.412395,-12760.82479,-12760.45637,OUMA 48.2412621580751,28,0,1
306,OUMV,201.9678357,-391.9356715,-391.5672504,OUMV 35.1803192983368,28,12368.8891196,0
307,OUMVA,192.709434,-371.418868,-370.9254759,OUMVA 44.7377845263298,28,12389.5308941,0
308,fit_env,169.392485729916,-332.784971459833,-332.681075355937,NA,28,12427.7752946441,0
309,EB,208.4610662,-408.9221324,-408.7482194,EB28,29,1.02656020000001,0.270808096824164
310,delta,207.4416567,-406.8833133,-406.7094003,delta28,29,3.06537929999996,0.0977097051391218
311,DensDep,203.5205825,-403.0411649,-402.9894408,DensDep28,29,6.78533879999998,0.015211034831825
312,TS,204.1952139,-402.3904278,-402.28608,TS 310,29,7.48869959999996,0.010701037937171
313,TRC,208.9747261,-409.9494521,-409.7747796,TRC 74,29,0,0.45245600877502
314,SRC,206.7951605,-407.590321,-407.4859731,SRC 81,29,2.28880649999996,0.144068270833811
315,OUS,204.0884837,-398.1769674,-397.9149586,OUS 46.9381450761851,29,11.859821,0.00120295380959015
316,OUMA,204.7705731,-397.5411461,-397.1727251,OUMA 50.9713090525785,29,12.6020545,0.000829994080816949
317,OUMV,204.8223909,-397.6447817,-397.2763606,OUMV 51.0922834817437,29,12.498419,0.00087413630530248
318,OUMVA,204.9746286,-395.9492572,-395.4558651,OUMVA 47.7698071773084,29,14.3189145,0.000351773875217084
319,fit_env,203.580259189486,-401.160518378972,-401.056622275076,NA,29,8.71815732492399,0.00578698758796045
320,EB,206.3172484,-404.6344967,-404.4605837,EB29,30,1.65957380000003,0.212640083170827
321,delta,205.3256073,-402.6512147,-402.4773016,delta29,30,3.64285590000003,0.0788825420124508
322,DensDep,199.6906926,-395.3813851,-395.329661,DensDep29,30,10.7904965,0.00221253659106865
323,TS,201.3257674,-396.6515347,-396.5471869,TS 311,30,9.57297060000002,0.00406698763298033
324,TRC,207.147415,-406.2948299,-406.1201575,TRC 85,30,0,0.48754758020671
325,SRC,205.2574999,-404.5149999,-404.410652,SRC 1110,30,1.70950549999998,0.207397063299819
326,OUS,200.0007968,-390.0015937,-389.7395849,OUS 41.1411237127303,30,16.3805726,0.000135213750738317
327,OUMA,203.0333519,-394.0667038,-393.6982827,OUMA 52.3946822416258,30,12.4218748,0.000978681017954713
328,OUMV,204.3520886,-396.7041771,-396.3357561,OUMV 51.6116183521142,30,9.78440139999998,0.00365899012094112
329,OUMVA,204.263126,-394.526252,-394.03286,OUMVA 52.3946857016462,30,12.0872975,0.00115689435670949
330,fit_env,200.202864134796,-394.405728269592,-394.301832165696,NA,30,11.818325334304,0.00132342783980038
331,EB,207.1891181,-406.3782362,-406.2043231,EB30,31,3.37388899999996,0.154775146619604
332,delta,204.3424743,-400.6849486,-400.5110355,delta30,31,9.06717659999998,0.00898296132346972
333,DensDep,162.9717476,-321.9434953,-321.8917711,DensDep30,31,87.6864409999999,7.61137605606253e-20
334,TS,177.4604265,-348.9208531,-348.8165053,TS 312,31,60.7617068,5.34681212940185e-14
335,TRC,208.8764423,-409.7528846,-409.5782121,TRC 86,31,0,0.836241876096868
336,SRC,180.7078929,-355.4157858,-355.311438,SRC 1111,31,54.2667741,1.37547164061412e-12
337,OUS,166.7143394,-323.4286789,-323.1666701,OUS 48.7907052308611,31,86.411542,1.43980600335155e-19
338,OUMA,180.6584684,-349.3169368,-348.9485157,OUMA 47.9504636527526,31,60.6296964,5.7116372687307e-14
339,OUMV,191.8092384,-371.6184769,-371.2500558,OUMV 48.310288833788,31,38.3281563,3.97629429804137e-09
340,OUMVA,193.9748014,-373.9496028,-373.4562108,OUMVA 48.1129321254643,31,36.1220013,1.19822669741012e-08
341,fit_env,175.928650763499,-345.857301526998,-345.753405423102,NA,31,63.824806676898,1.15598244158947e-14
342,EB,204.776979,-401.553958,-401.3800449,EB31,32,2.43379670000002,0.111445286581937
343,delta,199.8713906,-391.7427811,-391.5688681,delta31,32,12.2449735,0.000825261780869272
344,DensDep,200.2504678,-396.5009355,-396.4492114,DensDep31,32,7.36463019999997,0.00946988740205629
345,TS,202.0809317,-398.1618635,-398.0575157,TS 313,32,5.75632589999998,0.02116331307264
346,TRC,205.819191,-403.638382,-403.4637095,TRC 87,32,0.350132099999996,0.315881160082653
347,SRC,202.3627439,-398.7254878,-398.62114,SRC 105,32,5.19270159999996,0.0280525999402401
348,OUS,200.1071365,-390.214273,-389.9522643,OUS 53.5342173993971,32,13.8615773,0.000367748303450156
349,OUMA,200.5131373,-389.0262747,-388.6578536,OUMA 49.4264856411464,32,15.155988,0.000192518720075877
350,OUMV,208.0911313,-404.1822626,-403.8138416,OUMV 50.0734289540921,32,0,0.376317091770651
351,OUMVA,208.0936891,-402.1873781,-401.6939861,OUMVA 50.0734588983609,32,2.11985549999997,0.130386663066555
352,fit_env,200.803129607775,-395.60625921555,-395.502363111653,NA,32,8.31147848834701,0.00589846927887316
353,EB,206.402635,-404.8052701,-404.631357,EB32,33,149.6438702,3.20071098776623e-33
354,delta,281.2245701,-554.4491403,-554.2752272,delta32,33,0,1
355,DensDep,203.4708284,-402.9416568,-402.8899327,DensDep32,33,151.3852945,1.33998821453832e-33
356,TS,204.3796504,-402.7593008,-402.6549529,TS 314,33,151.6202743,1.19144984039145e-33
357,TRC,207.7560998,-407.5121997,-407.3375272,TRC 62,33,146.9377,1.2384653297456e-32
358,SRC,207.3195072,-408.6390143,-408.5346665,SRC 1112,33,145.7405607,2.25340549618796e-32
359,OUS,203.7656241,-397.5312482,-397.2692395,OUS 53.7019617322011,33,157.0059877,8.06460235057787e-35
360,OUMA,204.3677653,-396.7355307,-396.3671096,OUMA 53.2444202822697,33,157.9081176,5.13674420075429e-35
361,OUMV,204.4548793,-396.9097587,-396.5413376,OUMV 53.8714439845963,33,157.7338896,5.60429604649902e-35
362,OUMVA,208.5809317,-403.1618633,-402.6684713,OUMVA 53.6213794420492,33,151.6067559,1.19953036633369e-33
363,fit_env,203.509121916921,-401.018243833842,-400.914347729946,NA,33,153.360879470054,4.99008741063103e-34
364,EB,207.6628416,-407.3256833,-407.1517702,EB33,34,0,0.587628763421027
365,delta,200.3730378,-392.7460755,-392.5721625,delta33,34,14.5796077,0.000401034245041516
366,DensDep,200.322761,-396.6455221,-396.593798,DensDep33,34,10.5579722,0.0029954944021416
367,TS,201.0711572,-396.1423144,-396.0379666,TS 315,34,11.1138036,0.00226866963039476
368,TRC,206.9288047,-405.8576094,-405.682937,TRC 45,34,1.46883320000001,0.2819356331896
369,SRC,205.0617615,-404.123523,-404.0191752,SRC 1113,34,3.13259499999998,0.122706815200922
370,OUS,201.0721617,-392.1443235,-391.8823147,OUS 61.882987451196,34,15.2694555,0.000284042229567212
371,OUMA,202.1267343,-392.2534687,-391.8850476,OUMA 51.7391105566541,34,15.2667226,0.000284430624372413
372,OUMV,202.0449964,-392.0899928,-391.7215717,OUMV 52.8442809028177,34,15.4301985,0.000262106634473693
373,OUMVA,201.3752585,-388.7505169,-388.2571248,OUMVA 62.0508421913341,34,18.8946454,4.6364216832871e-05
374,fit_env,200.422868771762,-394.845737543524,-394.741841439628,NA,34,12.409928760372,0.00118664620562717
375,EB,204.6350636,-401.2701273,-401.0962142,EB34,35,0,0.404864747368346
376,delta,203.1541634,-398.3083269,-398.1344139,delta34,35,2.96180029999999,0.0920795524740211
377,DensDep,195.9325512,-387.8651025,-387.8133784,DensDep34,35,13.2828358,0.000528419477473167
378,TS,198.3635701,-390.7271403,-390.6227924,TS 316,35,10.4734218,0.00215295680228182
379,TRC,204.5802629,-401.1605258,-400.9858533,TRC 88,35,0.110360900000046,0.38312932838862
380,SRC,199.0121816,-392.0243632,-391.9200154,SRC 1114,35,9.17619880000001,0.00411835435106548
381,OUS,196.0910708,-382.1821416,-381.9201328,OUS 61.4851615690674,35,19.1760814,2.77508822699115e-05
382,OUMA,198.5466461,-385.0932922,-384.7248711,OUMA 50.4866704713487,35,16.3713431,0.000112802306121821
383,OUMV,204.9739317,-397.9478634,-397.5794424,OUMV 52.0347431790827,35,3.51677180000001,0.0697674210878094
384,OUMVA,205.5472412,-397.0944824,-396.6010903,OUMVA 52.3683667278228,35,4.49512390000001,0.0427765948715238
385,fit_env,196.780219561927,-387.560439123854,-387.456543019958,NA,35,13.639671180042,0.000442071990467684
386,EB,203.2726042,-398.5452083,-398.3712953,EB35,36,0.724203499999987,0.268038043519322
387,delta,199.9478275,-391.8956549,-391.7217419,delta35,36,7.37375689999999,0.00964415684693044
388,DensDep,199.9157027,-395.8314055,-395.7796813,DensDep35,36,3.31581749999998,0.0733558256353531
389,TS,200.7926831,-395.5853662,-395.4810184,TS 317,36,3.61448039999999,0.0631801692274009
390,TRC,203.6350856,-399.2701713,-399.0954988,TRC 63,36,0,0.384995125768746
391,SRC,201.563817,-397.1276339,-397.0232861,SRC 82,36,2.07221269999997,0.136609203971388
392,OUS,200.6983922,-391.3967845,-391.1347757,OUS 34.3466056818178,36,7.9607231,0.00719127958969127
393,OUMA,199.9590858,-387.9181715,-387.5497505,OUMA 56.1486076996729,36,11.5457483,0.0011976442757832
394,OUMV,200.825176,-389.6503521,-389.281931,OUMV 36.6801901254244,36,9.81356779999999,0.0028475152556005
395,OUMVA,203.8894781,-393.7789561,-393.285564,OUMVA 33.776435156293,36,5.80993479999995,0.0210787046778798
396,fit_env,200.107891251007,-394.215782502014,-394.111886398118,NA,36,4.983612401882,0.0318623312319053
397,EB,205.6241898,-403.2483796,-403.0744665,EB36,37,1.97435139999999,0.160533969926246
398,delta,204.9613416,-401.9226831,-401.7487701,delta36,37,3.30004780000002,0.0827362114033402
399,DensDep,202.3447764,-400.6895529,-400.6378287,DensDep36,37,4.41098920000002,0.0474742125912924
400,TS,202.9534858,-399.9069716,-399.8026238,TS 1116,37,5.24619410000003,0.0312676563805746
401,TRC,205.7341204,-403.4682407,-403.2935683,TRC 75,37,1.75524960000001,0.179120089294126
402,SRC,205.5765828,-405.1531657,-405.0488179,SRC 1115,37,0,0.430816080135756
403,OUS,203.4162525,-396.832505,-396.5704962,OUS 42.3047312244289,37,8.47832170000004,0.00621223305077915
404,OUMA,205.5945725,-399.189145,-398.8207239,OUMA 41.4743541922655,37,6.228094,0.0191372035590192
405,OUMV,205.7545227,-399.5090453,-399.1406243,OUMV 56.5238806968985,37,5.9081936,0.0224565980504621
406,OUMVA,204.8374982,-395.6749964,-395.1816044,OUMVA 56.5238981456408,37,9.86721349999999,0.00310208516984159
407,fit_env,202.352304182687,-398.704608365374,-398.600712261478,NA,37,6.44810563852201,0.0171436604385626
408,EB,205.8740761,-403.7481522,-403.5742392,EB37,38,0,0.43878314452989
409,delta,205.4350082,-402.8700164,-402.6961033,delta37,38,0.878135900000018,0.282855838996667
410,DensDep,199.4374698,-394.8749396,-394.8232154,DensDep37,38,8.75102380000004,0.00552063789894229
411,TS,200.7039778,-395.4079556,-395.3036078,TS 318,38,8.27063140000001,0.00701948332579445
412,TRC,205.2431218,-402.4862435,-402.311571,TRC 76,38,1.26266820000001,0.233380744165276
413,SRC,201.659732,-397.3194639,-397.2151161,SRC 83,38,6.35912310000003,0.0182550867097635
414,OUS,199.5310505,-389.062101,-388.8000922,OUS 43.1050352145772,38,14.774147,0.000271696896542062
415,OUMA,201.3512722,-390.7025445,-390.3341234,OUMA 49.8834356337566,38,13.2401158,0.000585053147771747
416,OUMV,204.0497625,-396.099525,-395.731104,OUMV 50.2501444340916,38,7.84313520000001,0.00869230120579808
417,OUMVA,203.2715764,-392.5431529,-392.0497608,OUMVA 53.202149664245,38,11.5244784,0.00137956207936539
418,fit_env,199.935700302565,-393.871400605129,-393.767504501233,NA,38,9.806734698767,0.0032564510441891
419,EB,210.3908404,-412.7816807,-412.6077677,EB38,39,0.902149799999961,0.162145421786524
420,delta,209.8088183,-411.6176365,-411.4437235,delta38,39,2.066194,0.0906015660229156
421,DensDep,208.0858584,-412.1717169,-412.1199927,DensDep38,39,1.38992479999996,0.12705322560598
422,TS,208.5277453,-411.0554906,-410.9511427,TS 1117,39,2.55877479999998,0.0708228081562733
423,TRC,210.7723595,-413.544719,-413.3700465,TRC 52,39,0.139870999999971,0.237373060366537
424,SRC,209.8071326,-413.6142653,-413.5099175,SRC 63,39,0,0.254568129078587
425,OUS,208.1602113,-406.3204226,-406.0584139,OUS 55.2923082423517,39,7.45150359999997,0.00613381372691889
426,OUMA,207.9984147,-403.9968294,-403.6284083,OUMA 52.2301128692677,39,9.88150919999998,0.00181995886269915
427,OUMV,209.5596601,-407.1193202,-406.7508991,OUMV 52.7146537291639,39,6.75901839999995,0.00867165185414208
428,OUMVA,209.1172027,-404.2344054,-403.7410134,OUMVA 55.4372541233684,39,9.76890409999999,0.00192536670927264
429,fit_env,207.927946820373,-409.855893640746,-409.751997536849,NA,39,3.75791996315098,0.0388849978301507
430,EB,207.2036125,-406.4072251,-406.233312,EB39,40,6.78857160000001,0.0145151156436796
431,delta,208.9699694,-409.9399388,-409.7660258,delta39,40,3.2558578,0.0849062294529023
432,DensDep,207.2850657,-410.5701313,-410.5184072,DensDep39,40,2.50347640000001,0.123685019010262
433,TS,207.5531753,-409.1063506,-409.0020028,TS 10,40,4.01988080000001,0.0579474151888209
434,TRC,210.0187233,-412.0374465,-411.862774,TRC 64,40,1.15910960000002,0.24223820606926
435,SRC,209.5631157,-413.1262314,-413.0218836,SRC 84,40,0,0.43245417397418
436,OUS,207.5032956,-405.0065913,-404.7445825,OUS 39.2060977355991,40,8.27730110000005,0.0068952020497919
437,OUMA,207.9432921,-403.8865842,-403.5181632,OUMA 52.0639366127651,40,9.50372040000002,0.0037345083048431
438,OUMV,207.3922931,-402.7845862,-402.4161651,OUMV 42.4934240475869,40,10.6057185,0.00215247235628591
439,OUMVA,208.5493044,-403.0986088,-402.6052167,OUMVA 38.8054506063805,40,10.4166669,0.00236586312866566
440,fit_env,206.864350776425,-407.728701552849,-407.624805448953,NA,40,5.39707815104703,0.0291057948213081
441,EB,201.8403489,-395.6806978,-395.5067847,EB40,41,8.87465409999999,0.00571116823109814
442,delta,201.8799722,-395.7599444,-395.5860313,delta40,41,8.79540750000001,0.00594200665259922
443,DensDep,201.8242033,-399.6484066,-399.5966824,DensDep40,41,4.78475639999999,0.0441402668624382
444,TS,202.400564,-398.8011279,-398.6967801,TS 319,41,5.6846587,0.0281464516921706
445,TRC,206.2780557,-404.5561113,-404.3814388,TRC 89,41,0,0.482871535694589
446,SRC,205.0687097,-404.1374194,-404.0330716,SRC 106,41,0.348367199999984,0.405680963548861
447,OUS,202.7640326,-395.5280652,-395.2660565,OUS 40.3556883324536,41,9.11538230000002,0.00506350786280544
448,OUMA,202.7773987,-393.5547973,-393.1863763,OUMA 40.5392957474088,41,11.1950625,0.00179000676044245
449,OUMV,202.9799101,-393.9598203,-393.5913992,OUMV 40.3556842076239,41,10.7900396,0.00219181692642031
450,OUMVA,203.6909114,-393.3818228,-392.8884308,OUMVA 39.3613525700366,41,11.493008,0.00154225656617636
451,fit_env,201.89141429439,-397.78282858878,-397.678932484884,NA,41,6.70250631511601,0.0169200192023995
452,EB,208.3842307,-408.7684615,-408.5945484,EB41,42,2.6518355,0.205273734053399
453,delta,206.1390102,-404.2780203,-404.1041073,delta41,42,7.1422766,0.0217393466099102
454,DensDep,135.6711564,-267.3423128,-267.2905887,DensDep41,42,143.9557952,4.25175663459066e-32
455,TS,155.2898705,-304.5797409,-304.4753931,TS 320,42,106.7709908,5.04831073483953e-24
456,TRC,209.7105282,-411.4210563,-411.2463839,TRC 35,42,0,0.772986919336691
457,SRC,169.9280527,-333.8561054,-333.7517576,SRC 1116,42,77.4946263,1.14928530861905e-17
458,OUS,146.8981572,-283.7963144,-283.5343057,OUS 52.5877026165817,42,127.7120782,1.4316825361819e-28
459,OUMA,166.905714,-321.8114279,-321.4430069,OUMA 52.6069774350054,42,89.803377,2.44127442284976e-20
460,OUMV,174.4014647,-336.8029295,-336.4345084,OUMV 52.656369017084,42,74.8118755,4.39521161238535e-17
461,OUMVA,175.7899548,-337.5799097,-337.0865176,OUMVA 53.8948970339596,42,74.1598663,6.08922172760217e-17
462,fit_env,157.816050203411,-309.632100406822,-309.528204302926,NA,42,101.718179597074,6.31466172739876e-23
463,EB,208.3880655,-408.776131,-408.602218,EB42,43,2.74232460000002,0.115376227642038
464,delta,207.476639,-406.953278,-406.779365,delta42,43,4.56517760000003,0.0463755246104086
465,DensDep,206.1079819,-408.2159638,-408.1642397,DensDep42,43,3.18030290000002,0.092685235052831
466,TS,206.7655979,-407.5311958,-407.4268479,TS 1118,43,3.91769470000003,0.064104417878778
467,TRC,208.7248945,-409.4497891,-409.2751166,TRC 112,43,2.06942600000002,0.161523013864179
468,SRC,208.7244452,-411.4488905,-411.3445426,SRC 1117,43,0,0.454573962075539
469,OUS,206.7882536,-403.5765072,-403.3144984,OUS 48.110389906339,43,8.03004420000002,0.00820167607863908
470,OUMA,206.8058996,-401.6117992,-401.2433781,OUMA 54.3256913725734,43,10.1011645,0.00291182019794646
471,OUMV,207.9767045,-403.9534089,-403.5849879,OUMV 52.113824544565,43,7.75955470000002,0.00938941774412738
472,OUMVA,209.604498,-405.208996,-404.715604,OUMVA 48.640069306807,43,6.62893860000003,0.016525280059475
473,fit_env,205.948900914643,-405.897801829286,-405.79390572539,NA,43,5.55063687461001,0.0283334247960378
474,EB,209.7463747,-411.4927494,-411.3188364,EB43,44,0,0.501039194317879
475,delta,189.1459436,-370.2918872,-370.1179741,delta43,44,41.2008623,5.6652375762435e-10
476,DensDep,189.8987635,-375.797527,-375.7458028,DensDep43,44,35.5730336,9.44681916133893e-09
477,TS,193.7869405,-381.573881,-381.4695332,TS 321,44,29.8493032,1.65263850088481e-07
478,TRC,209.7425768,-411.4851536,-411.3104812,TRC 46,44,0.00835519999998269,0.498950419051311
479,SRC,197.5673044,-389.1346088,-389.0302609,SRC 94,44,22.2885755,7.24384294567769e-06
480,OUS,190.6035569,-371.2071137,-370.945105,OUS 39.4381925918943,44,40.3737314,8.56697145628322e-10
481,OUMA,193.3933184,-374.7866368,-374.4182158,OUMA 39.0387899209358,44,36.9006206,4.86411403050457e-09
482,OUMV,197.8020877,-383.6041754,-383.2357543,OUMV 51.1535111429775,44,28.0830821,3.99675847835319e-07
483,OUMVA,200.7009951,-387.4019901,-386.9085981,OUMVA 39.2277012272684,44,24.4102383,2.50758580391667e-06
484,fit_env,192.677889516606,-379.355779033211,-379.251882929315,NA,44,32.066953470685,5.45282083852149e-08
485,EB,208.7870704,-409.5741407,-409.4002277,EB44,45,4.25046909999998,0.0361712848869699
486,delta,208.796074,-409.5921479,-409.4182349,delta44,45,4.23246189999998,0.0364984271868092
487,DensDep,208.8512105,-413.702421,-413.6506968,DensDep44,45,0,0.302929504155657
488,TS,208.8018138,-411.6036275,-411.4992797,TS 1119,45,2.1514171,0.103315929340383
489,TRC,210.5704308,-413.1408617,-412.9661892,TRC 36,45,0.684507600000018,0.215130822298359
490,SRC,209.3742087,-412.7484173,-412.6440695,SRC 3,45,1.00662729999999,0.183128202722433
491,OUS,208.7341959,-407.4683919,-407.2063832,OUS 42.5188878132436,45,6.44431359999999,0.0120774891476613
492,OUMA,208.7002917,-405.4005834,-405.0321623,OUMA 41.2650279309663,45,8.61853450000001,0.00407240147680213
493,OUMV,209.8849367,-407.7698733,-407.4014523,OUMV 52.1753752442237,45,6.24924449999997,0.0133148222409004
494,OUMVA,210.3362627,-406.6725254,-406.1791333,OUMVA 49.5961112636061,45,7.4715635,0.00722623655537999
495,fit_env,208.619710772664,-411.239421545328,-411.135525441432,NA,45,2.51517135856801,0.0861348799886456
496,EB,201.8688931,-395.7377863,-395.5638732,EB45,46,10.348467,0.00325903241837864
497,delta,205.4966907,-402.9933814,-402.8194684,delta45,46,3.09287180000001,0.122636898790226
498,DensDep,201.8645008,-399.7290015,-399.6772774,DensDep45,46,6.23506280000004,0.0254860806723682
499,TS,202.5258586,-399.0517171,-398.9473693,TS 322,46,6.96497090000003,0.0176931648290096
500,TRC,207.0435063,-406.0870127,-405.9123402,TRC 810,46,0,0.575744420113918
501,SRC,205.0635841,-404.1271681,-404.0228203,SRC 85,46,1.88951990000004,0.223833819018623
502,OUS,202.6629439,-395.3258878,-395.063879,OUS 59.4605797205468,46,10.8484612,0.00253814436009635
503,OUMA,202.1985423,-392.3970846,-392.0286636,OUMA 50.1113421937978,46,13.8836766,0.000556451951311046
504,OUMV,205.6223047,-399.2446093,-398.8761883,OUMV 49.3753895507921,46,7.03615189999999,0.0170745303020393
505,OUMVA,203.7708279,-393.5416559,-393.0482638,OUMVA 54.7438618900879,46,12.8640764,0.000926469315200519
506,fit_env,201.979828418308,-397.959656836617,-397.855760732721,NA,46,8.05657946727899,0.0102509882288292
507,EB,204.9685741,-401.9371483,-401.7632352,EB46,47,0.920284400000014,0.386255567220656
508,delta,-1e+200,2e+200,2e+200,delta46,47,2e+200,0
509,DensDep,193.182127,-382.3642539,-382.3125298,DensDep46,47,20.3709898,2.30785085947373e-05
510,TS,195.7435423,-385.4870847,-385.3827369,TS 323,47,17.3007827,0.000107125963453217
511,TRC,205.4290961,-402.8581921,-402.6835196,TRC 77,47,0,0.611944407901615
512,SRC,198.4176024,-390.8352048,-390.7308569,SRC 107,47,11.9526627,0.00155318877467426
513,OUS,194.5435191,-379.0870382,-378.8250295,OUS 42.2831711852721,47,23.8584901,4.0355866060854e-06
514,OUMA,196.8046667,-381.6093335,-381.2409124,OUMA 42.1925989736351,47,21.4426072,1.35054474734657e-05
515,OUMV,198.145008,-384.2900161,-383.921595,OUMV 52.2190921294971,47,18.7619246,5.15954979993461e-05
516,OUMVA,198.1123253,-382.2246505,-381.7312585,OUMVA 54.0926318835211,47,20.9522611,1.72578337462095e-05
517,fit_env,194.478386241433,-382.956772482867,-382.852876378971,NA,47,19.830643221029,3.02372651811992e-05
518,EB,212.6909803,-417.3819605,-417.2080475,EB47,48,419.2826517,8.9935054974254e-92
519,delta,422.3323061,-836.6646123,-836.4906992,delta47,48,0,1
520,DensDep,208.2726054,-412.5452108,-412.4934867,DensDep47,48,423.9972125,8.51481339012844e-93
521,TS,208.9953576,-411.9907151,-411.8863673,TS 1120,48,424.6043319,6.28551448855625e-93
522,TRC,214.1199582,-420.2399163,-420.0652439,TRC 92,48,416.4254553,3.75285097998031e-91
523,SRC,212.878862,-419.757724,-419.6533761,SRC 1118,48,416.8373231,3.05439614678158e-91
524,OUS,208.4173619,-406.8347238,-406.572715,OUS 42.4719152375421,48,429.9179842,4.4105819466323e-94
525,OUMA,208.838189,-405.676378,-405.3079569,OUMA 48.9678997952326,48,431.1827423,2.34345794172278e-94
526,OUMV,212.1853645,-412.3707289,-412.0023079,OUMV 46.6832662884712,48,424.4883913,6.66065613485242e-93
527,OUMVA,212.2215754,-410.4431508,-409.9497587,OUMVA 46.6833684353961,48,426.5409405,2.38677575448477e-93
528,fit_env,208.124225316168,-410.248450632336,-410.14455452844,NA,48,426.34614467156,2.6309403048871e-93
529,EB,209.8743653,-411.7487307,-411.5748176,EB48,49,1.1696445,0.261231611785099
530,delta,208.6215031,-409.2430061,-409.0690931,delta48,49,3.67536900000005,0.0746301936014375
