timing	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M100
5.5 to 6.5	127	72	56	107	46	93	102	102	59	88	79	65	109	85	121	125	160	156	103	110	56	127	72	56	107	46	93	102	102	59	88	79	65	109	85	121	125	160	156	103	110	56	127	72	56	107	46	93	102	102	59	88	79	65	109	85	121	125	160	156	103	110	56	127	72	56	107	46	93	102	102	59	88	79	65	109	85	121	125	160	156	103	110	56	127	72	56	107	46	93	102	102	59	88	79	65	109	85	121	125
5.6 to 6.6	91	62	30	82	43	84	101	62	53	57	77	51	72	81	91	116	134	120	64	69	56	91	62	30	82	43	84	101	62	53	57	77	51	72	81	91	116	134	120	64	69	56	91	62	30	82	43	84	101	62	53	57	77	51	72	81	91	116	134	120	64	69	56	91	62	30	82	43	84	101	62	53	57	77	51	72	81	91	116	134	120	64	69	56	91	62	30	82	43	84	101	62	53	57	77	51	72	81	91	116
5.7 to 6.7	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117
5.8 to 6.8	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117	93	82	28	24	53	60	64	28	80	41	79	62	42	56	58	76	52	28	80	95	117
5.9 to 6.9	69	41	29	112	41	66	28	55	60	63	33	91	30	80	99	125	120	85	62	24	16	69	41	29	112	41	66	28	55	60	63	33	91	30	80	99	125	120	85	62	24	16	69	41	29	112	41	66	28	55	60	63	33	91	30	80	99	125	120	85	62	24	16	69	41	29	112	41	66	28	55	60	63	33	91	30	80	99	125	120	85	62	24	16	69	41	29	112	41	66	28	55	60	63	33	91	30	80	99	125
6 to 7	103	37	63	61	17	26	3	98	42	80	98	96	97	85	61	138	102	151	46	52	46	103	37	63	61	17	26	3	98	42	80	98	96	97	85	61	138	102	151	46	52	46	103	37	63	61	17	26	3	98	42	80	98	96	97	85	61	138	102	151	46	52	46	103	37	63	61	17	26	3	98	42	80	98	96	97	85	61	138	102	151	46	52	46	103	37	63	61	17	26	3	98	42	80	98	96	97	85	61	138
6.1 to 7.1	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73
6.2 to 7.2	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73
6.3 to 7.3	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73	96	127	63	49	40	93	32	92	77	22	17	10	113	57	92	120	80	145	89	69	73
6.4 to 7.4	106	74	133	90	26	37	22	126	63	132	126	83	161	127	116	73	109	171	88	53	42	106	74	133	90	26	37	22	126	63	132	126	83	161	127	116	73	109	171	88	53	42	106	74	133	90	26	37	22	126	63	132	126	83	161	127	116	73	109	171	88	53	42	106	74	133	90	26	37	22	126	63	132	126	83	161	127	116	73	109	171	88	53	42	106	74	133	90	26	37	22	126	63	132	126	83	161	127	116	73
6.5 to 7.5	153	75	166	150	47	82	70	173	116	167	142	153	181	173	143	122	147	202	120	80	83	153	75	166	150	47	82	70	173	116	167	142	153	181	173	143	122	147	202	120	80	83	153	75	166	150	47	82	70	173	116	167	142	153	181	173	143	122	147	202	120	80	83	153	75	166	150	47	82	70	173	116	167	142	153	181	173	143	122	147	202	120	80	83	153	75	166	150	47	82	70	173	116	167	142	153	181	173	143	122
6.6 to 7.6	157	80	188	160	49	111	71	175	119	169	146	155	181	174	144	126	152	202	122	80	87	157	80	188	160	49	111	71	175	119	169	146	155	181	174	144	126	152	202	122	80	87	157	80	188	160	49	111	71	175	119	169	146	155	181	174	144	126	152	202	122	80	87	157	80	188	160	49	111	71	175	119	169	146	155	181	174	144	126	152	202	122	80	87	157	80	188	160	49	111	71	175	119	169	146	155	181	174	144	126
6.7 to 7.7	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125
6.8 to 7.8	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125	150	194	122	79	86	147	78	186	160	49	97	70	171	116	163	137	149	181	173	140	125
6.9 to 7.9	126	58	184	119	75	106	76	153	102	154	137	139	179	193	128	156	112	185	89	85	109	126	58	184	119	75	106	76	153	102	154	137	139	179	193	128	156	112	185	89	85	109	126	58	184	119	75	106	76	153	102	154	137	139	179	193	128	156	112	185	89	85	109	126	58	184	119	75	106	76	153	102	154	137	139	179	193	128	156	112	185	89	85	109	126	58	184	119	75	106	76	153	102	154	137	139	179	193	128	156
7 to 8	78	54	129	114	63	106	74	106	100	133	59	132	84	150	119	114	102	97	83	44	73	78	54	129	114	63	106	74	106	100	133	59	132	84	150	119	114	102	97	83	44	73	78	54	129	114	63	106	74	106	100	133	59	132	84	150	119	114	102	97	83	44	73	78	54	129	114	63	106	74	106	100	133	59	132	84	150	119	114	102	97	83	44	73	78	54	129	114	63	106	74	106	100	133	59	132	84	150	119	114
7.1 to 8.1	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92
7.2 to 8.2	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92	56	75	63	37	73	64	50	96	85	57	103	67	62	63	77	27	107	36	109	78	92
7.3 to 8.3	64	57	140	85	62	138	68	104	63	89	30	116	42	115	78	92	71	87	96	64	73	64	57	140	85	62	138	68	104	63	89	30	116	42	115	78	92	71	87	96	64	73	64	57	140	85	62	138	68	104	63	89	30	116	42	115	78	92	71	87	96	64	73	64	57	140	85	62	138	68	104	63	89	30	116	42	115	78	92	71	87	96	64	73	64	57	140	85	62	138	68	104	63	89	30	116	42	115	78	92
7.4 to 8.4	70	18	111	74	59	121	56	91	58	55	31	119	27	77	42	101	66	49	74	65	73	70	18	111	74	59	121	56	91	58	55	31	119	27	77	42	101	66	49	74	65	73	70	18	111	74	59	121	56	91	58	55	31	119	27	77	42	101	66	49	74	65	73	70	18	111	74	59	121	56	91	58	55	31	119	27	77	42	101	66	49	74	65	73	70	18	111	74	59	121	56	91	58	55	31	119	27	77	42	101
7.5 to 8.5	35	27	94	22	58	82	24	56	10	20	22	52	50	31	57	95	31	22	49	47	77	35	27	94	22	58	82	24	56	10	20	22	52	50	31	57	95	31	22	49	47	77	35	27	94	22	58	82	24	56	10	20	22	52	50	31	57	95	31	22	49	47	77	35	27	94	22	58	82	24	56	10	20	22	52	50	31	57	95	31	22	49	47	77	35	27	94	22	58	82	24	56	10	20	22	52	50	31	57	95
7.6 to 8.6	34	24	72	12	65	56	24	87	11	18	18	88	62	32	56	95	55	31	72	53	78	34	24	72	12	65	56	24	87	11	18	18	88	62	32	56	95	55	31	72	53	78	34	24	72	12	65	56	24	87	11	18	18	88	62	32	56	95	55	31	72	53	78	34	24	72	12	65	56	24	87	11	18	18	88	62	32	56	95	55	31	72	53	78	34	24	72	12	65	56	24	87	11	18	18	88	62	32	56	95
7.7 to 8.7	61	34	99	31	77	83	31	124	27	21	24	105	100	35	78	117	61	42	84	85	79	61	34	99	31	77	83	31	124	27	21	24	105	100	35	78	117	61	42	84	85	79	61	34	99	31	77	83	31	124	27	21	24	105	100	35	78	117	61	42	84	85	79	61	34	99	31	77	83	31	124	27	21	24	105	100	35	78	117	61	42	84	85	79	61	34	99	31	77	83	31	124	27	21	24	105	100	35	78	117
7.8 to 8.8	75	38	109	42	81	84	38	140	27	27	28	144	106	43	107	121	80	74	86	85	79	75	38	109	42	81	84	38	140	27	27	28	144	106	43	107	121	80	74	86	85	79	75	38	109	42	81	84	38	140	27	27	28	144	106	43	107	121	80	74	86	85	79	75	38	109	42	81	84	38	140	27	27	28	144	106	43	107	121	80	74	86	85	79	75	38	109	42	81	84	38	140	27	27	28	144	106	43	107	121
7.9 to 8.9	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107
8 to 9	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107	95	87	82	79	57	84	42	121	63	79	112	32	175	27	37	29	151	116	24	114	107
8.1 to 9.1	94	95	131	83	118	112	70	197	34	50	32	204	124	63	119	171	106	90	98	156	106	94	95	131	83	118	112	70	197	34	50	32	204	124	63	119	171	106	90	98	156	106	94	95	131	83	118	112	70	197	34	50	32	204	124	63	119	171	106	90	98	156	106	94	95	131	83	118	112	70	197	34	50	32	204	124	63	119	171	106	90	98	156	106	94	95	131	83	118	112	70	197	34	50	32	204	124	63	119	171
8.2 to 9.2	106	101	153	103	123	112	74	231	37	62	33	207	140	64	125	171	117	101	116	162	143	106	101	153	103	123	112	74	231	37	62	33	207	140	64	125	171	117	101	116	162	143	106	101	153	103	123	112	74	231	37	62	33	207	140	64	125	171	117	101	116	162	143	106	101	153	103	123	112	74	231	37	62	33	207	140	64	125	171	117	101	116	162	143	106	101	153	103	123	112	74	231	37	62	33	207	140	64	125	171
8.3 to 9.3	106	94	109	103	118	77	73	189	37	50	30	198	134	58	125	171	102	89	83	135	143	106	94	109	103	118	77	73	189	37	50	30	198	134	58	125	171	102	89	83	135	143	106	94	109	103	118	77	73	189	37	50	30	198	134	58	125	171	102	89	83	135	143	106	94	109	103	118	77	73	189	37	50	30	198	134	58	125	171	102	89	83	135	143	106	94	109	103	118	77	73	189	37	50	30	198	134	58	125	171
8.4 to 9.4	87	91	97	101	117	74	73	189	36	44	23	192	133	58	114	162	94	83	80	130	141	87	91	97	101	117	74	73	189	36	44	23	192	133	58	114	162	94	83	80	130	141	87	91	97	101	117	74	73	189	36	44	23	192	133	58	114	162	94	83	80	130	141	87	91	97	101	117	74	73	189	36	44	23	192	133	58	114	162	94	83	80	130	141	87	91	97	101	117	74	73	189	36	44	23	192	133	58	114	162
8.5 to 9.5	75	81	81	93	97	68	57	177	31	44	16	189	90	58	72	119	91	79	73	121	96	75	81	81	93	97	68	57	177	31	44	16	189	90	58	72	119	91	79	73	121	96	75	81	81	93	97	68	57	177	31	44	16	189	90	58	72	119	91	79	73	121	96	75	81	81	93	97	68	57	177	31	44	16	189	90	58	72	119	91	79	73	121	96	75	81	81	93	97	68	57	177	31	44	16	189	90	58	72	119
8.6 to 9.6	80	101	105	108	93	81	59	170	34	86	26	192	90	57	87	124	68	74	48	129	95	80	101	105	108	93	81	59	170	34	86	26	192	90	57	87	124	68	74	48	129	95	80	101	105	108	93	81	59	170	34	86	26	192	90	57	87	124	68	74	48	129	95	80	101	105	108	93	81	59	170	34	86	26	192	90	57	87	124	68	74	48	129	95	80	101	105	108	93	81	59	170	34	86	26	192	90	57	87	124
8.7 to 9.7	53	91	78	89	81	54	52	133	18	83	20	175	52	54	65	102	62	63	36	97	94	53	91	78	89	81	54	52	133	18	83	20	175	52	54	65	102	62	63	36	97	94	53	91	78	89	81	54	52	133	18	83	20	175	52	54	65	102	62	63	36	97	94	53	91	78	89	81	54	52	133	18	83	20	175	52	54	65	102	62	63	36	97	94	53	91	78	89	81	54	52	133	18	83	20	175	52	54	65	102
8.8 to 9.8	39	87	68	78	77	53	45	117	18	77	16	136	46	46	36	98	43	31	34	97	94	39	87	68	78	77	53	45	117	18	77	16	136	46	46	36	98	43	31	34	97	94	39	87	68	78	77	53	45	117	18	77	16	136	46	46	36	98	43	31	34	97	94	39	87	68	78	77	53	45	117	18	77	16	136	46	46	36	98	43	31	34	97	94	39	87	68	78	77	53	45	117	18	77	16	136	46	46	36	98
8.9 to 9.9	30	81	56	55	49	16	45	82	17	67	14	97	36	41	26	73	28	18	34	97	90	30	81	56	55	49	16	45	82	17	67	14	97	36	41	26	73	28	18	34	97	90	30	81	56	55	49	16	45	82	17	67	14	97	36	41	26	73	28	18	34	97	90	30	81	56	55	49	16	45	82	17	67	14	97	36	41	26	73	28	18	34	97	90	30	81	56	55	49	16	45	82	17	67	14	97	36	41	26	73
9 to 10	35	91	65	60	56	22	53	121	26	79	17	106	51	43	63	109	55	22	43	106	110	35	91	65	60	56	22	53	121	26	79	17	106	51	43	63	109	55	22	43	106	110	35	91	65	60	56	22	53	121	26	79	17	106	51	43	63	109	55	22	43	106	110	35	91	65	60	56	22	53	121	26	79	17	106	51	43	63	109	55	22	43	106	110	35	91	65	60	56	22	53	121	26	79	17	106	51	43	63	109
9.1 to 10.1	25	38	55	40	17	22	15	99	19	66	14	53	43	4	58	45	44	19	27	29	61	25	38	55	40	17	22	15	99	19	66	14	53	43	4	58	45	44	19	27	29	61	25	38	55	40	17	22	15	99	19	66	14	53	43	4	58	45	44	19	27	29	61	25	38	55	40	17	22	15	99	19	66	14	53	43	4	58	45	44	19	27	29	61	25	38	55	40	17	22	15	99	19	66	14	53	43	4	58	45
9.2 to 10.2	60	55	80	29	18	72	21	108	26	92	14	83	27	6	84	104	44	21	57	53	46	60	55	80	29	18	72	21	108	26	92	14	83	27	6	84	104	44	21	57	53	46	60	55	80	29	18	72	21	108	26	92	14	83	27	6	84	104	44	21	57	53	46	60	55	80	29	18	72	21	108	26	92	14	83	27	6	84	104	44	21	57	53	46	60	55	80	29	18	72	21	108	26	92	14	83	27	6	84	104
9.3 to 10.3	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105
9.4 to 10.4	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105	54	29	67	60	48	64	55	86	38	19	74	21	116	29	98	42	87	27	28	119	105
9.5 to 10.5	76	64	95	41	21	78	22	128	33	109	42	96	34	34	122	123	74	31	69	61	49	76	64	95	41	21	78	22	128	33	109	42	96	34	34	122	123	74	31	69	61	49	76	64	95	41	21	78	22	128	33	109	42	96	34	34	122	123	74	31	69	61	49	76	64	95	41	21	78	22	128	33	109	42	96	34	34	122	123	74	31	69	61	49	76	64	95	41	21	78	22	128	33	109	42	96	34	34	122	123
9.6 to 10.6	74	44	115	35	19	63	23	149	41	94	38	86	27	69	147	114	79	54	75	49	46	74	44	115	35	19	63	23	149	41	94	38	86	27	69	147	114	79	54	75	49	46	74	44	115	35	19	63	23	149	41	94	38	86	27	69	147	114	79	54	75	49	46	74	44	115	35	19	63	23	149	41	94	38	86	27	69	147	114	79	54	75	49	46	74	44	115	35	19	63	23	149	41	94	38	86	27	69	147	114
9.7 to 10.7	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116
9.8 to 10.8	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116	80	64	92	49	46	78	52	124	44	25	67	24	152	43	97	42	91	39	72	152	116
9.9 to 10.9	103	77	159	68	30	91	46	179	51	128	44	149	53	78	157	123	107	78	155	61	61	103	77	159	68	30	91	46	179	51	128	44	149	53	78	157	123	107	78	155	61	61	103	77	159	68	30	91	46	179	51	128	44	149	53	78	157	123	107	78	155	61	61	103	77	159	68	30	91	46	179	51	128	44	149	53	78	157	123	107	78	155	61	61	103	77	159	68	30	91	46	179	51	128	44	149	53	78	157	123
10 to 11	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87
10.1 to 11.1	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87	80	74	146	52	41	98	67	150	63	23	85	38	140	42	116	41	140	38	76	120	87
10.2 to 11.2	51	44	103	54	17	35	28	97	32	78	40	107	38	73	88	28	69	61	98	22	19	51	44	103	54	17	35	28	97	32	78	40	107	38	73	88	28	69	61	98	22	19	51	44	103	54	17	35	28	97	32	78	40	107	38	73	88	28	69	61	98	22	19	51	44	103	54	17	35	28	97	32	78	40	107	38	73	88	28	69	61	98	22	19	51	44	103	54	17	35	28	97	32	78	40	107	38	73	88	28
10.3 to 11.3	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27
10.4 to 11.4	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27	59	53	88	15	17	47	44	97	45	16	33	28	89	29	72	12	103	38	51	53	27
10.5 to 11.5	35	35	88	42	14	29	27	77	25	61	12	94	31	45	50	9	39	51	86	14	16	35	35	88	42	14	29	27	77	25	61	12	94	31	45	50	9	39	51	86	14	16	35	35	88	42	14	29	27	77	25	61	12	94	31	45	50	9	39	51	86	14	16	35	35	88	42	14	29	27	77	25	61	12	94	31	45	50	9	39	51	86	14	16	35	35	88	42	14	29	27	77	25	61	12	94	31	45	50	9
10.6 to 11.6	29	33	44	33	11	28	23	30	10	34	6	63	26	9	10	9	28	24	80	12	15	29	33	44	33	11	28	23	30	10	34	6	63	26	9	10	9	28	24	80	12	15	29	33	44	33	11	28	23	30	10	34	6	63	26	9	10	9	28	24	80	12	15	29	33	44	33	11	28	23	30	10	34	6	63	26	9	10	9	28	24	80	12	15	29	33	44	33	11	28	23	30	10	34	6	63	26	9	10	9
10.7 to 11.7	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7
10.8 to 11.8	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7	27	14	63	12	15	25	25	35	24	5	24	22	27	8	31	2	58	14	6	5	7
10.9 to 11.9	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22
11 to 12	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22
11.1 to 12.1	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22
11.2 to 12.2	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22
11.3 to 12.3	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22	37	10	18	16	26	13	28	52	84	41	8	19	38	20	38	13	33	49	39	30	22
11.4 to 12.4	48	45	134	102	46	43	29	61	24	51	46	58	89	57	42	43	44	20	53	39	31	48	45	134	102	46	43	29	61	24	51	46	58	89	57	42	43	44	20	53	39	31	48	45	134	102	46	43	29	61	24	51	46	58	89	57	42	43	44	20	53	39	31	48	45	134	102	46	43	29	61	24	51	46	58	89	57	42	43	44	20	53	39	31	48	45	134	102	46	43	29	61	24	51	46	58	89	57	42	43
11.5 to 12.5	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54
11.6 to 12.6	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54
11.7 to 12.7	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54
11.8 to 12.8	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54	86	56	62	40	42	54	83	150	104	52	82	73	89	28	73	46	66	129	60	42	54
11.9 to 12.9	41	55	98	20	11	74	54	51	8	35	33	33	80	21	12	32	49	46	44	24	16	41	55	98	20	11	74	54	51	8	35	33	33	80	21	12	32	49	46	44	24	16	41	55	98	20	11	74	54	51	8	35	33	33	80	21	12	32	49	46	44	24	16	41	55	98	20	11	74	54	51	8	35	33	33	80	21	12	32	49	46	44	24	16	41	55	98	20	11	74	54	51	8	35	33	33	80	21	12	32
