1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	lowerCI	upperCI	meanCI
9.8 to 10.8	0.574285714285714	0.665714285714286	0.445714285714286	0.705714285714286	0.777142857142857	0.708571428571429	0.854285714285714	0.36	0.66	0.448571428571429	0.748571428571429	0.534285714285714	0.765714285714286	0.631428571428571	0.314285714285714	0.385714285714286	0.568571428571429	0.711428571428571	0.462857142857143	0.737142857142857	0.722857142857143	0.574285714285714	0.665714285714286	0.445714285714286	0.705714285714286	0.777142857142857	0.708571428571429	0.854285714285714	0.36	0.66	0.448571428571429	0.748571428571429	0.534285714285714	0.765714285714286	0.631428571428571	0.314285714285714	0.385714285714286	0.568571428571429	0.711428571428571	0.462857142857143	0.737142857142857	0.722857142857143	0.574285714285714	0.665714285714286	0.445714285714286	0.705714285714286	0.777142857142857	0.708571428571429	0.854285714285714	0.36	0.66	0.448571428571429	0.748571428571429	0.534285714285714	0.765714285714286	0.631428571428571	0.314285714285714	0.385714285714286	0.568571428571429	0.711428571428571	0.462857142857143	0.737142857142857	0.722857142857143	0.574285714285714	0.665714285714286	0.445714285714286	0.705714285714286	0.777142857142857	0.708571428571429	0.854285714285714	0.36	0.66	0.448571428571429	0.748571428571429	0.534285714285714	0.765714285714286	0.631428571428571	0.314285714285714	0.385714285714286	0.568571428571429	0.711428571428571	0.462857142857143	0.737142857142857	0.722857142857143	0.574285714285714	0.665714285714286	0.445714285714286	0.705714285714286	0.777142857142857	0.708571428571429	0.854285714285714	0.36	0.66	0.448571428571429	0.748571428571429	0.534285714285714	0.765714285714286	0.631428571428571	0.314285714285714	0.385714285714286	0.576667759830945	0.637560811597627	0.607114285714286
9.9 to 10.9	0.562222222222222	0.655555555555556	0.462222222222222	0.691111111111111	0.806666666666667	0.708888888888889	0.811111111111111	0.408888888888889	0.704444444444444	0.468888888888889	0.797777777777778	0.46	0.755555555555556	0.695555555555556	0.455555555555556	0.5	0.591111111111111	0.72	0.411111111111111	0.76	0.733333333333333	0.562222222222222	0.655555555555556	0.462222222222222	0.691111111111111	0.806666666666667	0.708888888888889	0.811111111111111	0.408888888888889	0.704444444444444	0.468888888888889	0.797777777777778	0.46	0.755555555555556	0.695555555555556	0.455555555555556	0.5	0.591111111111111	0.72	0.411111111111111	0.76	0.733333333333333	0.562222222222222	0.655555555555556	0.462222222222222	0.691111111111111	0.806666666666667	0.708888888888889	0.811111111111111	0.408888888888889	0.704444444444444	0.468888888888889	0.797777777777778	0.46	0.755555555555556	0.695555555555556	0.455555555555556	0.5	0.591111111111111	0.72	0.411111111111111	0.76	0.733333333333333	0.562222222222222	0.655555555555556	0.462222222222222	0.691111111111111	0.806666666666667	0.708888888888889	0.811111111111111	0.408888888888889	0.704444444444444	0.468888888888889	0.797777777777778	0.46	0.755555555555556	0.695555555555556	0.455555555555556	0.5	0.591111111111111	0.72	0.411111111111111	0.76	0.733333333333333	0.562222222222222	0.655555555555556	0.462222222222222	0.691111111111111	0.806666666666667	0.708888888888889	0.811111111111111	0.408888888888889	0.704444444444444	0.468888888888889	0.797777777777778	0.46	0.755555555555556	0.695555555555556	0.455555555555556	0.5	0.598358496690388	0.653330392198501	0.625844444444444
10 to 11	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.614097512485241	0.670452487514759	0.642275
10.1 to 11.1	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.665	0.7025	0.3675	0.775	0.825	0.54	0.685	0.4475	0.675	0.8275	0.6975	0.8375	0.46	0.73	0.5275	0.79	0.4225	0.78	0.6825	0.5125	0.5625	0.614097512485241	0.670452487514759	0.642275
10.2 to 11.2	0.613333333333333	0.69	0.493333333333333	0.596666666666667	0.796666666666667	0.833333333333333	0.84	0.533333333333333	0.7	0.583333333333333	0.726666666666667	0.426666666666667	0.706666666666667	0.62	0.603333333333333	0.75	0.61	0.673333333333333	0.49	0.88	0.906666666666667	0.613333333333333	0.69	0.493333333333333	0.596666666666667	0.796666666666667	0.833333333333333	0.84	0.533333333333333	0.7	0.583333333333333	0.726666666666667	0.426666666666667	0.706666666666667	0.62	0.603333333333333	0.75	0.61	0.673333333333333	0.49	0.88	0.906666666666667	0.613333333333333	0.69	0.493333333333333	0.596666666666667	0.796666666666667	0.833333333333333	0.84	0.533333333333333	0.7	0.583333333333333	0.726666666666667	0.426666666666667	0.706666666666667	0.62	0.603333333333333	0.75	0.61	0.673333333333333	0.49	0.88	0.906666666666667	0.613333333333333	0.69	0.493333333333333	0.596666666666667	0.796666666666667	0.833333333333333	0.84	0.533333333333333	0.7	0.583333333333333	0.726666666666667	0.426666666666667	0.706666666666667	0.62	0.603333333333333	0.75	0.61	0.673333333333333	0.49	0.88	0.906666666666667	0.613333333333333	0.69	0.493333333333333	0.596666666666667	0.796666666666667	0.833333333333333	0.84	0.533333333333333	0.7	0.583333333333333	0.726666666666667	0.426666666666667	0.706666666666667	0.62	0.603333333333333	0.75	0.642651391440491	0.693481941892843	0.668066666666667
10.3 to 11.3	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.625671263645892	0.685208736354108	0.65544
10.4 to 11.4	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.6	0.664	0.452	0.9	0.9	0.56	0.628	0.452	0.58	0.768	0.808	0.808	0.492	0.66	0.536	0.872	0.34	0.648	0.716	0.724	0.704	0.625671263645892	0.685208736354108	0.65544
10.5 to 11.5	0.64	0.61	0.39	0.565	0.79	0.81	0.78	0.495	0.66	0.55	0.86	0.265	0.65	0.68	0.69	0.795	0.69	0.615	0.325	0.91	0.88	0.64	0.61	0.39	0.565	0.79	0.81	0.78	0.495	0.66	0.55	0.86	0.265	0.65	0.68	0.69	0.795	0.69	0.615	0.325	0.91	0.88	0.64	0.61	0.39	0.565	0.79	0.81	0.78	0.495	0.66	0.55	0.86	0.265	0.65	0.68	0.69	0.795	0.69	0.615	0.325	0.91	0.88	0.64	0.61	0.39	0.565	0.79	0.81	0.78	0.495	0.66	0.55	0.86	0.265	0.65	0.68	0.69	0.795	0.69	0.615	0.325	0.91	0.88	0.64	0.61	0.39	0.565	0.79	0.81	0.78	0.495	0.66	0.55	0.86	0.265	0.65	0.68	0.69	0.795	0.614583577124155	0.682016422875845	0.6483
10.6 to 11.6	0.573333333333333	0.506666666666667	0.52	0.52	0.76	0.753333333333333	0.76	0.66	0.82	0.593333333333333	0.873333333333333	0.266666666666667	0.566666666666667	0.906666666666667	0.92	0.74	0.673333333333333	0.713333333333333	0.153333333333333	0.893333333333333	0.846666666666667	0.573333333333333	0.506666666666667	0.52	0.52	0.76	0.753333333333333	0.76	0.66	0.82	0.593333333333333	0.873333333333333	0.266666666666667	0.566666666666667	0.906666666666667	0.92	0.74	0.673333333333333	0.713333333333333	0.153333333333333	0.893333333333333	0.846666666666667	0.573333333333333	0.506666666666667	0.52	0.52	0.76	0.753333333333333	0.76	0.66	0.82	0.593333333333333	0.873333333333333	0.266666666666667	0.566666666666667	0.906666666666667	0.92	0.74	0.673333333333333	0.713333333333333	0.153333333333333	0.893333333333333	0.846666666666667	0.573333333333333	0.506666666666667	0.52	0.52	0.76	0.753333333333333	0.76	0.66	0.82	0.593333333333333	0.873333333333333	0.266666666666667	0.566666666666667	0.906666666666667	0.92	0.74	0.673333333333333	0.713333333333333	0.153333333333333	0.893333333333333	0.846666666666667	0.573333333333333	0.506666666666667	0.52	0.52	0.76	0.753333333333333	0.76	0.66	0.82	0.593333333333333	0.873333333333333	0.266666666666667	0.566666666666667	0.906666666666667	0.92	0.74	0.62956605164007	0.70683394835993	0.6682
10.7 to 11.7	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.6500961739328	0.7327038260672	0.6914
10.8 to 11.8	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.67	0.75	0.23	0.84	0.77	0.52	0.62	0.52	0.64	0.91	0.71	0.66	0.58	0.86	0.54	0.97	0.2	0.72	0.92	0.95	0.9	0.6500961739328	0.7327038260672	0.6914
10.9 to 11.9	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.618327784939218	0.684338881727449	0.651333333333333
11 to 12	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.618327784939218	0.684338881727449	0.651333333333333
11.1 to 12.1	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.618327784939218	0.684338881727449	0.651333333333333
11.2 to 12.2	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.618327784939218	0.684338881727449	0.651333333333333
11.3 to 12.3	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.533333333333333	0.82	0.766666666666667	0.846666666666667	0.7	0.846666666666667	0.606666666666667	0.566666666666667	0.28	0.526666666666667	0.92	0.74	0.42	0.76	0.58	0.833333333333333	0.686666666666667	0.426666666666667	0.5	0.64	0.76	0.618327784939218	0.684338881727449	0.651333333333333
11.4 to 12.4	0.692	0.648	0.34	0.456	0.676	0.756	0.76	0.528	0.828	0.656	0.696	0.624	0.428	0.48	0.728	0.688	0.66	0.828	0.584	0.74	0.78	0.692	0.648	0.34	0.456	0.676	0.756	0.76	0.528	0.828	0.656	0.696	0.624	0.428	0.48	0.728	0.688	0.66	0.828	0.584	0.74	0.78	0.692	0.648	0.34	0.456	0.676	0.756	0.76	0.528	0.828	0.656	0.696	0.624	0.428	0.48	0.728	0.688	0.66	0.828	0.584	0.74	0.78	0.692	0.648	0.34	0.456	0.676	0.756	0.76	0.528	0.828	0.656	0.696	0.624	0.428	0.48	0.728	0.688	0.66	0.828	0.584	0.74	0.78	0.692	0.648	0.34	0.456	0.676	0.756	0.76	0.528	0.828	0.656	0.696	0.624	0.428	0.48	0.728	0.688	0.61678238217135	0.66897761782865	0.64288
11.5 to 12.5	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.606303442706008	0.655229890627325	0.630766666666667
11.6 to 12.6	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.606303442706008	0.655229890627325	0.630766666666667
11.7 to 12.7	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.606303442706008	0.655229890627325	0.630766666666667
11.8 to 12.8	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.55	0.7	0.606666666666667	0.773333333333333	0.76	0.723333333333333	0.54	0.39	0.536666666666667	0.71	0.636666666666667	0.633333333333333	0.506666666666667	0.84	0.596666666666667	0.746666666666667	0.65	0.37	0.556666666666667	0.773333333333333	0.693333333333333	0.606303442706008	0.655229890627325	0.630766666666667
11.9 to 12.9	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.572802041881779	0.64759795811822	0.6102
12 to 13	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.566666666666667	0.58	0.446666666666667	0.7	0.82	0.6	0.473333333333333	0.213333333333333	0.793333333333333	0.893333333333333	0.353333333333333	0.526666666666667	0.593333333333333	0.92	0.613333333333333	0.66	0.613333333333333	0.313333333333333	0.613333333333333	0.906666666666667	0.626666666666667	0.572802041881779	0.64759795811822	0.6102
