1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
20.3 to 21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.4 to 21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.5 to 21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.6 to 21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.7 to 21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.8 to 21.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.9 to 21.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21 to 22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.1 to 22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.2 to 22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.3 to 22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.4 to 22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.5 to 22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.6 to 22.6	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
21.7 to 22.7	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
21.8 to 22.8	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
21.9 to 22.9	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22 to 23	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22.1 to 23.1	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22.2 to 23.2	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22.3 to 23.3	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22.4 to 23.4	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22.5 to 23.5	22	15	16	23	24	24	11	24	23	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24	22	20	14	15	23	24	21	11	22	23	29	23	24	16	24	18	18	21	24
22.6 to 23.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.7 to 23.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.8 to 23.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.9 to 23.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23 to 24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.1 to 24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.2 to 24.2	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.3 to 24.3	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.4 to 24.4	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.5 to 24.5	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.6 to 24.6	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.7 to 24.7	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.8 to 24.8	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
23.9 to 24.9	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
24 to 25	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
24.1 to 25.1	10	10	7	14	15	18	15	8	11	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7	18	14	8	12	10	12	11	10	13	13	11	3	12	5	19	17	8	10	7
24.2 to 25.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.3 to 25.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.4 to 25.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.5 to 25.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.6 to 25.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.7 to 25.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.8 to 25.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.9 to 25.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.1 to 26.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.2 to 26.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.3 to 26.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.4 to 26.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.5 to 26.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.6 to 26.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.7 to 26.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.8 to 26.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.9 to 26.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26 to 27	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.1 to 27.1	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.2 to 27.2	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.3 to 27.3	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.4 to 27.4	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.5 to 27.5	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.6 to 27.6	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
26.7 to 27.7	8	10	13	10	11	17	12	10	7	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8	15	21	7	13	8	10	9	4	13	8	8	6	14	7	15	11	10	11	8
