,model,lnL,AIC,AICc,timing,tree.no,delta,w
56,oumv ,214.9555762,-417.9111523,-417.4496139,33.9090421,5,10.4773182,0.00236638440253193
57,oumva ,215.7955301,-417.5910602,-416.9722756,a 33.8648836642326,5,10.9546565,0.00186394287946598
58,DensDep,210.235675579872,-416.471351159743,-416.406835030711,NA,5,11.520097069289,0.00140491076327599
59,fit_env,211.648836283481,-417.297672566961,-417.167942837232,NA,5,10.758989262768,0.00205551760130283
60,fit_bgb,210.877692244295,-415.755384488591,-415.625654758861,NA,5,12.301277341139,0.000950643315991554
61,EB,214.8038984,-421.6077969,-421.3904056,NA5,6,1.71433050000002,0.174472823868111
62,delta,212.2175187,-416.4350374,-416.2176461,NA5,6,6.88709,0.0131364294183746
63,ts ,208.7342369,-411.4684737,-411.338039,NA 115,6,11.7666971,0.00114520732715832
64,trc ,215.6616577,-423.3233153,-423.1047361,NA 103,6,0,0.411140186357955
65,src ,214.5762361,-423.1524721,-423.0220373,NA 102,6,0.0826988000000028,0.394486469703687
66,ous ,207.7176783,-405.4353566,-405.1074877,17.25302729,6,17.9972484,5.08085842369373e-05
67,ouma ,211.7852103,-411.5704206,-411.1088822,33.0980549,6,11.9958539,0.00102122949879239
68,oumv ,211.570763,-411.141526,-410.6799875,32.93395455,6,12.4247486,0.000824119234373562
69,oumva ,212.2887541,-410.5775083,-409.9587238,a 35.9973477803788,6,13.1460123000001,0.000574605300597763
70,DensDep,206.785633614973,-409.571267229945,-409.506751100913,NA,6,13.597984999087,0.000458379306643966
71,fit_env,207.62862771314,-409.257255426281,-409.127525696551,NA,6,13.977210403449,0.000379207792353944
72,fit_bgb,209.435777169364,-412.871554338729,-412.741824608999,NA,6,10.362911491001,0.00231053360771464
73,EB,218.5945387,-429.1890774,-428.9716861,NA6,7,0.854318499999977,0.25296091166858
74,delta,215.7581694,-423.5163389,-423.2989476,NA6,7,6.52705699999996,0.0148331676007364
75,ts ,211.9494965,-417.8989929,-417.7685581,NA 116,7,12.0574465,0.000933953131384959
76,trc ,219.0222919,-430.0445838,-429.8260046,NA 104,7,0,0.387762960915823
77,src ,217.7492347,-429.4984694,-429.3680347,NA 113,7,0.457969899999966,0.30840358849186
78,ous ,212.6866811,-415.3733623,-415.0454934,9.040318364,7,14.7805112,0.000239342099330799
79,ouma ,218.6487055,-425.297411,-424.8358726,9.251054833,7,4.99013199999996,0.0319869570478777
80,oumv ,214.3394509,-416.6789019,-416.2173634,28.70060012,7,13.6086412,0.000430018790443963
81,oumva ,215.6523992,-417.3047983,-416.6860138,a 32.5228273960182,7,13.1399908,0.000543567615539546
82,DensDep,210.130563365467,-416.261126730934,-416.196610601901,NA,7,13.629393998099,0.000425579813999528
83,fit_env,210.710954397958,-415.421908795916,-415.292179066186,NA,7,14.533825533814,0.000270761061352127
84,fit_bgb,212.207425109425,-418.41485021885,-418.28512048912,NA,7,11.54088411088,0.00120919176307184
85,EB,218.1651072,-428.3302143,-428.112823,NA7,8,2.87162269999999,0.152267826378167
86,delta,215.3655144,-422.7310288,-422.5136375,NA7,8,8.47080819999996,0.00926318772300501
87,ts ,207.3340947,-408.6681894,-408.5377546,NA 117,8,22.4466911,8.5494082065571e-06
88,trc ,219.6015125,-431.203025,-430.9844457,NA 112,8,0,0.639989862230644
89,src ,217.3842928,-428.7685855,-428.6381508,NA 114,8,2.34629489999998,0.198007495485156
90,ous ,208.217665,-406.43533,-406.1074611,-1.747361332,8,24.8769846,2.5363227984906e-06
91,ouma ,208.6847872,-405.3695744,-404.9080359,-0.10896615,8,26.0764098,1.39236357249469e-06
92,oumv ,210.5071368,-409.0142737,-408.5527352,33.29864636,8,22.4317105,8.61368626930888e-06
93,oumva ,210.526018,-407.052036,-406.4332514,a 33.1622475317801,8,24.5511943,2.98503199370363e-06
94,DensDep,206.166050985822,-408.332101971645,-408.267585842613,NA,8,22.716859857387,7.46912372409378e-06
95,fit_env,206.348983993961,-406.697967987921,-406.568238258191,NA,8,24.416207441809,3.19345656876489e-06
96,fit_bgb,211.26755877726,-416.535117554521,-416.405387824791,NA,8,14.579057875209,0.000436888789894438
97,EB,219.1430197,-430.2860394,-430.0686481,NA8,9,0,0.253941505674695
98,delta,218.6410304,-429.2820607,-429.0646694,NA8,9,1.0039787,0.153717207268257
99,ts ,216.8244574,-427.6489148,-427.51848,NA 10,9,2.55016810000001,0.0709531569388132
100,trc ,217.9407054,-427.8814108,-427.6628316,NA 105,9,2.40581650000001,0.0762635952441192
101,src ,217.8360867,-429.6721735,-429.5417387,NA 103,9,0.526909400000022,0.195126730579534
102,ous ,215.7107556,-421.4215112,-421.0936424,58.81545584,9,8.9750057,0.00285651142229633
103,ouma ,215.1679185,-418.335837,-417.8742986,36.66575521,9,12.1943495,0.000571168622466552
104,oumv ,220.2409058,-428.4818117,-428.0202732,47.31080995,9,2.0483749,0.0911873788661317
105,oumva ,220.2456715,-426.491343,-425.8725585,a 47.3215812143215,9,4.19608959999999,0.0311576296515943
106,DensDep,215.296008096764,-426.592016193528,-426.527500064496,NA,9,3.54114803550402,0.0432297938559132
107,fit_env,216.862844526747,-427.725689053493,-427.595959323764,NA,9,2.472688776236,0.0737557943624289
108,fit_bgb,214.541640910723,-423.083281821446,-422.953552091717,NA,9,7.11509600828305,0.00723952751374993
109,EB,220.8694926,-433.7389853,-433.5215939,NA9,10,0,0.417204970065973
110,delta,219.0815334,-430.1630669,-429.9456756,NA9,10,3.57591830000001,0.0697989164469706
111,ts ,216.2968248,-426.5936496,-426.4632148,NA 118,10,7.05837910000002,0.0122360692520013
112,trc ,219.6872037,-431.3744074,-431.1558282,NA 113,10,2.36576570000005,0.127829172915158
113,src ,219.6395846,-433.2791692,-433.1487345,NA 115,10,0.372859400000038,0.346245456697934
114,ous ,215.0968164,-420.1936327,-419.8657639,5.487043955,10,13.65583,0.000451880568053671
115,ouma ,216.9637825,-421.927565,-421.4660266,6.33869185,10,12.0555673,0.00100581080356678
116,oumv ,217.9631076,-423.9262151,-423.4646767,32.52299606,10,10.0569172,0.00273223248740139
117,oumva ,218.0642211,-422.1284421,-421.5096576,a 38.4008579240852,10,12.0119363,0.00102799415987919
118,DensDep,214.884299236838,-425.768598473675,-425.704082344643,NA,10,7.81751155535704,0.00837140605867236
119,fit_env,215.598659901405,-425.197319802809,-425.06759007308,NA,10,8.45400382692003,0.00608955934831522
120,fit_bgb,215.738926920965,-425.47785384193,-425.348124112201,NA,10,8.17346978779904,0.00700653119607501
121,EB,222.8802392,-437.7604784,-437.5430871,NA10,11,2.71088150000003,0.149689102685856
122,delta,220.3301221,-432.6602442,-432.4428529,NA10,11,7.81111570000002,0.0116866059382451
123,ts ,217.595533,-429.1910659,-429.0606311,NA 119,11,11.1933375,0.00215401274243849
124,trc ,223.4085982,-438.8171964,-438.5986172,NA 114,11,1.65535140000003,0.253743913643329
125,src ,223.1922017,-440.3844034,-440.2539686,NA 116,11,0,0.580564696433813
126,ous ,215.3061016,-420.6122031,-420.2843343,52.48713443,11,19.9696343,2.67608332698246e-05
127,ouma ,215.0979515,-418.195903,-417.7343645,32.00696573,11,22.5196041,7.47791846671513e-06
128,oumv ,218.9726438,-425.9452876,-425.4837492,34.49487437,11,14.7702194,0.000360195458146732
129,oumva ,219.0234402,-424.0468803,-423.4280958,a 38.6107628489218,11,16.8258728,0.000128872059244117
130,DensDep,215.411494156905,-426.82298831381,-426.758472184778,NA,11,13.495496415222,0.000681303800314128
131,fit_env,216.229177258538,-426.458354517077,-426.328624787347,NA,11,13.925343812653,0.000549541677439877
132,fit_bgb,215.930174823438,-425.860349646876,-425.730619917146,NA,11,14.523348682854,0.000407516809436643
133,EB,222.4488922,-436.8977843,-436.680393,NA11,12,0,0.669963979206336
134,delta,219.3596661,-430.7193323,-430.501941,NA11,12,6.17845199999999,0.0305082747031755
135,ts ,208.0106964,-410.0213927,-409.8909579,NA 1110,12,26.7894351,1.02046833873935e-06
136,trc ,221.5013455,-435.002691,-434.7841118,NA 106,12,1.89628119999998,0.2595847784709
137,src ,218.5845844,-431.1691688,-431.038734,NA 117,12,5.641659,0.0399007231807007
138,ous ,207.2800456,-404.5600912,-404.2322224,16.36932675,12,32.4481706,6.02588353555864e-08
139,ouma ,207.9384399,-403.8768799,-403.4153414,6.904991942,12,33.2650516,4.00532054503625e-08
140,oumv ,210.7726724,-409.5453448,-409.0838063,36.85389334,12,27.5965867,6.81598760177771e-07
141,oumva ,211.5664469,-409.1328938,-408.5141092,a 40.5747817499146,12,28.1662838,5.12649618285744e-07
142,DensDep,206.410501994723,-408.821003989446,-408.756487860413,NA,12,27.923905139587,5.78698685283148e-07
143,fit_env,206.573601408489,-407.147202816977,-407.017473087248,NA,12,29.662919912752,2.42566172671544e-07
144,fit_bgb,211.656412901591,-417.312825803182,-417.183096073452,NA,12,19.497296926548,3.91081452718592e-05
145,EB,222.613844,-437.227688,-437.0102967,NA12,13,0.526323999999988,0.280789447561079
146,delta,219.360473,-430.720946,-430.5035547,NA12,13,7.03306600000002,0.0108507488011372
147,ts ,213.7013068,-421.4026137,-421.2721789,NA 1111,13,16.2644418,0.00010737221797261
148,trc ,222.8138133,-437.6276267,-437.4090475,NA 107,13,0.127573200000029,0.342742861651749
149,src ,221.8335278,-437.6670555,-437.5366207,NA 104,13,0,0.36531759244368
150,ous ,211.771817,-413.543634,-413.2157651,19.93183157,13,24.3208556,1.91189437617493e-06
151,ouma ,215.6306674,-419.2613347,-418.7997963,36.33281456,13,18.7368244,3.11903942408868e-05
152,oumv ,215.0155162,-418.0310323,-417.5694938,37.17374937,13,19.9671269,1.68602523614115e-05
153,oumva ,216.0095813,-418.0191627,-417.4003781,a 35.6519644037181,13,20.1362426,1.54931977152245e-05
154,DensDep,211.345817137403,-418.691634274806,-418.627118145773,NA,13,18.909502554227,2.86104230403561e-05
155,fit_env,211.748102243632,-417.496204487264,-417.366474757535,NA,13,20.170145942465,1.52327756520066e-05
156,fit_bgb,213.439611069976,-420.879222139951,-420.749492410222,NA,13,16.787128289778,8.26783869962669e-05
157,EB,224.6920607,-441.3841213,-441.16673,NA13,14,2.55651230000001,0.173579825495091
158,delta,222.3449667,-436.6899333,-436.472542,NA13,14,7.25070030000001,0.0166023388976664
159,ts ,217.9221527,-429.8443053,-429.7138705,NA 1112,14,14.0093718,0.000565642985698873
160,trc ,225.9709107,-443.9418215,-443.7232423,NA 8,14,0,0.623216351942172
161,src ,223.715147,-441.430294,-441.2998592,NA 8,14,2.42338309999997,0.185527326318309
162,ous ,216.223627,-422.447254,-422.1193852,5.483725343,14,21.6038571,1.2688809481863e-05
163,ouma ,218.8201817,-425.6403634,-425.1788249,18.97492878,14,18.5444174,5.85827515947379e-05
164,oumv ,219.6241916,-427.2483832,-426.7868447,38.75510704,14,16.9363976,0.000130902164966912
165,oumva ,219.3653839,-424.7307678,-424.1119833,a 36.7381224884487,14,19.611259,3.43643438854822e-05
166,DensDep,215.52358920279,-427.047178405579,-426.982662276547,NA,14,16.740580023453,0.000144367047880395
167,fit_env,216.432335406988,-426.864670813975,-426.734941084245,NA,14,16.988301215755,0.000127548719328409
168,fit_bgb,208.77912046663,-411.558240933259,-411.428511203529,NA,14,32.294731096471,6.05239250729464e-08
169,EB,223.3317461,-438.6634922,-438.4461009,NA14,15,0.693097800000032,0.328966487463206
170,delta,220.0050953,-432.0101907,-431.7927994,NA14,15,7.34639930000003,0.0118142346860008
171,ts ,216.4093175,-426.818635,-426.6882003,NA 1113,15,12.4509984,0.000920356286257298
172,trc ,222.7951602,-437.5903204,-437.3717412,NA 108,15,1.76745750000003,0.192246044569493
173,src ,222.6348168,-439.2696335,-439.1391987,NA 105,15,0,0.465217381647509
174,ous ,214.3634153,-418.7268306,-418.3989617,24.60798976,15,20.740237,1.45871581478775e-05
175,ouma ,218.9027835,-425.8055671,-425.3440286,22.7940792,15,13.7951701,0.000469972890261236
176,oumv ,217.0805617,-422.1611234,-421.6995849,40.83192096,15,17.4396138,7.59787094895812e-05
177,oumva ,217.3815746,-420.7631491,-420.1443646,a 44.3680311134327,15,18.9948341,3.49124330195254e-05
178,DensDep,213.205505891949,-422.411011783898,-422.346495654866,NA,15,16.792703045134,0.000104994560093101
179,fit_env,214.18284939785,-422.365698795699,-422.23596906597,NA,15,16.90322963403,9.9349630094058e-05
180,fit_bgb,213.159353900534,-420.318707801069,-420.188978071339,NA,15,18.950220628661,3.56999664287785e-05
181,EB,223.0148585,-438.0297171,-437.8123258,NA15,16,0,0.686459540222484
182,delta,219.07333,-430.1466601,-429.9292688,NA15,16,7.88305700000001,0.0133300220341026
183,ts ,215.378293,-424.756586,-424.6261512,NA 1114,16,13.1861746,0.000940315320300397
184,trc ,221.5232158,-435.0464315,-434.8278523,NA 81,16,2.98447349999998,0.154363550396588
185,src ,220.4122469,-434.8244938,-434.694059,NA 106,16,3.11826680000001,0.144374971974524
186,ous ,211.7438772,-413.4877543,-413.1598855,18.05747357,16,24.6524403,3.04372597971329e-06
187,ouma ,215.9940172,-419.9880343,-419.5264959,20.7691185,16,18.2858299,7.34340420420101e-05
188,oumv ,216.7331999,-421.4663998,-421.0048613,42.90918205,16,16.8074645,0.000153787274971536
189,oumva ,216.9110593,-419.8221187,-419.2033342,a 42.9091820521136,16,18.6089916,6.24775171323024e-05
190,DensDep,212.316394847598,-420.632789695196,-420.568273566164,NA,16,17.244052233836,0.000123627924913271
191,fit_env,212.946020123519,-419.892040247038,-419.762310517309,NA,16,18.050015282691,8.26235645373587e-05
192,fit_bgb,212.016221593614,-418.032443187227,-417.902713457497,NA,16,19.909612342503,3.26060024250179e-05
193,EB,221.5408226,-435.0816452,-434.8642539,NA16,17,1.13252770000003,0.320307741681085
194,delta,218.0535258,-428.1070515,-427.8896602,NA16,17,8.10712140000004,0.009796110081474
195,ts ,210.7766218,-415.5532436,-415.4228088,NA 1115,17,20.5739728,1.92269887369975e-05
196,trc ,222.1076804,-436.2153609,-435.9967816,NA 82,17,0,0.564277457478919
197,src ,219.3875059,-432.7750118,-432.644577,NA 81,17,3.35220459999999,0.105577341214608
198,ous ,208.0861425,-406.172285,-405.8444162,38.05975344,17,30.1523654,1.59952026257148e-07
199,ouma ,207.9174237,-403.8348475,-403.373309,39.4464012,17,32.6234726,4.64938634180947e-08
200,oumv ,212.9165203,-413.8330406,-413.3715021,44.2625519,17,22.6252795,6.89406988693082e-06
201,oumva ,212.9078018,-411.8156035,-411.196819,a 44.2625438514753,17,24.7999626,2.32407022399646e-06
202,DensDep,208.033830786748,-412.067661573497,-412.003145444465,NA,17,23.993636155535,3.47808994815399e-06
203,fit_env,208.179214640568,-410.358429281137,-410.228699551407,NA,17,25.768082048593,1.43226961737046e-06
204,fit_bgb,209.872488268654,-413.744976537308,-413.615246807578,NA,17,22.381534792422,7.78760961041415e-06
205,EB,214.6783826,-421.3567652,-421.1393739,NA17,18,26.689885,8.15298946612634e-07
206,delta,219.1857825,-430.371565,-430.1541737,NA17,18,17.6750852,7.39359717959156e-05
207,ts ,215.1442901,-424.2885802,-424.1581454,NA 1116,18,23.6711135,3.68837256939304e-06
208,trc ,227.9866531,-447.9733061,-447.7547269,NA 115,18,0.0745320000000333,0.490644971367165
209,src ,226.9798468,-447.9596937,-447.8292589,NA 118,18,0,0.509274311448389
210,ous ,211.7189113,-413.4378225,-413.1099537,43.51581684,18,34.7193052,1.4714667002705e-08
211,ouma ,211.4476229,-410.8952458,-410.4337073,35.26680106,18,37.3955516,3.86020986682973e-09
212,oumv ,216.6452366,-421.2904732,-420.8289348,43.12526908,18,27.0003241,6.98081111531672e-07
213,oumva ,216.8609918,-419.7219836,-419.1031991,a 38.9618800184024,18,28.7260598,2.945555033282e-07
214,DensDep,211.799487775454,-419.598975550907,-419.534459421875,NA,18,28.294799478125,3.65438357553232e-07
215,fit_env,212.334774874647,-418.669549749293,-418.539820019564,NA,18,29.289438880436,2.22244452049556e-07
