,model,lnL,AIC,AICc,timing,tree.no,delta,w
134,delta,59.77040723,-111.5408145,-111.2630367,delta12,13,9.4149421,0.00586341090878534
135,DensDep,58.9992481,-113.9984962,-113.9163044,DensDep12,13,6.7616744,0.0220953095976831
136,TS,60.10024574,-114.2004915,-114.0338248,TS 76,13,6.644154,0.0234325375614168
137,TRC,63.59810488,-119.1962098,-118.9164895,TRC 64,13,1.76148930000001,0.269200889123051
138,SRC,63.42232275,-120.8446455,-120.6779788,SRC 7,13,0,0.64949981456062
139,OUS,59.52415726,-109.0483145,-108.6287341,OUS 19.9189631145517,13,12.0492447,0.00157079239244225
140,OUMA,59.58289636,-107.1657927,-106.5742434,OUMA 19.3114647420167,13,14.1037354,0.000562330710450283
141,OUMV,59.90627516,-107.8125503,-107.221001,OUMV 19.0228330947738,13,13.4569778,0.000777022206366693
142,OUMVA,59.96598473,-105.9319695,-105.1376432,OUMVA 19.0229057204911,13,15.5403356,0.000274181426993817
143,fit_env,59.1482445284037,-112.296489056807,-112.130971815428,NA,13,8.54700698457201,0.0090494054399776
144,EB,58.28234428,-108.5646886,-108.2869108,EB13,14,4.7985503,0.046495354118576
145,delta,57.42638489,-106.8527698,-106.574992,delta13,14,6.51046910000001,0.0197547307868184
146,DensDep,56.89176529,-109.7835306,-109.7013388,DensDep13,14,3.3841223,0.0943080353184771
147,TS,57.65716948,-109.314339,-109.1476723,TS 62,14,3.93778880000001,0.0715025523434022
148,TRC,59.72118938,-111.4423788,-111.1626585,TRC 54,14,1.9228026,0.195825948367117
149,SRC,59.62606391,-113.2521278,-113.0854611,SRC 55,14,0,0.512155119113775
150,OUS,57.31036711,-104.6207342,-104.2011538,OUS 14.1591760249496,14,8.8843073,0.00602835334404171
151,OUMA,58.32969865,-104.6593973,-104.067848,OUMA 15.2803314983922,14,9.01761310000001,0.00563964430015851
152,OUMV,58.34206472,-104.6841294,-104.0925801,OUMV 13.1319497803109,14,8.992881,0.00570981741142545
153,OUMVA,58.43236171,-102.8647234,-102.0703972,OUMVA 13.1319472012104,14,11.0150639,0.002077355303894
154,fit_env,57.0882398819491,-108.176479763898,-108.010962522519,NA,14,5.07449857748101,0.0405030895923153
155,EB,58.22304829,-108.4460966,-108.1683188,EB14,15,5981.0722962,0
156,delta,57.26054681,-106.5210936,-106.2433158,delta14,15,5982.9972992,0
157,DensDep,55.86580787,-107.7316157,-107.649424,DensDep14,15,5981.591191,0
158,TS,56.08146456,-106.1629291,-105.9962624,TS 63,15,5983.2443526,0
159,TRC,61.98232304,-115.9646461,-115.6849258,TRC 55,15,5973.5556892,0
160,SRC,61.04084674,-116.0816935,-115.9150268,SRC 56,15,5973.3255882,0
161,OUS,56.90133746,-103.8026749,-103.3830945,OUS 14.0691962494203,15,5985.8575205,0
162,OUMA,3050.916082,-6089.832164,-6089.240615,OUMA 13.8849532419923,15,0,1
163,OUMV,56.50390641,-101.0078128,-100.4162635,OUMV 16.2104077476228,15,5988.8243515,0
164,OUMVA,58.12456463,-102.2491293,-101.454803,OUMVA 19.2197609282175,15,5987.785812,0
165,fit_env,55.6934798146729,-105.386959629346,-105.221442387966,NA,15,5984.01917261203,0
166,EB,60.6629818,-113.3259636,-113.0481858,EB15,16,9.1231693,0.00735287741563542
167,delta,58.36929568,-108.7385914,-108.4608136,delta15,16,13.7105415,0.000741860263061459
168,DensDep,58.24839292,-112.4967858,-112.4145941,DensDep15,16,9.756761,0.00535642016203979
169,TS,59.58436114,-113.1687223,-113.0020556,TS 77,16,9.16929949999999,0.0071852234728104
170,TRC,64.27589884,-120.5517977,-120.2720774,TRC 65,16,1.8992777,0.272336251548516
171,SRC,64.16901087,-122.3380217,-122.1713551,SRC 65,16,0,0.703928206627077
172,OUS,59.14813016,-108.2962603,-107.8766799,OUS 14.9183477540759,16,14.2946752,0.000553960869021291
173,OUMA,58.71459164,-105.4291833,-104.837634,OUMA 15.8139140022498,16,17.3337211,0.000121215639091229
174,OUMV,59.89985926,-107.7997185,-107.2081692,OUMV 15.0131554596527,16,14.9631859,0.000396564499793723
175,OUMVA,59.8208697,-105.6417394,-104.8474132,OUMVA 14.9183386558237,16,17.3239419,0.000121809786467888
176,fit_env,58.2565618174727,-110.513123634945,-110.347606393566,NA,16,11.823748706434,0.00190560971648672
177,EB,59.71562167,-111.4312433,-111.1534656,EB16,17,8.3814422,0.00827837822282592
178,delta,58.14620857,-108.2924171,-108.0146394,delta16,17,11.5202684,0.00172328780786606
179,DensDep,56.03195412,-108.0639082,-107.9817165,DensDep16,17,11.5531913,0.00169515220354754
180,TS,56.93181947,-107.8636389,-107.6969723,TS 83,17,11.8379355,0.00147020292047646
181,TRC,63.6874324,-119.3748648,-119.0951445,TRC 66,17,0.439763299999996,0.438994345421903
182,SRC,62.85078722,-119.7015744,-119.5349078,SRC 66,17,0,0.546955902627914
183,OUS,56.64532517,-103.2906503,-102.8710699,OUS 16.38036151953,17,16.6638379,0.000131657586608306
184,OUMA,56.53685969,-101.0737194,-100.4821701,OUMA 16.7451887623658,17,19.0527377,3.98752013804803e-05
185,OUMV,57.21167389,-102.4233478,-101.8317985,OUMV 16.7161344782887,17,17.7031093,7.83016606345213e-05
186,OUMVA,57.90067353,-101.8013471,-101.0070208,OUMVA 14.9175510577066,17,18.527887,5.18409284286246e-05
187,fit_env,56.0029351961411,-106.005870392282,-105.840353150903,NA,17,13.694554649097,0.000581055418414739
188,EB,55.4912483,-102.9824966,-102.7047188,EB17,18,13.7824402,0.000525271090876375
189,delta,57.61316216,-107.2263243,-106.9485465,delta17,18,9.5386125,0.00438448890581053
190,DensDep,55.56112775,-107.1222555,-107.0400637,DensDep17,18,9.4470953,0.00458977803223876
191,TS,55.8861706,-105.7723412,-105.6056745,TS 11,18,10.8814845,0.00224036111272938
192,TRC,62.28900923,-116.5780185,-116.2982982,TRC 44,18,0.1888608,0.470101634015748
193,SRC,61.32691283,-116.6538257,-116.487159,SRC 57,18,0,0.5166570529682
194,OUS,55.96068789,-101.9213758,-101.5017954,OUS 15.7209639168797,18,14.9853636,0.000287853823184053
195,OUMA,55.96084588,-99.92169177,-99.33014247,OUMA 15.74941284468,18,17.15701653,9.71859669300427e-05
196,OUMV,56.31525795,-100.6305159,-100.0389666,OUMV 14.7055750979392,18,16.4481924,0.000138523279272872
197,OUMVA,56.31620759,-98.63241518,-97.83808894,OUMVA 14.7055435998632,18,18.64907006,4.60901639038655e-05
198,fit_env,55.0082794866472,-104.016558973294,-103.851041731915,NA,18,12.636117268085,0.00093176064110606
199,EB,62.09422584,-116.1884517,-115.9106739,EB18,19,7.2455193,0.015721889887705
200,delta,59.40611118,-110.8122224,-110.5344446,delta18,19,12.6217486,0.00106923062912312
201,DensDep,59.35441174,-114.7088235,-114.6266317,DensDep18,19,8.5295615,0.00827329536321215
202,TS,60.18185616,-114.3637123,-114.1970456,TS 78,19,8.95914760000001,0.00667413662692133
203,TRC,65.26560139,-122.5312028,-122.2514825,TRC 56,19,0.90471070000001,0.374450007093504
204,SRC,64.66142991,-123.3228598,-123.1561932,SRC 58,19,0,0.588639329117198
205,OUS,60.39845248,-110.796905,-110.3773245,OUS 15.7064005060754,19,12.7788687,0.000988446561168035
206,OUMA,60.41194659,-108.8238932,-108.2323439,OUMA 15.8312902636284,19,14.9238493,0.000338202314701762
207,OUMV,61.1404638,-110.2809276,-109.6893783,OUMV 15.5584415348248,19,13.4668149,0.000700757211158526
208,OUMVA,61.04298937,-108.0859787,-107.2916525,OUMVA 15.5383518186944,19,15.8645407,0.000211304153353471
209,fit_env,59.3592040840845,-112.718408168169,-112.55289092679,NA,19,10.60330227321,0.00293340104195459
210,EB,59.05004009,-110.1000802,-109.8223024,EB19,20,7.2128452,0.0170991686382294
211,delta,58.10568356,-108.2113671,-107.9335893,delta19,20,9.10155830000001,0.00665037533666885
212,DensDep,56.92325218,-109.8465044,-109.7643126,DensDep19,20,7.27083500000001,0.0166104986571942
213,TS,57.54827465,-109.0965493,-108.9298826,TS 79,20,8.105265,0.0109443128255687
214,TRC,61.9310697,-115.8621394,-115.5824191,TRC 57,20,1.45272850000001,0.304627035734636
215,SRC,61.60090714,-117.2018143,-117.0351476,SRC 67,20,0,0.62983157645217
216,OUS,58.81341725,-107.6268345,-107.2072541,OUS 17.1148784091355,20,9.8278935,0.00462513562417013
217,OUMA,58.45561081,-104.9112216,-104.3196723,OUMA 17.5096222633855,20,12.7154753,0.00109167672561376
218,OUMV,59.02189994,-106.0437999,-105.4522506,OUMV 16.8773626211129,20,11.582897,0.00192322592360407
219,OUMVA,59.0626999,-104.1253998,-103.3310736,OUMVA 16.877298495544,20,13.704074,0.000665920786089858
220,fit_env,56.9350851669182,-107.870170333836,-107.704653092457,NA,20,9.33049450754301,0.00593107329605483
221,EB,60.97441452,-113.948829,-113.6710513,EB20,21,11.3526328,0.00249202746036779
222,delta,59.94938024,-111.8987605,-111.6209827,delta20,21,13.4027014,0.00089409997631939
223,DensDep,59.47846333,-114.9569267,-114.8747349,DensDep20,21,10.1489492,0.0045491409833636
224,TS,61.04666656,-116.0933331,-115.9266664,TS 64,21,9.09701769999999,0.00769756596367945
225,TRC,65.59734831,-123.1946966,-122.9149763,TRC 67,21,2.10870779999999,0.253422769617723
226,SRC,65.59517539,-125.1903508,-125.0236841,SRC 68,21,0,0.727353802635197
227,OUS,60.89886722,-111.7977344,-111.378154,OUS 15.6783384966313,21,13.6455301,0.00079187476099668
228,OUMA,60.90293733,-109.8058747,-109.2143254,OUMA 15.7921156366389,21,15.8093587,0.000268402830067017
229,OUMV,61.10563391,-110.2112678,-109.6197185,OUMV 15.743254582095,21,15.4039656,0.000328713154372323
230,OUMVA,61.12081852,-108.241637,-107.4473108,OUMVA 15.678343548635,21,17.5763733,0.000110939127419147
231,fit_env,59.7426691255801,-113.48533825116,-113.319821009781,NA,21,11.703863090219,0.00209066349049529
232,EB,62.08625842,-116.1725168,-115.8947391,EB21,22,7.7325811,0.014117852201821
233,delta,60.45285627,-112.9057125,-112.6279348,delta21,22,10.9993854,0.00275671005632132
234,DensDep,60.24884522,-116.4976904,-116.4154986,DensDep21,22,7.21182159999999,0.0183168217721425
235,TS,61.86108801,-117.722176,-117.5555093,TS 710,22,6.0718109,0.0323892057084505
236,TRC,64.89854392,-121.7970878,-121.5173676,TRC 68,22,2.1099526,0.234804759958127
237,SRC,64.89699346,-123.7939869,-123.6273202,SRC 69,22,0,0.674337454630449
238,OUS,61.05056255,-112.1011251,-111.6815447,OUS 16.4926118456981,22,11.9457755,0.00171745391155426
239,OUMA,61.07018701,-110.140374,-109.5488247,OUMA 16.2137415953913,22,14.0784955,0.00059124955615974
240,OUMV,61.49605816,-110.9921163,-110.400567,OUMV 15.047865793338,22,13.2267532,0.000905157841622412
241,OUMVA,65.14147206,-116.2829441,-115.4886179,OUMVA 7.04951397821559,22,8.13870230000001,0.0115233972289776
242,fit_env,60.5274417070061,-115.054883414012,-114.889366172633,NA,22,8.737954027367,0.00853993713437539
243,EB,59.07776053,-110.1555211,-109.8777433,EB22,23,8.94729299999999,0.00666892772070199
244,delta,55.86600603,-103.7320121,-103.4542343,delta22,23,15.370802,0.000268663553008292
245,DensDep,56.04858045,-108.0971609,-108.0149691,DensDep22,23,10.8100672,0.00262760289943703
246,TS,56.43385469,-106.8677094,-106.7010427,TS 65,23,12.1239936,0.00136221055118571
247,TRC,63.18037575,-118.3607515,-118.0810312,TRC 45,23,0.744005099999995,0.403067094422552
248,SRC,62.4958515,-118.991703,-118.8250363,SRC 59,23,0,0.58470391183643
249,OUS,56.91782229,-103.8356446,-103.4160642,OUS 12.7495001355975,23,15.4089721,0.000263584714765224
250,OUMA,56.70435066,-101.4087013,-100.817152,OUMA 14.1039113728329,23,18.0078843,7.18742967320587e-05
251,OUMV,57.50709296,-103.0141859,-102.4226366,OUMV 12.7295804327542,23,16.4023997,0.000160398447181499
252,OUMVA,57.08674095,-100.1734819,-99.37915565,OUMVA 12.7296046076425,23,19.44588065,3.50200424657855e-05
253,fit_env,55.8637300405536,-105.727460081107,-105.561942839728,NA,23,13.263093460272,0.000770711515540356
254,EB,60.44460948,-112.889219,-112.6114412,EB23,24,8.2342702,0.010131199363899
255,delta,58.78472553,-109.5694511,-109.2916733,delta23,24,11.5540381,0.00192655947851184
256,DensDep,56.33879336,-108.6775867,-108.5953949,DensDep23,24,12.2503165,0.0013601521363818
257,TS,57.21912168,-108.4382434,-108.2715767,TS 84,24,12.5741347,0.00115683457270596
258,TRC,64.02401502,-120.04803,-119.7683098,TRC 58,24,1.0774016,0.362873398321678
