model,lnL,AIC,AICc,timing,tree.no,delta,w,group
kappa,203.7748885,-399.549777,-399.3758639,kappa19,20,3.3945132,0.052119054,skinks
lambda,203.7748907,-399.5497814,-399.3758684,lambda19,20,3.3945087,0.052119172,skinks
NIG,198.005571,-390.011142,-389.9072459,NA,20,12.86313124,0.000458049,skinks
OU,203.7748907,-399.5497815,-399.3758684,OU19,20,3.3945087,0.052119172,skinks
OUMA,200.870586,-389.741172,-389.3727509,OUMA 51.3058011785833,20,13.3976262,0.000350629,skinks
OUMV,201.5071597,-391.0143194,-390.6458983,OUMV 51.8406209338126,20,12.1244788,0.000662687,skinks
OUMVA,201.3856333,-388.7712665,-388.2778745,OUMVA 54.7945284445646,20,14.4925026,0.000202814,skinks
OUS,200.93608,-391.87216,-391.6101513,OUS 54.8840115914664,20,11.1602258,0.001073232,skinks
SRC,202.3995075,-398.799015,-398.6946672,SRC 117,20,4.0757099,0.037074606,skinks
TRC,205.082935,-402.16587,-401.9911975,TRC 33,20,0.7791796,0.192712108,skinks
TS,200.3358429,-394.6716859,-394.567338,TS 36,20,8.2030391,0.004708021,skinks
BM,201.2895214,-396.5790428,-396.4751467,BM20,21,4.7379846,0.055593735,skinks
BMS,202.307881,-394.615762,-394.3537532,BMS 36.0676727941177,21,6.8593781,0.019247357,skinks
delta,202.6117977,-397.2235953,-397.0496823,delta20,21,4.163449,0.074094278,skinks
DensDep,190.7258419,-377.4516839,-377.3999597,DensDep20,21,23.8131716,4.01E-06,skinks
EB,203.6566691,-399.3133382,-399.1394251,EB20,21,2.0737062,0.21065247,skinks
fit_env,192.5471361,-379.0942721,-378.990376,NA,21,22.22275527,1.00E-05,skinks
JN,195.4486386,-384.8972773,-384.7933812,NA,21,16.41975011,0.000161571,skinks
kappa,198.3713506,-388.7427012,-388.5687882,kappa20,21,12.6443431,0.001067043,skinks
lambda,201.2895214,-394.5790428,-394.4051298,lambda20,21,6.8080015,0.019748194,skinks
NIG,195.6198072,-385.2396144,-385.1357183,NA,21,16.07741299,0.000191734,skinks
OU,201.2895214,-394.5790428,-394.4051298,OU20,21,6.8080015,0.019748194,skinks
OUMA,197.6043946,-383.2087891,-382.8403681,OUMA 50.5478699634104,21,18.3727632,6.09E-05,skinks
OUMV,202.0464795,-392.0929591,-391.724538,OUMV 50.571005962794,21,9.4885933,0.005169449,skinks
OUMVA,196.9311363,-379.8622727,-379.3688806,OUMVA 52.6600934528614,21,21.8442507,1.07E-05,skinks
OUS,191.6801558,-373.3603116,-373.0983029,OUS 53.297964181391,21,28.1148284,4.66E-07,skinks
SRC,194.8882101,-383.7764201,-383.6720723,SRC 118,21,17.541059,9.22E-05,skinks
TRC,204.6939019,-401.3878038,-401.2131313,TRC 6,21,0,0.594109005,skinks
TS,194.2493145,-382.498629,-382.3942812,TS 37,21,18.8188501,4.87E-05,skinks
BM,206.8942388,-407.7884776,-407.6845815,BM21,22,30.0375384,3.00E-07,skinks
BMS,206.5410425,-403.0820851,-402.8200763,BMS 62.3010480371069,22,34.9020436,2.64E-08,skinks
delta,222.9480165,-437.8960329,-437.7221199,delta21,22,0,0.999997023,skinks
DensDep,206.0846551,-408.1693102,-408.1175861,DensDep21,22,29.6045338,3.73E-07,skinks
EB,208.4771276,-408.9542552,-408.7803422,EB21,22,28.9417777,5.19E-07,skinks
fit_env,205.9470625,-405.8941251,-405.790229,NA,22,31.93189093,1.16E-07,skinks
JN,200.947248,-395.8944961,-395.7906,NA,22,41.93151993,7.85E-10,skinks
kappa,206.8942389,-405.7884777,-405.6145647,kappa21,22,32.1075552,1.07E-07,skinks
lambda,206.8942389,-405.7884778,-405.6145648,lambda21,22,32.1075551,1.07E-07,skinks
NIG,200.4587578,-394.9175156,-394.8136195,NA,22,42.90850038,4.81E-10,skinks
OU,206.8942389,-405.7884779,-405.6145648,OU21,22,32.1075551,1.07E-07,skinks
OUMA,206.5333872,-401.0667744,-400.6983534,OUMA 52.191381809203,22,37.0237665,9.13E-09,skinks
OUMV,208.5356587,-405.0713173,-404.7028962,OUMV 51.9198345785632,22,33.0192237,6.76E-08,skinks
OUMVA,208.7900458,-403.5800917,-403.0866996,OUMVA 51.8714575875661,22,34.6354203,3.01E-08,skinks
OUS,206.3893783,-402.7787566,-402.5167479,OUS 40.4270747867249,22,35.205372,2.27E-08,skinks
SRC,207.6666803,-409.3333606,-409.2290128,SRC 119,22,28.4931071,6.50E-07,skinks
TRC,208.3475399,-408.6950798,-408.5204073,TRC 61,22,29.2017126,4.56E-07,skinks
TS,206.4995276,-406.9990551,-406.8947073,TS 1112,22,30.8274126,2.02E-07,skinks
BM,201.3640089,-396.7280177,-396.6241216,BM22,23,12.4988527,0.001782503,skinks
BMS,201.5743662,-393.1487325,-392.8867237,BMS 34.7763633246065,23,16.2362506,0.000275084,skinks
delta,204.0091295,-400.0182591,-399.844346,delta22,23,9.2786283,0.008918525,skinks
DensDep,179.5173699,-355.0347397,-354.9830156,DensDep22,23,54.1399587,1.62E-12,skinks
EB,205.9942163,-403.9884326,-403.8145195,EB22,23,5.3084548,0.064923999,skinks
fit_env,184.9299791,-363.8599582,-363.7560621,NA,23,45.3669122,1.30E-10,skinks
JN,193.4772794,-380.9545589,-380.8506628,NA,23,28.27231154,6.70E-07,skinks
kappa,195.8121855,-383.6243709,-383.4504579,kappa22,23,25.6725164,2.46E-06,skinks
lambda,201.3640089,-394.7280177,-394.5541047,lambda22,23,14.5688696,0.000633187,skinks
NIG,192.8728704,-379.7457409,-379.6418448,NA,23,29.48112951,3.66E-07,skinks
OU,201.3640089,-394.7280177,-394.5541047,OU22,23,14.5688696,0.000633187,skinks
OUMA,187.5123176,-363.0246351,-362.6562141,OUMA 50.3612284330661,23,46.4667602,7.50E-11,skinks
OUMV,193.087056,-374.1741121,-373.805691,OUMV 49.7559535419219,23,35.3172833,1.98E-08,skinks
OUMVA,188.4535516,-362.9071032,-362.4137111,OUMVA 52.22861812185,23,46.7092632,6.64E-11,skinks
OUS,180.4320117,-350.8640234,-350.6020146,OUS 52.4558851209287,23,58.5209597,1.81E-13,skinks
SRC,192.6102586,-379.2205172,-379.1161694,SRC 102,23,30.0068049,2.81E-07,skinks
TRC,208.6488234,-409.2976468,-409.1229743,TRC 82,23,0,0.922829722,skinks
TS,186.6435002,-367.2870004,-367.1826526,TS 38,23,41.9403217,7.21E-10,skinks
BM,205.71207,-405.4241401,-405.320244,BM23,24,2.4421894,0.083824824,skinks
BMS,205.5512924,-401.1025847,-400.840576,BMS 40.3486945782857,24,6.9218574,0.008925347,skinks
delta,206.5601445,-405.120289,-404.946376,delta23,24,2.8160574,0.069532565,skinks
DensDep,205.0871841,-406.1743682,-406.1226441,DensDep23,24,1.6397893,0.125202102,skinks
EB,205.1729064,-402.3458129,-402.1718998,EB23,24,5.5905336,0.017366744,skinks
fit_env,205.1028678,-404.2057357,-404.1018396,NA,24,3.660593848,0.052804547,skinks
JN,199.2749379,-392.5498758,-392.4459797,NA,24,15.31645372,0.000134203,skinks
kappa,205.71207,-403.4241401,-403.250227,kappa23,24,4.5122064,0.029776536,skinks
lambda,205.71207,-403.4241401,-403.250227,lambda23,24,4.5122064,0.029776536,skinks
NIG,199.2838508,-392.5677017,-392.4638056,NA,24,15.29862784,0.000135404,skinks
OU,205.71207,-403.4241401,-403.250227,OU23,24,4.5122064,0.029776536,skinks
OUMA,205.9303895,-399.8607791,-399.492358,OUMA 49.4224391735198,24,8.2700754,0.004548449,skinks
OUMV,206.3718446,-400.7436891,-400.3752681,OUMV 53.5118783804303,24,7.3871653,0.007072693,skinks
OUMVA,208.2767518,-402.5535036,-402.0601115,OUMVA 49.550364469692,24,5.7023219,0.016422674,skinks
OUS,205.8834188,-401.7668375,-401.5048288,OUS 63.2516463071407,24,6.2576046,0.0124413,skinks
SRC,206.9333906,-407.8667812,-407.7624334,SRC 103,24,0,0.284241406,skinks
TRC,207.7078842,-407.4157685,-407.241096,TRC 9,24,0.5213374,0.21901828,skinks
TS,205.4075413,-404.8150827,-404.7107348,TS 4,24,3.0516986,0.061804402,skinks
BM,206.2630855,-406.526171,-406.4222749,BM24,25,3.5282361,0.054024122,skinks
BMS,207.062458,-404.124916,-403.8629073,BMS 59.0436172601792,25,6.0876037,0.015025471,skinks
delta,206.5431724,-405.0863448,-404.9124317,delta24,25,5.0380793,0.025393902,skinks
DensDep,206.3255746,-408.6511492,-408.5994251,DensDep24,25,1.3510859,0.160453753,skinks
EB,208.2624665,-408.5249331,-408.35102,EB24,25,1.599491,0.141712904,skinks
fit_env,206.1738815,-406.347763,-406.2438669,NA,25,3.706644118,0.053609089,skinks
JN,200.9840217,-395.9680434,-395.8641473,NA,25,14.08636372,0.000275372,skinks
kappa,206.263085,-404.5261701,-404.3522571,kappa24,25,5.5982539,0.019190623,skinks
lambda,206.2630855,-404.526171,-404.3522579,lambda24,25,5.5982531,0.01919063,skinks
NIG,202.0209471,-398.0418942,-397.9379981,NA,25,12.01251295,0.000776695,skinks
OU,206.2630855,-404.526171,-404.3522579,OU24,25,5.5982531,0.01919063,skinks
OUMA,207.955164,-403.9103281,-403.541907,OUMA 36.2537602181579,25,6.408604,0.01279746,skinks
OUMV,206.352519,-400.7050379,-400.3366169,OUMV 39.0742198407634,25,9.6138941,0.002576937,skinks
OUMVA,206.6121043,-399.2242085,-398.7308164,OUMVA 44.191236621608,25,11.2196946,0.001154539,skinks
OUS,206.3983175,-402.796635,-402.5346263,OUS 43.8401153396551,25,7.4158847,0.007733847,skinks
SRC,208.0274294,-410.0548589,-409.950511,SRC 92,25,0,0.315307612,skinks
TRC,208.1669954,-408.3339908,-408.1593183,TRC 83,25,1.7911927,0.128760277,skinks
TS,206.6103243,-407.2206487,-407.1163009,TS 1113,25,2.8342101,0.076435226,skinks
BM,210.6033704,-415.2067408,-415.1028447,BM25,26,5.4536341,0.029859953,skinks
BMS,211.5709653,-413.1419306,-412.8799219,BMS 53.3269951187592,26,7.6765569,0.009826244,skinks
delta,212.823205,-417.64641,-417.472497,delta25,26,3.0839818,0.097645577,skinks
DensDep,208.9938413,-413.9876826,-413.9359585,DensDep25,26,6.6205203,0.016661074,skinks
EB,213.9467323,-419.8934647,-419.7195516,EB25,26,0.8369272,0.300326935,skinks
fit_env,208.8311075,-411.662215,-411.5583189,NA,26,8.998159878,0.00543653,skinks
JN,205.1904088,-404.3808176,-404.2769215,NA,26,16.27955732,0.000133128,skinks
kappa,210.6033705,-413.2067411,-413.032828,kappa25,26,7.5236508,0.010606954,skinks
lambda,210.6033706,-413.2067412,-413.0328282,lambda25,26,7.5236506,0.010606955,skinks
NIG,200.2812531,-394.5625063,-394.4586102,NA,26,26.0978686,9.82E-07,skinks
OU,210.6033706,-413.2067412,-413.0328282,OU25,26,7.5236506,0.010606955,skinks
OUMA,209.3547253,-406.7094505,-406.3410295,OUMA 58.7997437992334,26,14.2154493,0.000373667,skinks
OUMV,209.0335281,-406.0670562,-405.6986352,OUMV 41.7721891235436,26,14.8578436,0.000271014,skinks
OUMVA,210.4989081,-406.9978161,-406.504424,OUMVA 47.0094519573556,26,14.0520548,0.000405477,skinks
OUS,209.4933445,-408.986689,-408.7246802,OUS 47.0091756178034,26,11.8317986,0.001230519,skinks
SRC,210.9903083,-415.9806165,-415.8762687,SRC 74,26,4.6802101,0.043957806,skinks
TRC,214.3655756,-420.7311513,-420.5564788,TRC 34,26,0,0.456384321,skinks
TS,209.6142427,-413.2284854,-413.1241376,TS 1114,26,7.4323412,0.011102437,skinks
BM,207.5038131,-409.0076262,-408.9037301,BM26,27,6.333512,0.018824436,skinks
BMS,210.2330191,-410.4660381,-410.2040294,BMS 52.687490212804,27,5.0332127,0.036064373,skinks
delta,208.9107785,-409.8215571,-409.647644,delta26,27,5.5895981,0.027306173,skinks
DensDep,208.1758883,-412.3517765,-412.3000524,DensDep26,27,2.9371897,0.102854665,skinks
EB,210.0123606,-412.0247212,-411.8508082,EB26,27,3.3864339,0.082162162,skinks
fit_env,207.7524486,-409.5048971,-409.401001,NA,27,5.836241097,0.025395639,skinks
JN,202.3066953,-398.6133906,-398.5094945,NA,27,16.72774764,0.000104146,skinks
kappa,207.2606486,-406.5212971,-406.3473841,kappa26,27,8.889858,0.005243467,skinks
lambda,207.5038131,-407.0076262,-406.8337131,lambda26,27,8.403529,0.00668688,skinks
NIG,201.4908087,-396.9816174,-396.8777213,NA,27,18.3595208,4.61E-05,skinks
OU,207.5038131,-407.0076262,-406.8337131,OU26,27,8.403529,0.00668688,skinks
OUMA,208.6885192,-405.3770384,-405.0086173,OUMA 53.0333911874617,27,10.2286248,0.002684782,skinks
OUMV,209.7137614,-407.4275228,-407.0591018,OUMV 50.0339604261226,27,8.1781403,0.007484556,skinks
OUMVA,210.5393326,-407.0786652,-406.5852732,OUMVA 52.5323220997208,27,8.6519689,0.005905755,skinks
OUS,207.9217277,-405.8434555,-405.5814467,OUS 57.7106378178953,27,9.6557954,0.003575175,skinks
SRC,210.670795,-415.3415899,-415.2372421,SRC 93,27,0,0.446710988,skinks
TRC,210.8103226,-413.6206453,-413.4459728,TRC 91,27,1.7912693,0.182413699,skinks
TS,208.7470449,-411.4940898,-411.389742,TS 1115,27,3.8475001,0.065245807,skinks
BM,201.7042786,-397.4085572,-397.3046611,BM27,28,12363.15171,0,skinks
BMS,201.9675037,-393.9350075,-393.6729987,BMS 35.1804187450247,28,12366.78337,0,skinks
delta,151.9833695,-295.966739,-295.7928259,delta27,28,12464.66354,0,skinks
DensDep,152.033325,-300.0666501,-300.0149259,DensDep27,28,12460.44144,0,skinks
EB,207.6373424,-407.2746848,-407.1007717,EB27,28,12353.3556,0,skinks
fit_env,169.3924857,-332.7849715,-332.6810754,NA,28,12427.77529,0,skinks
JN,188.6751937,-371.3503875,-371.2464914,NA,28,12389.20988,0,skinks
kappa,201.7042778,-395.4085555,-395.2346425,kappa27,28,12365.22173,0,skinks
lambda,201.7042786,-395.4085572,-395.2346442,lambda27,28,12365.22173,0,skinks
NIG,194.8660179,-383.7320358,-383.6281397,NA,28,12376.82823,0,skinks
OU,201.7042786,-395.4085572,-395.2346442,OU27,28,12365.22173,0,skinks
OUMA,6386.412395,-12760.82479,-12760.45637,OUMA 48.2412621580751,28,0,1,skinks
OUMV,201.9678357,-391.9356715,-391.5672504,OUMV 35.1803192983368,28,12368.88912,0,skinks
OUMVA,192.709434,-371.418868,-370.9254759,OUMVA 44.7377845263298,28,12389.53089,0,skinks
OUS,159.140895,-308.2817901,-308.0197813,OUS 42.9658663886002,28,12452.43659,0,skinks
SRC,178.4970701,-350.9941402,-350.8897923,SRC 104,28,12409.56658,0,skinks
TRC,209.4375338,-410.8750676,-410.7003951,TRC 84,28,12349.75597,0,skinks
TS,169.3402745,-332.680549,-332.5762011,TS 39,28,12427.88017,0,skinks
BM,206.046924,-406.0938481,-405.989952,BM28,29,3.7848276,0.060856546,skinks
BMS,204.1526533,-398.3053067,-398.0432979,BMS 63.6477086530423,29,11.7314817,0.001144757,skinks
delta,207.4416567,-406.8833133,-406.7094003,delta28,29,3.0653793,0.087203419,skinks
DensDep,203.5205825,-403.0411649,-402.9894408,DensDep28,29,6.7853388,0.013575461,skinks
EB,208.4610662,-408.9221324,-408.7482194,EB28,29,1.0265602,0.241689318,skinks
fit_env,203.5802592,-401.1605184,-401.0566223,NA,29,8.718157325,0.005786988,skinks
JN,199.1942917,-392.3885833,-392.2846872,NA,29,17.49009239,6.43E-05,skinks
kappa,204.9734427,-401.9468855,-401.7729724,kappa28,29,8.0018072,0.007389275,skinks
lambda,206.0469243,-404.0938486,-403.9199355,lambda28,29,5.8548441,0.021617672,skinks
NIG,191.2006358,-376.4012717,-376.2973756,NA,29,33.47740401,2.17E-08,skinks
OU,206.0469243,-404.0938486,-403.9199356,OU28,29,5.854844,0.021617673,skinks
OUMA,204.7705731,-397.5411461,-397.1727251,OUMA 50.9713090525785,29,12.6020545,0.000740749,skinks
OUMV,204.8223909,-397.6447817,-397.2763606,OUMV 51.0922834817437,29,12.498419,0.000780144,skinks
OUMVA,204.9746286,-395.9492572,-395.4558651,OUMVA 47.7698071773084,29,14.3189145,0.000313949,skinks
OUS,204.0884837,-398.1769674,-397.9149586,OUS 46.9381450761851,29,11.859821,0.001073606,skinks
SRC,206.7951605,-407.590321,-407.4859731,SRC 81,29,2.2888065,0.128577256,skinks
TRC,208.9747261,-409.9494521,-409.7747796,TRC 74,29,0,0.403805445,skinks
TS,204.1952139,-402.3904278,-402.28608,TS 310,29,7.4886996,0.009550403,skinks
BM,204.3928256,-402.7856511,-402.681755,BM29,30,3.4384025,0.073707623,skinks
BMS,199.6389672,-389.2779343,-389.0159256,BMS 36.1670855634225,30,17.1042319,7.94E-05,skinks
delta,205.3256073,-402.6512147,-402.4773016,delta29,30,3.6428559,0.066545074,skinks
DensDep,199.6906926,-395.3813851,-395.329661,DensDep29,30,10.7904965,0.001866489,skinks
EB,206.3172484,-404.6344967,-404.4605837,EB29,30,1.6595738,0.179382531,skinks
fit_env,200.2028641,-394.4057283,-394.3018322,NA,30,11.81832533,0.001323428,skinks
JN,201.7319114,-397.4638228,-397.3599267,NA,30,8.760230817,0.005151006,skinks
kappa,204.3929382,-400.7858763,-400.6119633,kappa29,30,5.5081942,0.026185619,skinks
lambda,204.3928256,-400.7856511,-400.6117381,lambda29,30,5.5084194,0.026182671,skinks
NIG,196.6006473,-387.2012947,-387.0973986,NA,30,19.02275891,3.04E-05,skinks
OU,204.3928256,-400.7856511,-400.6117381,OU29,30,5.5084194,0.026182671,skinks
OUMA,203.0333519,-394.0667038,-393.6982827,OUMA 52.3946822416258,30,12.4218748,0.000825612,skinks
OUMV,204.3520886,-396.7041771,-396.3357561,OUMV 51.6116183521142,30,9.7844014,0.003086713,skinks
OUMVA,204.263126,-394.526252,-394.03286,OUMVA 52.3946857016462,30,12.0872975,0.000975953,skinks
OUS,200.0007968,-390.0015937,-389.7395849,OUS 41.1411237127303,30,16.3805726,0.000114066,skinks
SRC,205.2574999,-404.5149999,-404.410652,SRC 1110,30,1.7095055,0.174959536,skinks
TRC,207.147415,-406.2948299,-406.1201575,TRC 85,30,0,0.411293665,skinks
TS,201.3257674,-396.6515347,-396.5471869,TS 311,30,9.5729706,0.003430898,skinks
BM,201.9007197,-397.8014395,-397.6975434,BM30,31,11.8806687,0.002191339,skinks
BMS,202.0379771,-394.0759542,-393.8139455,BMS 32.0890048897603,31,15.7642666,0.000314338,skinks
delta,204.3424743,-400.6849486,-400.5110355,delta30,31,9.0671766,0.008946467,skinks
DensDep,162.9717476,-321.9434953,-321.8917711,DensDep30,31,87.686441,7.58E-20,skinks
EB,207.1891181,-406.3782362,-406.2043231,EB30,31,3.373889,0.154146361,skinks
fit_env,175.9286508,-345.8573015,-345.7534054,NA,31,63.82480668,1.16E-14,skinks
JN,182.2068495,-358.413699,-358.3098029,NA,31,51.26840917,6.13E-12,skinks
kappa,192.4872348,-376.9744695,-376.8005565,kappa30,31,32.7776556,6.35E-08,skinks
lambda,201.9007198,-395.8014395,-395.6275265,lambda30,31,13.9506856,0.000778415,skinks
NIG,188.6261133,-371.2522265,-371.1483304,NA,31,38.4298817,3.76E-09,skinks
OU,201.9007198,-395.8014395,-395.6275265,OU30,31,13.9506856,0.000778415,skinks
OUMA,180.6584684,-349.3169368,-348.9485157,OUMA 47.9504636527526,31,60.6296964,5.69E-14,skinks
OUMV,191.8092384,-371.6184769,-371.2500558,OUMV 48.310288833788,31,38.3281563,3.96E-09,skinks
OUMVA,193.9748014,-373.9496028,-373.4562108,OUMVA 48.1129321254643,31,36.1220013,1.19E-08,skinks
OUS,166.7143394,-323.4286789,-323.1666701,OUS 48.7907052308611,31,86.411542,1.43E-19,skinks
SRC,180.7078929,-355.4157858,-355.311438,SRC 1111,31,54.2667741,1.37E-12,skinks
TRC,208.8764423,-409.7528846,-409.5782121,TRC 86,31,0,0.832844582,skinks
TS,177.4604265,-348.9208531,-348.8165053,TS 312,31,60.7617068,5.33E-14,skinks
BM,199.8710829,-393.7421658,-393.6382697,BM31,32,10.1755719,0.002266646,skinks
BMS,200.0265902,-390.0531804,-389.7911717,BMS 64.8018020499393,32,14.0226699,0.000331129,skinks
delta,199.8713906,-391.7427811,-391.5688681,delta31,32,12.2449735,0.000805413,skinks
DensDep,200.2504678,-396.5009355,-396.4492114,DensDep31,32,7.3646302,0.009242125,skinks
EB,204.776979,-401.553958,-401.3800449,EB31,32,2.4337967,0.108764892,skinks
fit_env,200.8031296,-395.6062592,-395.5023631,NA,32,8.311478488,0.005898469,skinks
JN,195.6683311,-385.3366623,-385.2327662,NA,32,18.58107544,3.39E-05,skinks
kappa,202.353829,-396.707658,-396.5337449,kappa31,32,7.2800967,0.009641133,skinks
lambda,202.2572663,-396.5145326,-396.3406196,lambda31,32,7.473222,0.008753695,skinks
NIG,195.4638747,-384.9277493,-384.8238532,NA,32,18.98998838,2.76E-05,skinks
OU,202.2572663,-396.5145326,-396.3406196,OU31,32,7.473222,0.008753695,skinks
OUMA,200.5131373,-389.0262747,-388.6578536,OUMA 49.4264856411464,32,15.155988,0.000187888,skinks
OUMV,208.0911313,-404.1822626,-403.8138416,OUMV 50.0734289540921,32,0,0.367266207,skinks
OUMVA,208.0936891,-402.1873781,-401.6939861,OUMVA 50.0734588983609,32,2.1198555,0.127250705,skinks
OUS,200.1071365,-390.214273,-389.9522643,OUS 53.5342173993971,32,13.8615773,0.000358904,skinks
SRC,202.3627439,-398.7254878,-398.62114,SRC 105,32,5.1927016,0.027377901,skinks
TRC,205.819191,-403.638382,-403.4637095,TRC 87,32,0.3501321,0.308283833,skinks
TS,202.0809317,-398.1618635,-398.0575157,TS 313,32,5.7563259,0.02065431,skinks
BM,204.5149187,-403.0298373,-402.9259412,BM32,33,151.349286,1.36E-33,skinks
BMS,204.6162559,-399.2325118,-398.970503,BMS 43.5238272393513,33,155.3047242,1.89E-34,skinks
delta,281.2245701,-554.4491403,-554.2752272,delta32,33,0,1,skinks
DensDep,203.4708284,-402.9416568,-402.8899327,DensDep32,33,151.3852945,1.34E-33,skinks
EB,206.402635,-404.8052701,-404.631357,EB32,33,149.6438702,3.20E-33,skinks
fit_env,203.5091219,-401.0182438,-400.9143477,NA,33,153.3608795,4.99E-34,skinks
JN,200.8368325,-395.6736651,-395.569769,NA,33,158.7054582,3.45E-35,skinks
kappa,204.6871449,-401.3742898,-401.2003768,kappa32,33,153.0748504,5.76E-34,skinks
lambda,204.5149187,-401.0298374,-400.8559243,lambda32,33,153.4193029,4.85E-34,skinks
NIG,196.2364448,-386.4728896,-386.3689935,NA,33,167.9062337,3.46E-37,skinks
OU,204.5149187,-401.0298374,-400.8559243,OU32,33,153.4193029,4.85E-34,skinks
OUMA,204.3677653,-396.7355307,-396.3671096,OUMA 53.2444202822697,33,157.9081176,5.14E-35,skinks
OUMV,204.4548793,-396.9097587,-396.5413376,OUMV 53.8714439845963,33,157.7338896,5.60E-35,skinks
OUMVA,208.5809317,-403.1618633,-402.6684713,OUMVA 53.6213794420492,33,151.6067559,1.20E-33,skinks
OUS,203.7656241,-397.5312482,-397.2692395,OUS 53.7019617322011,33,157.0059877,8.06E-35,skinks
SRC,207.3195072,-408.6390143,-408.5346665,SRC 1112,33,145.7405607,2.25E-32,skinks
TRC,207.7560998,-407.5121997,-407.3375272,TRC 62,33,146.9377,1.24E-32,skinks
