group,model,lnL,AIC,AICc,timing,tree.no,delta,w
agamidae,EB,71.34099936,-134.6819987,-134.2564668,NA70,71,4.6951516,0.05112963
agamidae,delta,69.28515768,-130.5703154,-130.1447835,NA70,71,8.8068349,0.006543829
agamidae,TS,58.51664683,-111.0332937,-110.7779745,370,71,28.1736439,4.08E-07
agamidae,TRC,72.83815484,-137.6763097,-137.2462022,820,71,1.7054162,0.227974065
agamidae,SRC,62.21298488,-118.4259698,-118.1706506,1015,71,20.7809678,1.64E-05
agamidae,OUS,55.75222534,-101.5044507,-100.8592894,NAS 38.9589058821183,71,38.092329,2.86E-09
agamidae,OUMA,75.93233092,-139.8646618,-138.9516184,NAMA 35.8080163541091,71,0,0.534825205
agamidae,OUMV,71.9819566,-131.9639132,-131.0508697,NAMV 35.808016379352,71,7.9007487,0.010294046
agamidae,OUMVA,75.94043147,-137.8808629,-136.6500937,NAMVA 35.8080166071593,71,2.3015247,0.169216274
agamidae,DensDep,54.79496848,-105.589937,-105.464937,NA,71,33.48668144,2.86E-08
agamidae,fit_env,56.89558439,-107.7911688,-107.5385372,NA,71,31.41308119,8.07E-08
agamidae,EB,73.11674586,-138.2334917,-137.8079598,NA71,72,4.3875266,0.096286799
agamidae,delta,69.79702982,-131.5940596,-131.1685277,NA71,72,11.0269587,0.003482029
agamidae,TS,62.31493476,-118.6298695,-118.3745504,371,72,23.820936,5.80E-06
agamidae,TRC,75.31279697,-142.6255939,-142.1954864,107,72,0,0.863586901
agamidae,SRC,68.56652702,-131.133054,-130.8777349,1137,72,11.3177515,0.003010839
agamidae,OUS,60.51937788,-111.0387558,-110.3935945,NAS 36.0590800028056,72,31.8018919,1.07E-07
agamidae,OUMA,72.18185101,-132.363702,-131.4506585,NAMA 34.5523693600129,72,10.7448279,0.004009556
agamidae,OUMV,71.37996371,-130.7599274,-129.8468839,NAMV 49.8503122648941,72,12.3486025,0.001798213
agamidae,OUMVA,75.27774312,-136.5554862,-135.324717,NAMVA 32.8099466806547,72,6.8707694,0.027818738
agamidae,DensDep,58.3955859,-112.7911718,-112.6661718,NA,72,29.52931461,3.34E-07
agamidae,fit_env,60.16901978,-114.3380396,-114.085408,NA,72,28.11007842,6.80E-07
agamidae,EB,41.99758533,-75.99517065,-75.56963874,NA72,73,67.07346456,2.58E-15
agamidae,delta,70.26719017,-132.5343803,-132.1088484,NA72,73,10.5342549,0.004889349
agamidae,TS,54.14401483,-102.2880297,-102.0327105,372,73,40.6103928,1.44E-09
agamidae,TRC,75.5366054,-143.0732108,-142.6431033,119,73,0,0.947840845
agamidae,SRC,62.02575446,-118.0515089,-117.7961898,1138,73,24.8469135,3.81E-06
agamidae,OUS,52.94149644,-95.88299287,-95.23783158,NAS 39.498897222812,73,47.40527172,4.82E-11
agamidae,OUMA,74.77967582,-137.5593516,-136.6463082,NAMA 36.4009135683471,73,5.9967951,0.047265898
agamidae,OUMV,61.64526824,-111.2905365,-110.377493,NAMV 38.9666062988789,73,32.2656103,9.34E-08
agamidae,OUMVA,51.45064345,-88.9012869,-87.67051767,NAMVA 63.360592957891,73,54.97258563,1.10E-12
agamidae,DensDep,47.42217575,-90.8443515,-90.7193515,NA,73,51.9237518,5.03E-12
agamidae,fit_env,52.2688333,-98.53766659,-98.28503502,NA,73,44.35806828,2.21E-10
agamidae,EB,70.38350282,-132.7670056,-132.3414737,NA73,74,5.1283155,0.070600011
agamidae,delta,67.61372772,-127.2274554,-126.8019235,NA73,74,10.6678657,0.004424933
agamidae,TS,60.33144309,-114.6628862,-114.407567,373,74,23.0622222,9.01E-06
agamidae,TRC,72.94994838,-137.8998968,-137.4697892,1110,74,0,0.91707389
agamidae,SRC,66.19102437,-126.3820487,-126.1267296,1139,74,11.3430596,0.003157114
agamidae,OUS,59.3669158,-108.7338316,-108.0886703,NAS 37.0661077845823,74,29.3811189,3.82E-07
agamidae,OUMA,66.34427819,-120.6885564,-119.7755129,NAMA 37.7712821211137,74,17.6942763,0.000131868
agamidae,OUMV,68.34201933,-124.6840387,-123.7709952,NAMV 51.6395929913008,74,13.698794,0.000972185
agamidae,OUMVA,70.81809594,-127.6361919,-126.4054227,NAMVA 36.6789800103915,74,11.0643665,0.003629173
agamidae,DensDep,56.49745349,-108.994907,-108.869907,NA,74,28.59988221,5.65E-07
agamidae,fit_env,57.99645979,-109.9929196,-109.740288,NA,74,27.72950121,8.73E-07
agamidae,EB,73.63277401,-139.265548,-138.8400161,NA74,75,5.0078203,0.058273061
agamidae,delta,70.29366338,-132.5873268,-132.1617948,NA74,75,11.6860416,0.002066857
agamidae,TS,53.52307513,-101.0461503,-100.7908311,374,75,43.0570053,3.19E-10
agamidae,TRC,76.13897196,-144.2779439,-143.8478364,1111,75,0,0.712692502
agamidae,SRC,63.26583753,-120.5316751,-120.2763559,1140,75,23.5714805,5.43E-06
agamidae,OUS,52.87592681,-95.75185361,-95.10669232,NAS 37.6545111340307,75,48.74114408,1.86E-11
agamidae,OUMA,76.75192974,-141.5038595,-140.590816,NAMA 36.5903492096424,75,3.2570204,0.139845725
agamidae,OUMV,75.55726995,-139.1145399,-138.2014964,NAMV 36.5903491540056,75,5.64634,0.042346258
agamidae,OUMVA,76.77179485,-139.5435897,-138.3128205,NAMVA 36.5903491188514,75,5.5350159,0.044770172
agamidae,DensDep,47.0426356,-90.08527121,-89.96027121,NA,75,53.88756519,1.42E-12
agamidae,fit_env,51.99870229,-97.99740459,-97.74477301,NA,75,46.10306339,6.95E-11
agamidae,EB,71.81571541,-135.6314308,-135.2058989,NA75,76,5.5181655,0.054169142
agamidae,delta,68.74625782,-129.4925156,-129.0669837,NA75,76,11.6570807,0.002515958
agamidae,TS,55.91382349,-105.827647,-105.5723278,375,76,35.1517366,1.99E-08
agamidae,TRC,74.57708598,-141.154172,-140.7240644,1112,76,0,0.855079249
agamidae,SRC,67.3823831,-128.7647662,-128.5094471,1141,76,12.2146173,0.001903864
agamidae,OUS,55.43316129,-100.8663226,-100.2211613,NAS 41.5762440947758,76,40.5029031,1.37E-09
agamidae,OUMA,74.2829751,-136.5659502,-135.6529067,NAMA 39.7431431987664,76,5.0711577,0.067735831
agamidae,OUMV,69.30275144,-126.6055029,-125.6924594,NAMV 53.8031152548793,76,15.031605,0.000465516
agamidae,OUMVA,74.12381331,-134.2476266,-133.0168574,NAMVA 39.7431431124615,76,7.707207,0.01813041
agamidae,DensDep,52.46658337,-100.9331667,-100.8081667,NA,76,39.91589767,1.84E-09
agamidae,fit_env,54.7282057,-103.4564114,-103.2037798,NA,76,37.52028457,6.09E-09
agamidae,EB,70.97818146,-133.9563629,-133.530831,NA76,77,3.6201268,0.132616307
agamidae,delta,68.66087903,-129.3217581,-128.8962261,NA76,77,8.2547317,0.013067884
agamidae,TS,62.47828483,-118.9565697,-118.7012505,376,77,18.4497073,7.99E-05
agamidae,TRC,72.79053266,-137.5810653,-137.1509578,1113,77,0,0.810396352
agamidae,SRC,65.62583366,-125.2516673,-124.9963482,1142,77,12.1546096,0.001859335
agamidae,OUS,59.83395439,-109.6679088,-109.0227475,NAS 34.2619030486851,77,28.1282103,6.32E-07
agamidae,OUMA,71.78589471,-131.5717894,-130.6587459,NAMA 33.1099678457903,77,6.4922119,0.031545076
agamidae,OUMV,68.25965793,-124.5193159,-123.6062724,NAMV 48.8288360274821,77,13.5446854,0.000927911
agamidae,OUMVA,71.74309636,-129.4861927,-128.2554235,NAMVA 33.1099775884477,77,8.8955343,0.009485424
agamidae,DensDep,59.15852067,-114.3170413,-114.1920413,NA,77,22.95891646,8.38E-06
agamidae,fit_env,60.64809173,-115.2961835,-115.0435519,NA,77,22.10740593,1.28E-05
agamidae,EB,72.11878511,-136.2375702,-135.8120383,NA77,78,6.9505555,0.029720896
agamidae,delta,48.23368177,-88.46736355,-88.04183163,NA77,78,54.72076217,1.26E-12
agamidae,TS,56.67851455,-107.3570291,-107.1017099,377,78,35.6608839,1.73E-08
agamidae,TRC,75.59635068,-143.1927014,-142.7625938,108,78,0,0.960187066
agamidae,SRC,64.9835291,-123.9670582,-123.7117391,1143,78,19.0508547,7.01E-05
agamidae,OUS,53.99207477,-97.98414954,-97.33898825,NAS 33.7042146502112,78,45.42360555,1.31E-10
agamidae,OUMA,72.9431893,-133.8863786,-132.9733351,NAMA 31.5533982697284,78,9.7892587,0.007188617
agamidae,OUMV,70.41919677,-128.8383935,-127.9253501,NAMV 31.5533983380385,78,14.8372437,0.000576089
agamidae,OUMVA,72.94369833,-131.8873967,-130.6566274,NAMVA 31.553474565303,78,12.1059664,0.002257245
agamidae,DensDep,50.49672825,-96.9934565,-96.8684565,NA,78,45.8941373,1.04E-10
agamidae,fit_env,54.91783813,-103.8356763,-103.5830447,NA,78,39.17954912,2.98E-09
agamidae,EB,70.41760856,-132.8352171,-132.4096852,NA78,79,5.9994869,0.045781062
agamidae,delta,68.30629773,-128.6125955,-128.1870636,NA78,79,10.2221085,0.005543132
agamidae,TS,62.17259988,-118.3451998,-118.0898806,378,79,20.3192915,3.56E-05
agamidae,TRC,73.4196398,-138.8392796,-138.4091721,912,79,0,0.919301341
agamidae,SRC,67.72625159,-129.4525032,-129.197184,910,79,9.2119881,0.009185443
agamidae,OUS,64.04381893,-118.0876379,-117.4424766,NAS 37.1353245219132,79,20.9666955,2.57E-05
agamidae,OUMA,71.56787443,-131.1357489,-130.2227054,NAMA 37.6138553552972,79,8.1864667,0.015338724
agamidae,OUMV,66.65678124,-121.3135625,-120.400519,NAMV 50.3666702906875,79,18.0086531,0.000112961
agamidae,OUMVA,71.53470422,-129.0694084,-127.8386392,NAMVA 37.6138545940339,79,10.5705329,0.004656888
agamidae,DensDep,59.92172694,-115.8434539,-115.7184539,NA,79,22.69071823,1.09E-05
agamidae,fit_env,60.71109722,-115.4221944,-115.1695629,NA,79,23.23960924,8.26E-06
agamidae,EB,71.16012902,-134.320258,-133.8947261,NA79,80,6.2611278,0.039788433
agamidae,delta,68.78684733,-129.5736947,-129.1481627,NA79,80,11.0076912,0.003707265
agamidae,TS,58.40826606,-110.8165321,-110.561213,379,80,29.5946409,3.41E-07
agamidae,TRC,74.29298069,-140.5859614,-140.1558539,821,80,0,0.910633162
agamidae,SRC,66.1456571,-126.2913142,-126.0359951,1016,80,14.1198588,0.000782087
agamidae,OUS,58.08861327,-106.1772265,-105.5320653,NAS 38.9355146127063,80,34.6237886,2.76E-08
agamidae,OUMA,73.26194621,-134.5238924,-133.6108489,NAMA 37.9952604457798,80,6.545005,0.03452341
agamidae,OUMV,61.16970494,-110.3394099,-109.4263664,NAMV 53.9091976306196,80,30.7294875,1.93E-07
agamidae,OUMVA,73.2367,-132.4734,-131.2426308,NAMVA 37.9953678371392,80,8.9132231,0.010564809
agamidae,DensDep,56.24215489,-108.4843098,-108.3593098,NA,80,31.79654412,1.13E-07
agamidae,fit_env,57.63802862,-109.2760572,-109.0234257,NA,80,31.13242824,1.58E-07
agamidae,EB,70.77703921,-133.5540784,-133.1285465,NA80,81,7.505452,0.022234575
agamidae,delta,68.2861458,-128.5722916,-128.1467597,NA80,81,12.4872388,0.001841822
agamidae,TS,61.22833723,-116.4566745,-116.2013553,380,81,24.4326432,4.69E-06
agamidae,TRC,74.53205301,-141.064106,-140.6339985,109,81,0,0.948018952
agamidae,SRC,66.67313947,-127.3462789,-127.0909598,1017,81,13.5430387,0.001086384
agamidae,OUS,61.37343287,-112.7468657,-112.1017044,NAS 33.5182053029557,81,28.5322941,6.04E-07
agamidae,OUMA,72.92501873,-133.8500375,-132.936994,NAMA 32.2018696606905,81,7.6970045,0.020203831
agamidae,OUMV,61.67300553,-111.3460111,-110.4329676,NAMV 50.3319279084574,81,30.2010309,2.62E-07
agamidae,OUMVA,72.96629319,-131.9325864,-130.7018172,NAMVA 32.2018696291167,81,9.9321813,0.006608019
agamidae,DensDep,57.32954037,-110.6590807,-110.5340807,NA,81,30.09991777,2.76E-07
agamidae,fit_env,59.14366441,-112.2873288,-112.0346972,NA,81,28.59930127,5.84E-07
agamidae,EB,61.03351254,-114.0670251,-113.6414932,NA81,82,30.4025256,1.99E-07
agamidae,delta,70.88254554,-133.7650911,-133.3395592,NA81,82,10.7044596,0.003761112
agamidae,TS,65.2245373,-124.4490746,-124.1937554,381,82,19.8502634,3.88E-05
agamidae,TRC,76.23706318,-144.4741264,-144.0440188,1010,82,0,0.793889721
agamidae,SRC,73.352305,-140.70461,-140.4492909,1144,82,3.5947279,0.131575471
agamidae,OUS,64.0783736,-118.1567472,-117.5115859,NAS 43.0078765500569,82,26.5324329,1.38E-06
agamidae,OUMA,74.45317188,-136.9063438,-135.9933003,NAMA 40.7983913971685,82,8.0507185,0.014176495
agamidae,OUMV,73.72233879,-135.4446776,-134.5316341,NAMV 53.6389194872735,82,9.5123847,0.006826091
agamidae,OUMVA,76.86634691,-139.7326938,-138.5019246,NAMVA 52.1976121368228,82,5.5420942,0.049694659
agamidae,DensDep,63.76697325,-123.5339465,-123.4089465,NA,82,20.63507231,2.62E-05
agamidae,fit_env,63.84558942,-121.6911788,-121.4385473,NA,82,22.60547154,9.80E-06
agamidae,EB,71.46487505,-134.9297501,-134.5042182,NA82,83,4.225293,0.059164858
agamidae,delta,69.83257707,-131.6651541,-131.2396222,NA82,83,7.489889,0.011565537
agamidae,TS,66.54283408,-127.0856682,-126.830349,382,83,11.8991622,0.00127557
agamidae,TRC,73.38574911,-138.7714982,-138.3413907,913,83,0.3881205,0.402990908
agamidae,SRC,69.69983028,-133.3996606,-133.1443414,911,83,5.5851698,0.029975769
agamidae,OUS,68.21271006,-126.4254201,-125.7802588,NAS 38.7708397906401,83,12.9492524,0.000754536
agamidae,OUMA,75.82127734,-139.6425547,-138.7295112,NAMA 36.8841579780729,83,0,0.489299243
agamidae,OUMV,70.47313458,-128.9462692,-128.0332257,NAMV 50.4983327419732,83,10.6962855,0.002327586
agamidae,OUMVA,70.85587318,-127.7117464,-126.4809771,NAMVA 38.7707146207674,83,12.2485341,0.001071123
agamidae,DensDep,65.45108565,-126.9021713,-126.7771713,NA,83,11.9523399,0.001242101
agamidae,fit_env,65.1977924,-124.3955848,-124.1429532,NA,83,14.58655797,0.00033277
agamidae,EB,68.6518364,-129.3036728,-128.8781409,NA83,84,6.0446368,0.045988392
agamidae,delta,67.04063246,-126.0812649,-125.655733,NA83,84,9.2670447,0.009181449
agamidae,TS,57.7343775,-109.468755,-109.2134359,383,84,25.7093418,2.47E-06
agamidae,TRC,71.67644259,-135.3528852,-134.9227777,716,84,0,0.944548864
agamidae,SRC,61.17327506,-116.3465501,-116.091231,1145,84,18.8315467,7.69E-05
agamidae,OUS,58.57113716,-107.1422743,-106.497113,NAS 36.2469072330623,84,28.4256647,6.35E-07
agamidae,OUMA,65.02854569,-118.0570914,-117.1440479,NAMA 37.4094160950595,84,17.7787298,0.000130203
agamidae,OUMV,60.8315607,-109.6631214,-108.7500779,NAMV 51.5508114307296,84,26.1726998,1.96E-06
agamidae,OUMVA,65.53485181,-117.0697036,-115.8389344,NAMVA 37.621893514868,84,19.0838433,6.78E-05
agamidae,DensDep,54.56546489,-105.1309298,-105.0059298,NA,84,29.91684792,3.01E-07
agamidae,fit_env,56.84412265,-107.6882453,-107.4356137,NA,84,27.48716397,1.01E-06
agamidae,EB,73.03200052,-138.064001,-137.6384691,NA84,85,9.3210336,0.007973105
agamidae,delta,70.73811505,-133.4762301,-133.0506982,NA84,85,13.9088045,0.000804277
agamidae,TS,66.8972099,-127.7944198,-127.5391007,384,85,19.420402,5.11E-05
agamidae,TRC,77.69480511,-147.3896102,-146.9595027,1114,85,0,0.842682973
agamidae,SRC,74.80533264,-143.6106653,-143.3553461,1146,85,3.6041566,0.139005363
agamidae,OUS,68.98124213,-127.9624843,-127.317323,NAS 34.0719189863617,85,19.6421797,4.58E-05
agamidae,OUMA,75.1524542,-138.3049084,-137.3918649,NAMA 33.8048015657424,85,9.5676378,0.007048198
agamidae,OUMV,71.15822394,-130.3164479,-129.4034044,NAMV 35.5135397687489,85,17.5560983,0.000129839
agamidae,OUMVA,75.1510683,-136.3021366,-135.0713674,NAMVA 33.8048015887631,85,11.8881353,0.002208963
agamidae,DensDep,65.55616855,-127.1123371,-126.9873371,NA,85,19.97216559,3.88E-05
agamidae,fit_env,65.41409373,-124.8281875,-124.5755559,NA,85,22.38394682,1.16E-05
agamidae,EB,59.52388473,-111.0477695,-110.6222375,NA85,86,25.6047308,2.54E-06
agamidae,delta,67.64155993,-127.2831199,-126.8575879,NA85,86,9.3693804,0.008500462
agamidae,TS,63.84667566,-121.6933513,-121.4380322,385,86,14.7889361,0.000565719
agamidae,TRC,72.3285379,-136.6570758,-136.2269683,717,86,0,0.920402123
agamidae,SRC,67.5597271,-129.1194542,-128.864135,1147,86,7.3628333,0.023182415
agamidae,OUS,65.27787966,-120.5557593,-119.910598,NAS 36.3769056104474,86,16.3163703,0.000263586
agamidae,OUMA,71.31981247,-130.6396249,-129.7265815,NAMA 35.531360178202,86,6.5003868,0.035680962
agamidae,OUMV,63.95666005,-115.9133201,-115.0002766,NAMV 49.8287607363525,86,21.2266917,2.26E-05
agamidae,OUMVA,71.29440656,-128.5888131,-127.3580439,NAMVA 35.5313601348819,86,8.8689244,0.010917298
agamidae,DensDep,62.36209215,-120.7241843,-120.5991843,NA,86,15.627784,0.000371918
agamidae,fit_env,62.01096146,-118.0219229,-117.7692913,NA,86,18.45767695,9.04E-05
agamidae,EB,70.28225846,-132.5645169,-132.138985,NA86,87,3.8806287,0.116955092
agamidae,delta,52.46514819,-96.93029638,-96.50476447,NA86,87,39.51484923,2.14E-09
agamidae,TS,59.79410664,-113.5882133,-113.3328941,386,87,22.6867196,9.65E-06
agamidae,TRC,72.22486064,-136.4497213,-136.0196137,718,87,0,0.814117238
agamidae,SRC,62.85473636,-119.7094727,-119.4541536,1018,87,16.5654601,0.000205846
agamidae,OUS,59.00594285,-108.0118857,-107.3667244,NAS 34.3410014111832,87,28.6528893,4.88E-07
agamidae,OUMA,71.72864476,-131.4572895,-130.544246,NAMA 33.6834460087982,87,5.4753677,0.052689729
agamidae,OUMV,65.95478321,-119.9095664,-118.9965229,NAMV 48.0488632653744,87,17.0230908,0.000163746
agamidae,OUMVA,71.68664615,-129.3732923,-128.1425231,NAMVA 34.0548568859062,87,7.8770906,0.015856176
agamidae,DensDep,55.42141557,-106.8428311,-106.7178311,NA,87,29.30178257,3.53E-07
agamidae,fit_env,58.04746407,-110.0949281,-109.8422966,NA,87,26.17731713,1.68E-06
agamidae,EB,69.04999963,-130.0999993,-129.6744673,NA87,88,4.7278167,0.084061034
agamidae,delta,60.33676393,-112.6735279,-112.2479959,NA87,88,22.1542881,1.38E-05
agamidae,TS,63.92622688,-121.8524538,-121.5971346,387,88,12.8051494,0.001481236
agamidae,TRC,71.41619577,-134.8323915,-134.402284,719,88,0,0.893772692
agamidae,SRC,65.99023845,-125.9804769,-125.7251578,86,88,8.6771262,0.011668447
agamidae,OUS,62.04416481,-114.0883296,-113.4431683,NAS 36.4773882809325,88,20.9591157,2.51E-05
agamidae,OUMA,68.78957834,-125.5791567,-124.6661132,NAMA 35.1954213765937,88,9.7361708,0.006871388
agamidae,OUMV,63.94908576,-115.8981715,-114.985128,NAMV 49.7762856273358,88,19.417156,5.43E-05
agamidae,OUMVA,67.78116101,-121.562322,-120.3315528,NAMVA 37.3511128293641,88,14.0707312,0.000786695
agamidae,DensDep,62.44048796,-120.8809759,-120.7559759,NA,88,13.64630809,0.000972678
agamidae,fit_env,62.30300604,-118.6060121,-118.3533805,NA,88,16.04890351,0.000292585
agamidae,EB,51.85820122,-95.71640243,-95.29087052,NA88,89,44.99590548,1.69E-10
agamidae,delta,68.96449551,-129.928991,-129.5034591,NA88,89,10.7833169,0.004530175
agamidae,TS,58.25025193,-110.5005039,-110.2451847,388,89,30.0415913,2.98E-07
agamidae,TRC,74.35844177,-140.7168835,-140.286776,720,89,0,0.994678028
agamidae,SRC,66.13428956,-126.2685791,-126.01326,1019,89,14.273516,0.000791094
agamidae,OUS,57.9652798,-105.9305596,-105.2853983,NAS 56.1600215144529,89,35.0013777,2.50E-08
agamidae,OUMA,59.64039153,-107.2807831,-106.3677396,NAMA 52.3653032484232,89,33.9190364,4.29E-08
agamidae,OUMV,60.48907212,-108.9781442,-108.0651008,NAMV 51.9217058641191,89,32.2216752,1.00E-07
agamidae,OUMVA,59.61265558,-105.2253112,-103.9945419,NAMVA 57.3333348030393,89,36.2922341,1.31E-08
agamidae,DensDep,55.93718106,-107.8743621,-107.7493621,NA,89,32.53741389,8.56E-08
agamidae,fit_env,57.48010515,-108.9602103,-108.7075787,NA,89,31.57919728,1.38E-07
agamidae,EB,70.73040108,-133.4608022,-133.0352702,NA89,90,12.1151312,0.001655554
agamidae,delta,69.07189628,-130.1437926,-129.7182606,NA89,90,15.4321408,0.000315256
agamidae,TS,65.88945619,-125.7789124,-125.5235932,389,90,19.6268082,3.87E-05
agamidae,TRC,74.42069649,-140.841393,-140.4112855,822,90,4.7391159,0.066164468
agamidae,SRC,70.60804646,-135.2160929,-134.9607738,912,90,10.1896276,0.00433572
agamidae,OUS,70.88009785,-131.7601957,-131.1150344,NAS 34.1074330415936,90,14.035367,0.000633825
agamidae,OUMA,79.03172246,-146.0634449,-145.1504014,NAMA 34.0102373090788,90,0,0.70747446
agamidae,OUMV,66.91447003,-121.8289401,-120.9158966,NAMV 49.9925204299077,90,24.2345048,3.87E-06
agamidae,OUMVA,79.01942933,-144.0388587,-142.8080894,NAMVA 34.01023743514,90,2.342312,0.219323
agamidae,DensDep,64.94346556,-125.8869311,-125.7619311,NA,90,19.38847027,4.36E-05
agamidae,fit_env,64.67741003,-123.3548201,-123.1021885,NA,90,22.04821292,1.15E-05
agamidae,EB,72.5048128,-137.0096256,-136.5840937,NA90,91,5.599879,0.033656298
agamidae,delta,71.27362124,-134.5472425,-134.1217106,NA90,91,8.0622621,0.009825771
agamidae,TS,62.45784673,-118.9156935,-118.6603743,390,91,23.5235984,4.31E-06
agamidae,TRC,75.30704009,-142.6140802,-142.1839727,51,91,0,0.553432451
agamidae,SRC,67.61142361,-129.2228472,-128.9675281,6,91,13.2164446,0.000746707
agamidae,OUS,64.35309636,-118.7061927,-118.0610314,NAS 42.9985739961927,91,24.1229413,3.20E-06
agamidae,OUMA,76.95743845,-141.9148769,-141.0018334,NAMA 42.2783616058807,91,1.1821393,0.306454733
agamidae,OUMV,67.57255191,-123.1451038,-122.2320603,NAMV 54.6928512382851,91,19.9519124,2.57E-05
agamidae,OUMVA,76.95378623,-139.9075725,-138.6768032,NAMVA 42.2786126545423,91,3.5071695,0.095828003
agamidae,DensDep,62.76126212,-121.5225242,-121.3975242,NA,91,20.78644845,1.70E-05
agamidae,fit_env,62.75743864,-119.5148773,-119.2622457,NA,91,22.921727,5.83E-06
agamidae,EB,71.31941156,-134.6388231,-134.2132912,NA91,92,8.0427268,0.017529558
agamidae,delta,69.9803837,-131.9607674,-131.5352355,NA91,92,10.7207825,0.004594503
agamidae,TS,56.58931105,-107.1786221,-106.9233029,391,92,35.3327151,2.08E-08
agamidae,TRC,75.34306278,-142.6861256,-142.256018,65,92,0,0.977747905
agamidae,SRC,65.31365625,-124.6273125,-124.3719933,61,92,17.8840247,0.000127868
agamidae,OUS,57.86657815,-105.7331563,-105.087995,NAS 54.3351324890914,92,37.168023,8.30E-09
agamidae,OUMA,59.07162388,-106.1432478,-105.2302043,NAMA 53.0879152284438,92,37.0258137,8.92E-09
agamidae,OUMV,60.89445724,-109.7889145,-108.875871,NAMV 52.1693752599258,92,33.380147,5.52E-08
agamidae,OUMVA,60.36972191,-106.7394438,-105.5086746,NAMVA 54.0464371029401,92,36.7473434,1.02E-08
agamidae,DensDep,55.59256944,-107.1851389,-107.0601389,NA,92,35.19587913,2.23E-08
agamidae,fit_env,57.26506488,-108.5301298,-108.2774982,NA,92,33.97851983,4.09E-08
agamidae,EB,71.7511197,-135.5022394,-135.0767075,NA92,93,11.4644578,0.002923063
agamidae,delta,70.04315865,-132.0863173,-131.6607854,NA92,93,14.8803799,0.000529761
agamidae,TS,64.7526987,-123.5053974,-123.2500783,392,93,23.291087,7.90E-06
agamidae,TRC,77.48563643,-146.9712729,-146.5411653,914,93,0,0.902222422
agamidae,SRC,73.39209141,-140.7841828,-140.5288637,1020,93,6.0123016,0.04464357
agamidae,OUS,65.45574756,-120.9114951,-120.2663338,NAS 36.7345240404707,93,26.2748315,1.78E-06
agamidae,OUMA,76.56079133,-141.1215827,-140.2085392,NAMA 33.4631477394055,93,6.3326261,0.038036569
agamidae,OUMV,66.01331895,-120.0266379,-119.1135944,NAMV 50.1688724243529,93,27.4275709,9.99E-07
agamidae,OUMVA,76.53448039,-139.0689608,-137.8381915,NAMVA 33.4631477342865,93,8.7029738,0.011627514
agamidae,DensDep,63.07961383,-122.1592277,-122.0342277,NA,93,24.50693763,4.30E-06
agamidae,fit_env,63.43601692,-120.8720338,-120.6194023,NA,93,25.92176303,2.12E-06
agamidae,EB,71.59829582,-135.1965916,-134.7710597,NA93,94,6.2428152,0.04176904
agamidae,delta,70.18490369,-132.3698074,-131.9442755,NA93,94,9.0695994,0.010163098
agamidae,TS,59.82962623,-113.6592525,-113.4039333,393,94,27.6099416,9.57E-07
agamidae,TRC,74.72199119,-141.4439824,-141.0138749,66,94,0,0.94724994
agamidae,SRC,66.57406193,-127.1481239,-126.8928047,87,94,14.1210702,0.000813042
agamidae,OUS,61.01252752,-112.025055,-111.3798937,NAS 56.2439298589522,94,29.6339812,3.48E-07
agamidae,OUMA,61.71867691,-111.4373538,-110.5243103,NAMA 51.7724244859169,94,30.4895646,2.27E-07
agamidae,OUMV,64.13224027,-116.2644805,-115.3514371,NAMV 50.7542776560398,94,25.6624378,2.53E-06
agamidae,OUMVA,61.21137089,-108.4227418,-107.1919725,NAMVA 56.2439301359537,94,33.8219024,4.29E-08
agamidae,DensDep,58.54095678,-113.0819136,-112.9569136,NA,94,28.05696134,7.66E-07
agamidae,fit_env,54.51657115,-103.0331423,-102.7805107,NA,94,38.23336418,4.72E-09
agamidae,EB,46.51670351,-85.03340702,-84.6078751,NA94,95,48.6393798,2.64E-11
agamidae,delta,67.60436595,-127.2087319,-126.7832,NA94,95,6.4640549,0.03796245
agamidae,TS,54.46287377,-102.9257475,-102.6704284,394,95,30.5768265,2.20E-07
agamidae,TRC,70.8386812,-133.6773624,-133.2472549,721,95,0,0.961625383
agamidae,SRC,61.98256456,-117.9651291,-117.70981,1148,95,15.5374449,0.00040653
agamidae,OUS,54.4315088,-98.8630176,-98.21785631,NAS 55.3407980872448,95,35.02939859,2.38E-08
agamidae,OUMA,59.22443608,-106.4488722,-105.5358287,NAMA 51.1351925226292,95,27.7114262,9.24E-07
agamidae,OUMV,60.74608801,-109.492176,-108.5791325,NAMV 51.1351925432949,95,24.6681224,4.23E-06
agamidae,OUMVA,56.09230592,-98.18461183,-96.9538426,NAMVA 55.3407549759835,95,36.2934123,1.26E-08
agamidae,DensDep,51.49701539,-98.99403078,-98.86903078,NA,95,34.37822412,3.30E-08
agamidae,fit_env,54.33037454,-102.6607491,-102.4081175,NA,95,30.83913739,1.93E-07
agamidae,EB,70.84580327,-133.6916065,-133.2660746,NA95,96,6.4046523,0.038248613
agamidae,delta,68.17152667,-128.3430533,-127.9175214,NA95,96,11.7532055,0.002637498
agamidae,TS,58.60984891,-111.2196978,-110.9643787,395,96,28.7063482,5.49E-07
agamidae,TRC,74.05041719,-140.1008344,-139.6707269,722,96,0,0.940520502
agamidae,SRC,68.1889708,-130.3779416,-130.1226224,1149,96,9.5481045,0.007943716
agamidae,OUS,57.64470482,-105.2894096,-104.6442483,NAS 43.4003914476245,96,35.0264786,2.33E-08
