group,model,lnL,AIC,AICc,timing,tree.no,delta,w
skinks,OUMVA,198.9764868,-383.9529736,-383.4595816,OUMVA 46.7566868750488,92,23.2668157,6.93E-06
skinks,fit_env,195.5748033,-385.1496065,-385.0457104,NA,92,21.68068688,1.53E-05
skinks,EB,211.1580917,-414.3161833,-414.1422703,EB92,93,3.0323345,0.159252881
skinks,delta,203.5436569,-399.0873139,-398.9134008,delta92,93,18.261204,7.86E-05
skinks,DensDep,203.5170595,-403.034119,-402.9823948,DensDep92,93,14.19221,0.000600829
skinks,TS,204.4573702,-402.9147403,-402.8103925,TS 345,93,14.3642123,0.000551317
skinks,TRC,212.6746386,-417.3492773,-417.1746048,TRC 817,93,0,0.725354598
skinks,SRC,209.7873148,-413.5746296,-413.4702818,SRC 812,93,3.704323,0.113806443
skinks,OUS,203.7801165,-397.560233,-397.2982243,OUS 45.2402944103646,93,19.8763805,3.50E-05
skinks,OUMA,203.5596237,-395.1192473,-394.7508263,OUMA 57.2842670154257,93,22.4237785,9.80E-06
skinks,OUMV,203.815433,-395.6308659,-395.2624449,OUMV 40.2950829891905,93,21.9121599,1.27E-05
skinks,OUMVA,204.1005432,-394.2010863,-393.7076943,OUMVA 45.9266236462578,93,23.4669105,5.82E-06
skinks,fit_env,203.8218172,-401.6436344,-401.5397383,NA,93,15.63486649,0.000292067
skinks,EB,206.503096,-405.006192,-404.832279,EB93,94,15.0234068,0.000323401
skinks,delta,210.3336097,-412.6672194,-412.4933063,delta93,94,7.3623795,0.014904332
skinks,DensDep,206.5420694,-409.0841387,-409.0324146,DensDep93,94,10.8232712,0.002641128
skinks,TS,207.2553092,-408.5106183,-408.4062705,TS 94,94,11.4494153,0.001931185
skinks,TRC,214.0151792,-420.0303583,-419.8556858,TRC 818,94,0,0.591606471
skinks,SRC,212.5570891,-419.1141783,-419.0098304,SRC 813,94,0.8458554,0.387576779
skinks,OUS,206.3423476,-402.6846952,-402.4226864,OUS 54.794186889383,94,17.4329994,9.69E-05
skinks,OUMA,206.1864661,-400.3729321,-400.0045111,OUMA 50.9796499534715,94,19.8511747,2.89E-05
skinks,OUMV,208.0863061,-404.1726121,-403.8041911,OUMV 52.8838665435841,94,16.0514947,0.000193417
skinks,OUMVA,207.6388017,-401.2776034,-400.7842113,OUMVA 49.5156234469473,94,19.0714745,4.27E-05
skinks,fit_env,206.1733448,-406.3466896,-406.2427935,NA,94,13.61289234,0.000654683
skinks,EB,208.2366017,-408.4732034,-408.2992904,EB94,95,0.5741749,0.293176473
skinks,delta,207.8091914,-407.6183829,-407.4444698,delta94,95,1.4289955,0.191208494
skinks,DensDep,203.9482865,-403.8965731,-403.8448489,DensDep94,95,5.0286164,0.031612543
skinks,TS,204.2665562,-402.5331124,-402.4287646,TS 1139,95,6.4447007,0.015572582
skinks,TRC,208.5240689,-409.0481377,-408.8734653,TRC 311,95,0,0.390669594
skinks,SRC,205.5963085,-405.192617,-405.0882692,SRC 4,95,3.7851961,0.058866026
skinks,OUS,204.9205157,-399.8410314,-399.5790227,OUS 53.146807095822,95,9.2944426,0.003745821
skinks,OUMA,205.0976858,-398.1953715,-397.8269505,OUMA 53.1483537473615,95,11.0465148,0.001559874
skinks,OUMV,205.1103439,-398.2206878,-397.8522667,OUMV 53.1483579169552,95,11.0211986,0.001579744
skinks,OUMVA,205.1993701,-396.3987402,-395.9053481,OUMVA 53.148353223399,95,12.9681172,0.000596786
skinks,fit_env,203.9554894,-401.9109789,-401.8070828,NA,95,7.066382535,0.011412062
skinks,EB,206.7861243,-405.5722486,-405.3983355,EB95,96,2.3328955,0.177086651
skinks,delta,206.3330929,-404.6661857,-404.4922727,delta95,96,3.2389583,0.11257366
skinks,DensDep,202.8459716,-401.6919432,-401.640219,DensDep95,96,6.091012,0.02704713
skinks,TS,203.1553659,-400.3107319,-400.2063841,TS 346,96,7.5248469,0.013205897
skinks,TRC,207.9529517,-407.9059034,-407.731231,TRC 57,96,0,0.568548666
skinks,SRC,204.972224,-403.944448,-403.8401002,SRC 52,96,3.8911308,0.081249244
skinks,OUS,204.3333389,-398.6666778,-398.404669,OUS 54.0278828475048,96,9.326562,0.005364515
skinks,OUMA,203.8097167,-395.6194333,-395.2510123,OUMA 50.0910397963649,96,12.4802187,0.001108467
skinks,OUMV,204.3289449,-396.6578898,-396.2894688,OUMV 50.0910732156706,96,11.4417622,0.001863033
skinks,OUMVA,204.9184675,-395.8369351,-395.343543,OUMVA 54.5154147953342,96,12.387688,0.001160955
skinks,fit_env,202.9532617,-399.9065233,-399.8026272,NA,96,7.928603768,0.010791783
skinks,EB,210.472,-412.944,-412.770087,EB96,97,0.8011071,0.227942394
skinks,delta,209.5118547,-411.0237094,-410.8497963,delta96,97,2.7213978,0.087264836
skinks,DensDep,207.0249968,-410.0499936,-409.9982694,DensDep96,97,3.5729247,0.057007574
skinks,TS,207.3461838,-408.6923677,-408.5880199,TS 1140,97,4.9831742,0.028164417
skinks,TRC,210.8729333,-413.7458666,-413.5711941,TRC 412,97,0,0.34023838
skinks,SRC,209.4309766,-412.8619531,-412.7576053,SRC 712,97,0.8135888,0.22652427
skinks,OUS,208.2845687,-406.5691373,-406.3071286,OUS 43.2755784776614,97,7.2640655,0.009003503
skinks,OUMA,207.742612,-403.485224,-403.116803,OUMA 57.4614513031455,97,10.4543911,0.00182659
skinks,OUMV,207.1371899,-402.2743797,-401.9059587,OUMV 38.1202703991953,97,11.6652354,0.000997033
skinks,OUMVA,209.3422173,-404.6844347,-404.1910426,OUMVA 43.2778912492936,97,9.3801515,0.003125426
skinks,fit_env,206.8930108,-407.7860215,-407.6821254,NA,97,5.889068686,0.017905576
skinks,EB,210.8592838,-413.7185676,-413.5446546,EB97,98,514.5761957,1.82E-112
skinks,delta,468.1473817,-928.2947633,-928.1208503,delta97,98,0,1
skinks,DensDep,210.7377305,-417.4754609,-417.4237368,DensDep97,98,510.6971135,1.27E-111
skinks,TS,210.608701,-415.2174021,-415.1130542,TS 7,98,513.0077961,4.00E-112
skinks,TRC,211.7946864,-415.5893728,-415.4147003,TRC 413,98,512.70615,4.65E-112
skinks,SRC,211.648712,-417.2974241,-417.1930763,SRC 713,98,510.927774,1.13E-111
skinks,OUS,210.7285822,-411.4571643,-411.1951556,OUS 43.4929732978904,98,516.9256947,5.64E-113
skinks,OUMA,210.3614423,-408.7228846,-408.3544636,OUMA 51.3126421788918,98,519.7663867,1.36E-113
skinks,OUMV,210.8402182,-409.6804365,-409.3120154,OUMV 41.1421123548956,98,518.8088349,2.20E-113
skinks,OUMVA,211.5380713,-409.0761427,-408.5827506,OUMVA 43.7373275172995,98,519.5380997,1.53E-113
skinks,fit_env,210.1360943,-414.2721885,-414.1682924,NA,98,513.9525579,2.49E-112
skinks,EB,210.9549681,-413.9099361,-413.7360231,EB98,99,1.2042769,0.164450603
skinks,delta,209.9828256,-411.9656512,-411.7917382,delta98,99,3.1485618,0.062207016
skinks,DensDep,208.4352914,-412.8705827,-412.8188586,DensDep98,99,2.1214414,0.103962264
skinks,TS,208.5723846,-411.1447693,-411.0404215,TS 6,99,3.8998785,0.042726077
skinks,TRC,211.4976976,-414.9953951,-414.8207226,TRC 58,99,0.1195774,0.282862239
skinks,SRC,210.5223239,-415.0446478,-414.9403,SRC 610,99,0,0.300290005
skinks,OUS,208.6455971,-407.2911941,-407.0291854,OUS 48.6781734893065,99,7.9111146,0.005749951
skinks,OUMA,209.1338262,-406.2676524,-405.8992313,OUMA 43.6287738131174,99,9.0410687,0.003268118
skinks,OUMV,209.921394,-407.842788,-407.4743669,OUMV 54.3677686875387,99,7.4659331,0.007183467
skinks,OUMVA,209.5097486,-405.0194973,-404.5261052,OUMVA 56.3805817509354,99,10.4141948,0.001644853
skinks,fit_env,208.0621036,-410.1242072,-410.0203111,NA,99,4.91998887,0.025655405
skinks,EB,210.5261722,-413.0523444,-412.8784314,EB99,100,2.2562697,0.176240799
skinks,delta,209.6064846,-411.2129693,-411.0390562,delta99,100,4.0956449,0.070257259
skinks,DensDep,206.0502612,-408.1005224,-408.0487983,DensDep99,100,7.0859028,0.015753061
skinks,TS,206.3931179,-406.7862359,-406.681888,TS 347,100,8.4528131,0.007953241
skinks,TRC,211.6546868,-415.3093735,-415.1347011,TRC 719,100,0,0.544564334
skinks,SRC,209.4882212,-412.9764424,-412.8720946,SRC 714,100,2.2626065,0.175683282
skinks,OUS,206.5254224,-403.0508448,-402.7888361,OUS 38.9194312571134,100,12.345865,0.001135478
skinks,OUMA,206.7866366,-401.5732733,-401.2048522,OUMA 33.9988059064785,100,13.9298489,0.000514305
skinks,OUMV,207.9228154,-403.8456307,-403.4772097,OUMV 52.9630355234359,100,11.6574914,0.00160198
skinks,OUMVA,207.9505538,-401.9011075,-401.4077155,OUMVA 52.9064457880584,100,13.7269856,0.00056921
skinks,fit_env,206.0645134,-406.1290268,-406.0251307,NA,100,9.109570421,0.005727052
birds,EB,61.92547481,-115.8509496,-115.5731718,EB,1,6.0005198,0.031422395
birds,delta,60.50343979,-113.0068796,-112.7291018,delta,1,8.8445898,0.007579793
birds,DensDep,59.18317883,-114.3663577,-114.2841659,DensDep,1,7.2895257,0.01649435
birds,TS,60.52624495,-115.0524899,-114.8858232,TS 8,1,6.6878684,0.022283501
birds,TRC,64.1189768,-120.2379536,-119.9582333,TRC 5,1,1.6154583,0.281477243
birds,SRC,63.87017916,-121.7403583,-121.5736916,SRC 6,1,0,0.631299726
birds,OUS,59.85082808,-109.7016562,-109.2820757,OUS 17.042300093617,1,12.2916159,0.001352524
birds,OUMA,59.85218852,-107.704377,-107.1128278,OUMA 17.3719210244125,1,14.4608638,0.000457192
birds,OUMV,60.18573731,-108.3714746,-107.7799253,OUMV 17.0421752942113,1,13.7937663,0.000638201
birds,OUMVA,60.19009691,-106.3801938,-105.5858676,OUMVA 17.0422901544636,1,15.987824,0.000213071
birds,fit_env,59.33609627,-112.6721925,-112.5066753,NA,1,9.067016307,0.006782004
birds,EB,59.64530976,-111.2906195,-111.0128417,EB1,2,6.0745551,0.025734502
birds,delta,56.19768401,-104.395368,-104.1175902,delta1,2,12.9698066,0.0008189
birds,DensDep,56.33649727,-108.6729945,-108.5908028,DensDep1,2,8.496594,0.007666139
birds,TS,56.7266491,-107.4532982,-107.2866315,TS 7,2,9.8007653,0.003993737
birds,TRC,62.43693596,-116.8738719,-116.5941516,TRC 4,2,0.4932452,0.419258442
birds,SRC,61.62703171,-117.2540634,-117.0873968,SRC 5,2,0,0.536523378
birds,OUS,57.93441047,-105.8688209,-105.4492405,OUS 14.763470535102,2,11.6381563,0.001593658
birds,OUMA,58.71764668,-105.4352934,-104.8437441,OUMA 14.7230514330376,2,12.2436527,0.001177371
birds,OUMV,58.11916218,-104.2383244,-103.6467751,OUMV 14.7230516806469,2,13.4406217,0.000647135
birds,OUMVA,58.21636301,-102.432726,-101.6383998,OUMVA 14.7230541484351,2,15.448997,0.000237073
birds,fit_env,56.19562,-106.39124,-106.2257227,NA,2,10.86167405,0.002349666
birds,EB,60.88701558,-113.7740312,-113.4962534,EB2,3,7.5984595,0.012774256
birds,delta,59.60171612,-111.2034322,-110.9256545,delta2,3,10.1690584,0.003532947
birds,DensDep,57.92421241,-111.8484248,-111.766233,DensDep2,3,9.3284799,0.005378565
birds,TS,59.01991114,-112.0398223,-111.8731556,TS 6,3,9.2215573,0.005673936
birds,TRC,64.32847815,-120.6569563,-120.377236,TRC 41,3,0.7174769,0.398585966
birds,SRC,63.6306898,-121.2613796,-121.0947129,SRC 4,3,0,0.570584714
birds,OUS,59.12714487,-108.2542897,-107.8347093,OUS 11.8333685511171,3,13.2600036,0.000753264
birds,OUMA,58.82224443,-105.6444889,-105.0529396,OUMA 12.6624299116752,3,16.0417733,0.000187453
birds,OUMV,59.25584055,-106.5116811,-105.9201318,OUMV 12.630255026502,3,15.1745811,0.000289202
birds,OUMVA,59.71283842,-105.4256768,-104.6313506,OUMVA 12.0656093612496,3,16.4633623,0.000151826
birds,fit_env,58.01959817,-110.0391963,-109.8736791,NA,3,11.2210338,0.002087871
birds,EB,60.31620398,-112.632408,-112.3546302,EB3,4,5.5657567,0.029793715
birds,delta,58.85810548,-109.716211,-109.4384332,delta3,4,8.4819537,0.006932351
birds,DensDep,56.33485736,-108.6697147,-108.5875229,DensDep3,4,9.332864,0.004530099
birds,TS,56.89791018,-107.7958204,-107.6291537,TS 71,4,10.2912332,0.002805437
birds,TRC,63.0789925,-118.157985,-117.8782647,TRC 42,4,0.0421222,0.471592241
birds,SRC,62.04352679,-118.0870536,-117.9203869,SRC 51,4,0,0.481629822
birds,OUS,57.50255469,-105.0051094,-104.585529,OUS 14.0981232665275,4,13.3348579,0.000612471
birds,OUMA,57.55580364,-103.1116073,-102.520058,OUMA 14.0981118664928,4,15.4003289,0.000218059
birds,OUMV,57.88170883,-103.7634177,-103.1718684,OUMV 14.1864447304772,4,14.7485185,0.000302074
birds,OUMVA,57.65674785,-101.3134957,-100.5191695,OUMVA 13.1818476434954,4,17.4012174,8.02E-05
birds,fit_env,56.27360357,-106.5472071,-106.3816899,NA,4,11.538697,0.001503547
birds,EB,57.83374832,-107.6674966,-107.3897189,EB4,5,10.7768616,0.002850473
birds,delta,59.36765746,-110.7353149,-110.4575371,delta4,5,7.7090434,0.013215549
birds,DensDep,57.69148418,-111.3829684,-111.3007766,DensDep4,5,6.8658039,0.020146163
birds,TS,58.278792,-110.557584,-110.3909173,TS 72,5,7.7756632,0.012782592
birds,TRC,62.54075921,-117.0815184,-116.8017981,TRC 6,5,1.3647824,0.315300014
birds,SRC,62.1666236,-118.3332472,-118.1665805,SRC 61,5,0,0.623853653
birds,OUS,58.66322581,-107.3264516,-106.9068712,OUS 17.5629619606893,5,11.2597093,0.002239071
birds,OUMA,58.55210538,-105.1042108,-104.5126615,OUMA 17.7663280363709,5,13.653919,0.000676351
birds,OUMV,59.35986801,-106.719736,-106.1281867,OUMV 18.0810439850333,5,12.0383938,0.001516976
birds,OUMVA,59.10674974,-104.2134995,-103.4191732,OUMVA 17.5629698573597,5,14.7474073,0.000391493
birds,fit_env,57.6799875,-109.359975,-109.1944578,NA,5,8.972122745,0.007027665
birds,EB,60.11763977,-112.2352795,-111.9575018,EB5,6,6.6409595,0.020523481
birds,delta,59.01047593,-110.0209519,-109.7431741,delta5,6,8.8552872,0.006782907
birds,DensDep,57.71281876,-111.4256375,-111.3434457,DensDep5,6,7.2550156,0.015097688
birds,TS,58.56885889,-111.1377178,-110.9710511,TS 10,6,7.6274102,0.012532739
birds,TRC,63.00571691,-118.0114338,-117.7317135,TRC 43,6,0.8667478,0.368218135
birds,SRC,62.38256397,-118.7651279,-118.5984613,SRC 41,6,0,0.567959106
birds,OUS,58.02994347,-106.0598869,-105.6403065,OUS 11.5582463913048,6,12.9581548,0.000871946
birds,OUMA,58.24151238,-104.4830248,-103.8914755,OUMA 11.2854224356979,6,14.7069858,0.000363694
birds,OUMV,59.40018422,-106.8003684,-106.2088191,OUMV 12.3290789906795,6,12.3896422,0.001158618
birds,OUMVA,58.97931722,-103.9586344,-103.1643082,OUMVA 13.9000939823526,6,15.4341531,0.000252833
birds,fit_env,57.87073627,-109.7414725,-109.5759553,NA,6,9.022506007,0.006238853
birds,EB,59.07042919,-110.1408584,-109.8630806,EB6,7,13.2291297,0.000898091
birds,delta,58.86610349,-109.732207,-109.4544292,delta6,7,13.6377811,0.000732121
birds,DensDep,58.7163524,-113.4327048,-113.350513,DensDep6,7,9.7416973,0.005135781
birds,TS,60.0712766,-114.1425532,-113.9758865,TS 73,7,9.1163238,0.007021091
birds,TRC,64.9260433,-121.8520866,-121.5723663,TRC 51,7,1.519844,0.313299161
birds,SRC,64.62943848,-123.258877,-123.0922103,SRC 52,7,0,0.669867895
birds,OUS,59.16843002,-108.33686,-107.9172796,OUS 16.506736688655,7,15.1749307,0.000339465
birds,OUMA,60.09731436,-108.1946287,-107.6030794,OUMA 13.7489256772009,7,15.4891309,0.000290113
birds,OUMV,59.84240712,-107.6848142,-107.0932649,OUMV 11.546995880205,7,15.9989454,0.000224834
birds,OUMVA,59.71643522,-105.4328704,-104.6385442,OUMVA 13.056704007616,7,18.4536661,6.59E-05
birds,fit_env,58.87581744,-111.7516349,-111.5861176,NA,7,11.50609265,0.002125558
birds,EB,60.28265695,-112.5653139,-112.2875361,EB7,8,7.1367162,0.017997485
birds,delta,59.37211638,-110.7442328,-110.466455,delta7,8,8.9577973,0.007240509
birds,DensDep,58.71638089,-113.4327618,-113.35057,DensDep7,8,6.0736823,0.030622928
birds,TS,59.79154124,-113.5830825,-113.4164158,TS 61,8,6.0078365,0.031647903
birds,TRC,62.93873589,-117.8774718,-117.5977515,TRC 52,8,1.8265008,0.256041553
birds,SRC,62.79545951,-119.590919,-119.4242523,SRC 53,8,0,0.638160711
birds,OUS,59.25145643,-108.5029129,-108.0833324,OUS 15.2166818023921,8,11.3409199,0.00219928
birds,OUMA,59.29557229,-106.5911446,-105.9995953,OUMA 14.8965609193248,8,13.424657,0.000775895
birds,OUMV,59.8304903,-107.6609806,-107.0694313,OUMV 14.3889302556865,8,12.354821,0.001324692
birds,OUMVA,59.83289263,-105.6657853,-104.871459,OUMVA 14.3889305034007,8,14.5527933,0.000441399
birds,fit_env,58.94250734,-111.8850147,-111.7194974,NA,8,7.704754864,0.013547645
birds,EB,61.32493383,-114.6498677,-114.3720899,EB8,9,11.0928787,0.002722679
birds,delta,61.03950795,-114.0790159,-113.8012381,delta8,9,11.6637305,0.002046622
birds,DensDep,60.84926744,-117.6985349,-117.6163431,DensDep8,9,7.8486255,0.013787233
birds,TS,62.33399642,-118.6679928,-118.5013262,TS 81,9,6.9636424,0.021460941
birds,TRC,65.8588953,-123.7177906,-123.4380703,TRC 61,9,2.0268983,0.253308124
birds,SRC,65.81581766,-125.6316353,-125.4649686,SRC 62,9,0,0.69788601
birds,OUS,61.54859205,-113.0971841,-112.6776037,OUS 17.3914916255615,9,12.7873649,0.001166926
birds,OUMA,61.55260834,-111.1052167,-110.5136674,OUMA 17.2370982433749,9,14.9513012,0.000395504
birds,OUMV,62.38548433,-112.7709687,-112.1794194,OUMV 15.6655694880395,9,13.2855492,0.000909629
birds,OUMVA,62.50314118,-111.0062824,-110.2119561,OUMVA 15.6655727571595,9,15.2530125,0.000340122
birds,fit_env,61.05497371,-116.1099474,-115.9444302,NA,9,9.520538418,0.00597621
birds,EB,58.62913981,-109.2582796,-108.9805018,EB9,10,9.102194,0.006378802
birds,delta,58.42609335,-108.8521867,-108.5744089,delta9,10,9.5082869,0.005206636
birds,DensDep,58.37153377,-112.7430675,-112.6608758,DensDep9,10,5.42182,0.040171883
birds,TS,59.30317073,-112.6063415,-112.4396748,TS 74,10,5.643021,0.03596574
birds,TRC,62.38233986,-116.7646797,-116.4849594,TRC 62,10,1.5977364,0.271838768
birds,SRC,62.12468124,-118.2493625,-118.0826958,SRC 63,10,0,0.604303965
birds,OUS,60.34083253,-110.6816651,-110.2620846,OUS 18.0949471250775,10,7.8206112,0.012106854
birds,OUMA,59.71839066,-107.4367813,-106.845232,OUMA 20.0519020278463,10,11.2374638,0.002193164
birds,OUMV,60.41778307,-108.8355661,-108.2440168,OUMV 18.9929151726938,10,9.838679,0.004413808
birds,OUMVA,60.5092915,-107.018583,-106.2242568,OUMVA 18.0948926891589,10,11.858439,0.001607786
birds,fit_env,58.48083594,-110.9616719,-110.7961546,NA,10,7.28654116,0.015812595
birds,EB,58.77586939,-109.5517388,-109.273961,EB10,11,11.2751164,0.002127563
birds,delta,58.6405119,-109.2810238,-109.003246,delta10,11,11.5458314,0.001858221
birds,DensDep,58.53619788,-113.0723958,-112.990204,DensDep10,11,7.5588734,0.013641254
birds,TS,59.34608349,-112.692167,-112.5255003,TS 75,11,8.0235771,0.010812974
birds,TRC,63.91958277,-119.8391655,-119.5594453,TRC 53,11,0.9896321,0.364205849
birds,SRC,63.35787204,-120.7157441,-120.5490774,SRC 54,11,0,0.597369158
birds,OUS,59.68470271,-109.3694054,-108.949825,OUS 16.4683161893358,11,11.5992524,0.001809244
birds,OUMA,59.79632792,-107.5926558,-107.0011065,OUMA 15.0895799633652,11,13.5479709,0.00068287
birds,OUMV,60.52057817,-109.0411563,-108.4496071,OUMV 14.9981053709456,11,12.0994703,0.001408887
birds,OUMVA,61.26802876,-108.5360575,-107.7417313,OUMVA 15.0857592362923,11,12.8073461,0.000988924
birds,fit_env,58.59303252,-111.186065,-111.0205478,NA,11,9.5285296,0.005095055
birds,EB,62.14816485,-116.2963297,-116.0185519,EB11,12,8.5512413,0.009452385
birds,delta,60.47813971,-112.9562794,-112.6785016,delta11,12,11.8912916,0.001779339
birds,DensDep,59.53993673,-115.0798735,-114.9976817,DensDep11,12,9.5721115,0.005673646
birds,TS,61.53502079,-117.0700416,-116.9033749,TS 82,12,7.6664183,0.014712222
birds,TRC,65.55411583,-123.1082317,-122.8285114,TRC 63,12,1.7412818,0.284646155
birds,SRC,65.36822995,-124.7364599,-124.5697932,SRC 64,12,0,0.67986058
birds,OUS,60.01508693,-110.0301739,-109.6105934,OUS 4.19502364516025,12,14.9591998,0.00038377
birds,OUMA,61.26484319,-110.5296864,-109.9381371,OUMA 2.02236343265358,12,14.6316561,0.00045206
birds,OUMV,60.93593115,-109.8718623,-109.280313,OUMV 16.2515307049438,12,15.2894802,0.00032535
birds,OUMVA,60.87027099,-107.740542,-106.9462157,OUMVA 15.644677682984,12,17.6235775,0.000101276
birds,fit_env,59.80634911,-113.6126982,-113.447181,NA,12,11.12261221,0.002613216
birds,EB,60.87378767,-113.7475753,-113.4697976,EB12,13,7.2081812,0.017674306
birds,delta,59.77040723,-111.5408145,-111.2630367,delta12,13,9.4149421,0.005863411
birds,DensDep,58.9992481,-113.9984962,-113.9163044,DensDep12,13,6.7616744,0.02209531
birds,TS,60.10024574,-114.2004915,-114.0338248,TS 76,13,6.644154,0.023432538
birds,TRC,63.59810488,-119.1962098,-118.9164895,TRC 64,13,1.7614893,0.269200889
birds,SRC,63.42232275,-120.8446455,-120.6779788,SRC 7,13,0,0.649499815
birds,OUS,59.52415726,-109.0483145,-108.6287341,OUS 19.9189631145517,13,12.0492447,0.001570792
birds,OUMA,59.58289636,-107.1657927,-106.5742434,OUMA 19.3114647420167,13,14.1037354,0.000562331
birds,OUMV,59.90627516,-107.8125503,-107.221001,OUMV 19.0228330947738,13,13.4569778,0.000777022
birds,OUMVA,59.96598473,-105.9319695,-105.1376432,OUMVA 19.0229057204911,13,15.5403356,0.000274181
birds,fit_env,59.14824453,-112.2964891,-112.1309718,NA,13,8.547006985,0.009049405
birds,EB,58.28234428,-108.5646886,-108.2869108,EB13,14,4.7985503,0.046495354
birds,delta,57.42638489,-106.8527698,-106.574992,delta13,14,6.5104691,0.019754731
birds,DensDep,56.89176529,-109.7835306,-109.7013388,DensDep13,14,3.3841223,0.094308035
birds,TS,57.65716948,-109.314339,-109.1476723,TS 62,14,3.9377888,0.071502552
birds,TRC,59.72118938,-111.4423788,-111.1626585,TRC 54,14,1.9228026,0.195825948
birds,SRC,59.62606391,-113.2521278,-113.0854611,SRC 55,14,0,0.512155119
birds,OUS,57.31036711,-104.6207342,-104.2011538,OUS 14.1591760249496,14,8.8843073,0.006028353
birds,OUMA,58.32969865,-104.6593973,-104.067848,OUMA 15.2803314983922,14,9.0176131,0.005639644
birds,OUMV,58.34206472,-104.6841294,-104.0925801,OUMV 13.1319497803109,14,8.992881,0.005709817
birds,OUMVA,58.43236171,-102.8647234,-102.0703972,OUMVA 13.1319472012104,14,11.0150639,0.002077355
birds,fit_env,57.08823988,-108.1764798,-108.0109625,NA,14,5.074498577,0.04050309
birds,EB,58.22304829,-108.4460966,-108.1683188,EB14,15,5981.072296,0
birds,delta,57.26054681,-106.5210936,-106.2433158,delta14,15,5982.997299,0
birds,DensDep,55.86580787,-107.7316157,-107.649424,DensDep14,15,5981.591191,0
birds,TS,56.08146456,-106.1629291,-105.9962624,TS 63,15,5983.244353,0
birds,TRC,61.98232304,-115.9646461,-115.6849258,TRC 55,15,5973.555689,0
birds,SRC,61.04084674,-116.0816935,-115.9150268,SRC 56,15,5973.325588,0
birds,OUS,56.90133746,-103.8026749,-103.3830945,OUS 14.0691962494203,15,5985.857521,0
birds,OUMA,3050.916082,-6089.832164,-6089.240615,OUMA 13.8849532419923,15,0,1
birds,OUMV,56.50390641,-101.0078128,-100.4162635,OUMV 16.2104077476228,15,5988.824352,0
birds,OUMVA,58.12456463,-102.2491293,-101.454803,OUMVA 19.2197609282175,15,5987.785812,0
birds,fit_env,55.69347981,-105.3869596,-105.2214424,NA,15,5984.019173,0
birds,EB,60.6629818,-113.3259636,-113.0481858,EB15,16,9.1231693,0.007352877
birds,delta,58.36929568,-108.7385914,-108.4608136,delta15,16,13.7105415,0.00074186
birds,DensDep,58.24839292,-112.4967858,-112.4145941,DensDep15,16,9.756761,0.00535642
birds,TS,59.58436114,-113.1687223,-113.0020556,TS 77,16,9.1692995,0.007185223
birds,TRC,64.27589884,-120.5517977,-120.2720774,TRC 65,16,1.8992777,0.272336252
birds,SRC,64.16901087,-122.3380217,-122.1713551,SRC 65,16,0,0.703928207
birds,OUS,59.14813016,-108.2962603,-107.8766799,OUS 14.9183477540759,16,14.2946752,0.000553961
birds,OUMA,58.71459164,-105.4291833,-104.837634,OUMA 15.8139140022498,16,17.3337211,0.000121216
birds,OUMV,59.89985926,-107.7997185,-107.2081692,OUMV 15.0131554596527,16,14.9631859,0.000396564
birds,OUMVA,59.8208697,-105.6417394,-104.8474132,OUMVA 14.9183386558237,16,17.3239419,0.00012181
birds,fit_env,58.25656182,-110.5131236,-110.3476064,NA,16,11.82374871,0.00190561
birds,EB,59.71562167,-111.4312433,-111.1534656,EB16,17,8.3814422,0.008278378
birds,delta,58.14620857,-108.2924171,-108.0146394,delta16,17,11.5202684,0.001723288
birds,DensDep,56.03195412,-108.0639082,-107.9817165,DensDep16,17,11.5531913,0.001695152
birds,TS,56.93181947,-107.8636389,-107.6969723,TS 83,17,11.8379355,0.001470203
birds,TRC,63.6874324,-119.3748648,-119.0951445,TRC 66,17,0.4397633,0.438994345
birds,SRC,62.85078722,-119.7015744,-119.5349078,SRC 66,17,0,0.546955903
birds,OUS,56.64532517,-103.2906503,-102.8710699,OUS 16.38036151953,17,16.6638379,0.000131658
birds,OUMA,56.53685969,-101.0737194,-100.4821701,OUMA 16.7451887623658,17,19.0527377,3.99E-05
birds,OUMV,57.21167389,-102.4233478,-101.8317985,OUMV 16.7161344782887,17,17.7031093,7.83E-05
birds,OUMVA,57.90067353,-101.8013471,-101.0070208,OUMVA 14.9175510577066,17,18.527887,5.18E-05
birds,fit_env,56.0029352,-106.0058704,-105.8403532,NA,17,13.69455465,0.000581055
birds,EB,55.4912483,-102.9824966,-102.7047188,EB17,18,13.7824402,0.000525271
birds,delta,57.61316216,-107.2263243,-106.9485465,delta17,18,9.5386125,0.004384489
birds,DensDep,55.56112775,-107.1222555,-107.0400637,DensDep17,18,9.4470953,0.004589778
birds,TS,55.8861706,-105.7723412,-105.6056745,TS 11,18,10.8814845,0.002240361
birds,TRC,62.28900923,-116.5780185,-116.2982982,TRC 44,18,0.1888608,0.470101634
birds,SRC,61.32691283,-116.6538257,-116.487159,SRC 57,18,0,0.516657053
birds,OUS,55.96068789,-101.9213758,-101.5017954,OUS 15.7209639168797,18,14.9853636,0.000287854
birds,OUMA,55.96084588,-99.92169177,-99.33014247,OUMA 15.74941284468,18,17.15701653,9.72E-05
birds,OUMV,56.31525795,-100.6305159,-100.0389666,OUMV 14.7055750979392,18,16.4481924,0.000138523
birds,OUMVA,56.31620759,-98.63241518,-97.83808894,OUMVA 14.7055435998632,18,18.64907006,4.61E-05
