,model,lnL,AIC,AICc,timing,tree.no,delta,w
158,delta,219.0815334,-430.1630669,-429.9456756,NA9,10,3.57591830000001,0.0695705205795941
159,lambda,214.9050163,-421.8100325,-421.5926412,NA9,10,11.9289527,0.00106803842966685
160,ts ,216.2968248,-426.5936496,-426.4632148,NA 118,10,7.05837910000002,0.0121960304119684
161,trc ,219.6872037,-431.3744074,-431.1558282,NA 113,10,2.36576570000005,0.127410890564798
162,src ,219.6395846,-433.2791692,-433.1487345,NA 115,10,0.372859400000038,0.345112473043842
163,bms ,218.2179954,-426.4359909,-426.108122,6.338340039,10,7.41347190000005,0.0102120063656064
164,ous ,215.0968164,-420.1936327,-419.8657639,5.487043955,10,13.65583,0.000450401925410706
165,ouma ,216.9637825,-421.927565,-421.4660266,6.33869185,10,12.0555673,0.00100251959157394
166,oumv ,217.9631076,-423.9262151,-423.4646767,32.52299606,10,10.0569172,0.00272329208201117
167,oumva ,218.0642211,-422.1284421,-421.5096576,a 38.4008579240852,10,12.0119363,0.00102463035955456
168,DensDep,214.884299236838,-425.768598473675,-425.704082344643,NA,10,7.81751155535704,0.00834401316140032
169,JN,211.157320922712,-416.314641845424,-416.184912115695,NA,10,17.336681784305,7.15012162149364e-05
170,NIG,210.410750512763,-414.821501025526,-414.691771295796,NA,10,18.829822604204,3.38908155382962e-05
171,BM,215.2962647,-424.5925293,-424.4627996,NA10,11,15.791169,0.000216100009821945
172,EB,222.8802392,-437.7604784,-437.5430871,NA10,11,2.71088150000003,0.149624643309909
173,OU,215.2962647,-422.5925293,-422.375138,NA10,11,17.8788306,7.60895174977452e-05
174,kappa,215.1858605,-422.371721,-422.1543297,NA10,11,18.0996389,6.81360443650671e-05
175,delta,220.3301221,-432.6602442,-432.4428529,NA10,11,7.81111570000002,0.0116815734321228
176,lambda,215.2962646,-422.5925293,-422.375138,NA10,11,17.8788306,7.60895174977452e-05
177,ts ,217.595533,-429.1910659,-429.0606311,NA 119,11,11.1933375,0.00215308517780842
178,trc ,223.4085982,-438.8171964,-438.5986172,NA 114,11,1.65535140000003,0.253634646007742
179,src ,223.1922017,-440.3844034,-440.2539686,NA 116,11,0,0.580314692676979
180,bms ,218.8751224,-427.7502449,-427.422376,45.45418406,11,12.8315926,0.000949114561040003
181,ous ,215.3061016,-420.6122031,-420.2843343,52.48713443,11,19.9696343,2.67493094742949e-05
182,ouma ,215.0979515,-418.195903,-417.7343645,32.00696573,11,22.5196041,7.47469831274872e-06
183,oumv ,218.9726438,-425.9452876,-425.4837492,34.49487437,11,14.7702194,0.000360040350166028
184,oumva ,219.0234402,-424.0468803,-423.4280958,a 38.6107628489218,11,16.8258728,0.000128816564138817
185,DensDep,215.411494156905,-426.82298831381,-426.758472184778,NA,11,13.495496415222,0.000681010416113073
186,JN,205.31385324865,-404.6277064973,-404.49797676757,NA,11,35.75599183243,9.9850120305655e-09
187,NIG,210.46773220891,-414.93546441782,-414.80573468809,NA,11,25.44823391191,1.72842199909963e-06
188,BM,211.9618426,-417.9236852,-417.7939555,NA11,12,18.8864375,5.30738234146251e-05
189,EB,222.4488922,-436.8977843,-436.680393,NA11,12,0,0.669912636103567
190,OU,211.9618426,-415.9236853,-415.7062939,NA11,12,20.9740991,1.86874661352712e-05
191,kappa,211.9934274,-415.9868548,-415.7694635,NA11,12,20.9109295,1.92871262369563e-05
192,delta,219.3596661,-430.7193323,-430.501941,NA11,12,6.17845199999999,0.0305059366827267
193,lambda,211.9618426,-415.9236852,-415.7062939,NA11,12,20.9740991,1.86874661352712e-05
194,ts ,208.0106964,-410.0213927,-409.8909579,NA 1110,12,26.7894351,1.0203901345188e-06
195,trc ,221.5013455,-435.002691,-434.7841118,NA 106,12,1.89628119999998,0.259564885031295
196,src ,218.5845844,-431.1691688,-431.038734,NA 117,12,5.641659,0.0398976653641697
197,bms ,211.5556299,-413.1112598,-412.7833909,40.57478426,12,23.8970021,4.33361271319024e-06
198,ous ,207.2800456,-404.5600912,-404.2322224,16.36932675,12,32.4481706,6.02542173825723e-08
199,ouma ,207.9384399,-403.8768799,-403.4153414,6.904991942,12,33.2650516,4.00501359482587e-08
200,oumv ,210.7726724,-409.5453448,-409.0838063,36.85389334,12,27.5965867,6.81546525436386e-07
201,oumva ,211.5664469,-409.1328938,-408.5141092,a 40.5747817499146,12,28.1662838,5.12610331066053e-07
202,DensDep,206.410501994723,-408.821003989446,-408.756487860413,NA,12,27.923905139587,5.7865433635247e-07
203,JN,206.852717021114,-407.705434042228,-407.575704312498,NA,12,29.104688687502,3.20638244745948e-07
204,NIG,208.455890594768,-410.911781189535,-410.782051459805,NA,12,25.898341540195,1.59317968136014e-06
205,BM,213.2618607,-420.5237214,-420.3939917,NA12,13,17.142629,6.92079671071548e-05
206,EB,222.613844,-437.227688,-437.0102967,NA12,13,0.526323999999988,0.280763648993606
207,OU,213.2618608,-418.5237216,-418.3063303,NA12,13,19.2302904,2.43683531302114e-05
208,kappa,213.393985,-418.7879699,-418.5705786,NA12,13,18.9660421,2.78103829284511e-05
209,delta,219.360473,-430.720946,-430.5035547,NA12,13,7.03306600000002,0.0108497518485184
210,lambda,213.2618607,-418.5237215,-418.3063302,NA12,13,19.2302905,2.43683519117935e-05
211,ts ,213.7013068,-421.4026137,-421.2721789,NA 1111,13,16.2644418,0.00010736235275355
212,trc ,222.8138133,-437.6276267,-437.4090475,NA 107,13,0.127573200000029,0.342711370885558
213,src ,221.8335278,-437.6670555,-437.5366207,NA 104,13,0,0.365284027540728
214,bms ,214.8893296,-419.7786593,-419.4507904,30.61618569,13,18.0858303,4.31859554731034e-05
215,ous ,211.771817,-413.543634,-413.2157651,19.93183157,13,24.3208556,1.91171871381834e-06
216,ouma ,215.6306674,-419.2613347,-418.7997963,36.33281456,13,18.7368244,3.11875285082273e-05
