,model,lnL,AIC,AICc,timing,tree.no,delta,w
217,oumv ,215.0155162,-418.0310323,-417.5694938,37.17374937,13,19.9671269,1.68587032634595e-05
218,oumva ,216.0095813,-418.0191627,-417.4003781,a 35.6519644037181,13,20.1362426,1.54917742204668e-05
219,DensDep,211.345817137403,-418.691634274806,-418.627118145773,NA,13,18.909502554227,2.86077943520787e-05
220,JN,207.761421302913,-409.522842605826,-409.393112876096,NA,13,28.143507823904,2.8271288856795e-07
221,NIG,208.439799430834,-410.879598861668,-410.749869131938,NA,13,26.786751568062,5.57136338326245e-07
222,BM,213.9100724,-421.8201449,-421.6904151,NA13,14,22.0328272,1.02343436346596e-05
223,EB,224.6920607,-441.3841213,-441.16673,NA13,14,2.55651230000001,0.173495429930835
224,OU,214.661877,-421.3237541,-421.1063628,NA13,14,22.6168795,7.64248595908207e-06
225,kappa,214.861373,-421.7227459,-421.5053546,NA13,14,22.2178877,9.32984906707343e-06
226,delta,222.3449667,-436.6899333,-436.472542,NA13,14,7.25070030000001,0.0165942667397687
227,lambda,214.661877,-421.323754,-421.1063627,NA13,14,22.6168796,7.6424855769577e-06
228,ts ,217.9221527,-429.8443053,-429.7138705,NA 1112,14,14.0093718,0.000565367966647497
229,trc ,225.9709107,-443.9418215,-443.7232423,NA 8,14,0,0.622913340370833
230,src ,223.715147,-441.430294,-441.2998592,NA 8,14,2.42338309999997,0.185437121806667
231,bms ,220.041122,-430.082244,-429.7543751,53.95907434,14,13.9688672,0.000576934699445726
232,ous ,216.223627,-422.447254,-422.1193852,5.483725343,14,21.6038571,1.26826401057105e-05
233,ouma ,218.8201817,-425.6403634,-425.1788249,18.97492878,14,18.5444174,5.85542683054936e-05
234,oumv ,219.6241916,-427.2483832,-426.7868447,38.75510704,14,16.9363976,0.000130838519540128
235,oumva ,219.3653839,-424.7307678,-424.1119833,a 36.7381224884487,14,19.611259,3.43476357329982e-05
236,DensDep,215.52358920279,-427.047178405579,-426.982662276547,NA,14,16.740580023453,0.000144296855745848
237,JN,212.182467003618,-418.364934007235,-418.235204277505,NA,14,25.488038022495,1.81873949562271e-06
238,NIG,209.691611211584,-413.383222423168,-413.253492693439,NA,14,30.469749606561,1.50662639717392e-07
239,BM,212.7780854,-419.5561707,-419.426441,NA14,15,19.7127577,2.43789362877925e-05
240,EB,223.3317461,-438.6634922,-438.4461009,NA14,15,0.693097800000032,0.328913291248714
241,OU,212.7780855,-417.556171,-417.3387797,NA14,15,21.800419,8.58390417946772e-06
242,kappa,212.9836342,-417.9672684,-417.7498771,NA14,15,21.3893216,1.05427407506186e-05
243,delta,220.0050953,-432.0101907,-431.7927994,NA14,15,7.34639930000003,0.0118123242404498
244,lambda,212.7780855,-417.556171,-417.3387797,NA14,15,21.800419,8.58390417946772e-06
245,ts ,216.4093175,-426.818635,-426.6882003,NA 1113,15,12.4509984,0.000920207458117415
246,trc ,222.7951602,-437.5903204,-437.3717412,NA 108,15,1.76745750000003,0.192214957020421
247,src ,222.6348168,-439.2696335,-439.1391987,NA 105,15,0,0.465142152696954
248,bms ,217.1589871,-424.3179742,-423.9901053,44.50573008,15,15.1490934,0.000238782153007471
249,ous ,214.3634153,-418.7268306,-418.3989617,24.60798976,15,20.740237,1.45847993009334e-05
250,ouma ,218.9027835,-425.8055671,-425.3440286,22.7940792,15,13.7951701,0.000469896892311206
251,oumv ,217.0805617,-422.1611234,-421.6995849,40.83192096,15,17.4396138,7.59664231933143e-05
252,oumva ,217.3815746,-420.7631491,-420.1443646,a 44.3680311134327,15,18.9948341,3.49067874314606e-05
253,DensDep,213.205505891949,-422.411011783898,-422.346495654866,NA,15,16.792703045134,0.000104977581727973
254,JN,211.306758346082,-416.613516692163,-416.483786962433,NA,15,22.655411737567,5.59790529775109e-06
255,NIG,208.257500789858,-410.515001579717,-410.385271849987,NA,15,28.753926850013,2.65307676674781e-07
256,BM,212.4007092,-418.8014185,-418.6716887,NA15,16,19.1406371,4.78419437314379e-05
257,EB,223.0148585,-438.0297171,-437.8123258,NA15,16,0,0.685717688121775
258,OU,212.4007094,-416.8014188,-416.5840275,NA15,16,21.2282983,1.68453076227664e-05
259,kappa,212.57537,-417.1507401,-416.9333488,NA15,16,20.878977,2.00601004230377e-05
260,delta,219.07333,-430.1466601,-429.9292688,NA15,16,7.88305700000001,0.0133156163710313
261,lambda,212.4007094,-416.8014188,-416.5840275,NA15,16,21.2282983,1.68453076227664e-05
262,ts ,215.378293,-424.756586,-424.6261512,NA 1114,16,13.1861746,0.000939299128005264
263,trc ,221.5232158,-435.0464315,-434.8278523,NA 81,16,2.98447349999998,0.154196730770048
264,src ,220.4122469,-434.8244938,-434.694059,NA 106,16,3.11826680000001,0.14421894693594
265,bms ,217.5851125,-425.1702251,-424.8423562,26.14553182,16,12.9699696,0.00104653133976269
266,ous ,211.7438772,-413.4877543,-413.1598855,18.05747357,16,24.6524403,3.0404366459948e-06
267,ouma ,215.9940172,-419.9880343,-419.5264959,20.7691185,16,18.2858299,7.33546823781692e-05
268,oumv ,216.7331999,-421.4663998,-421.0048613,42.90918205,16,16.8074645,0.000153621078121882
269,oumva ,216.9110593,-419.8221187,-419.2033342,a 42.9091820521136,16,18.6089916,6.24099981095254e-05
270,DensDep,212.316394847598,-420.632789695196,-420.568273566164,NA,16,17.244052233836,0.00012349432106566
271,JN,206.575921281932,-407.151842563864,-407.022112834134,NA,16,30.790212965866,1.4129785155173e-07
272,NIG,212.39422773471,-418.788455469421,-418.658725739691,NA,16,19.153600060309,4.75328598651028e-05
273,BM,210.3876939,-414.7753877,-414.645658,NA16,17,21.3511236,1.30358195915192e-05
274,EB,221.5408226,-435.0816452,-434.8642539,NA16,17,1.13252770000003,0.320295367224208
275,OU,210.387694,-412.7753881,-412.5579968,NA16,17,23.4387848,4.58995546599682e-06
276,kappa,210.387694,-412.7753881,-412.5579968,NA16,17,23.4387848,4.58995546599682e-06
277,delta,218.0535258,-428.1070515,-427.8896602,NA16,17,8.10712140000004,0.00979573162811182
278,lambda,210.387694,-412.775388,-412.5579967,NA16,17,23.4387849,4.589955236499e-06
279,ts ,210.7766218,-415.5532436,-415.4228088,NA 1115,17,20.5739728,1.92262459402678e-05
280,trc ,222.1076804,-436.2153609,-435.9967816,NA 82,17,0,0.564255657733999
281,src ,219.3875059,-432.7750118,-432.644577,NA 81,17,3.35220459999999,0.105573262442583
282,bms ,212.9007061,-415.8014121,-415.4735433,44.26250949,17,20.5232383,1.97202015878171e-05
283,ous ,208.0861425,-406.172285,-405.8444162,38.05975344,17,30.1523654,1.59945846826576e-07
284,ouma ,207.9174237,-403.8348475,-403.373309,39.4464012,17,32.6234726,4.64920672195235e-08
285,oumv ,212.9165203,-413.8330406,-413.3715021,44.2625519,17,22.6252795,6.89380354815899e-06
286,oumva ,212.9078018,-411.8156035,-411.196819,a 44.2625438514753,17,24.7999626,2.32398043813422e-06
287,DensDep,208.033830786748,-412.067661573497,-412.003145444465,NA,17,23.993636155535,3.47795557901931e-06
288,JN,199.65673763468,-393.313475269359,-393.18374553963,NA,17,42.81303606037,2.84933337502072e-10
289,NIG,208.102442900562,-410.204885801124,-410.075156071394,NA,17,25.921625528606,1.32637539806319e-06
290,BM,212.7772498,-419.5544996,-419.4247699,NA17,18,28.404489,3.45924318961598e-07
291,EB,214.6783826,-421.3567652,-421.1393739,NA17,18,26.689885,8.15272179290656e-07
292,OU,212.7772498,-417.5544996,-417.3371083,NA17,18,30.4921506,1.21801079704769e-07
293,kappa,212.7772455,-417.554491,-417.3370997,NA17,18,30.4921592,1.21800555961253e-07
294,delta,219.1857825,-430.371565,-430.1541737,NA17,18,17.6750852,7.39335443820559e-05
295,lambda,212.7772498,-417.5544996,-417.3371083,NA17,18,30.4921506,1.21801079704769e-07
296,ts ,215.1442901,-424.2885802,-424.1581454,NA 1116,18,23.6711135,3.68825147533723e-06
297,trc ,227.9866531,-447.9733061,-447.7547269,NA 115,18,0.0745320000000333,0.490628862856317
298,src ,226.9798468,-447.9596937,-447.8292589,NA 118,18,0,0.509257591312141
299,bms ,216.8562581,-423.7125163,-423.3846474,38.96419088,18,24.4446115,2.50528748099804e-06
300,ous ,211.7189113,-413.4378225,-413.1099537,43.51581684,18,34.7193052,1.47141839011002e-08
301,ouma ,211.4476229,-410.8952458,-410.4337073,35.26680106,18,37.3955516,3.86008313113255e-09
302,oumv ,216.6452366,-421.2904732,-420.8289348,43.12526908,18,27.0003241,6.98058192623268e-07
303,oumva ,216.8609918,-419.7219836,-419.1031991,a 38.9618800184024,18,28.7260598,2.94545832688944e-07
304,DensDep,211.799487775454,-419.598975550907,-419.534459421875,NA,18,28.294799478125,3.65426359737927e-07
305,JN,217.256809294489,-428.513618588977,-428.383888859248,NA,18,19.445370040752,3.05090762236914e-05
306,NIG,208.797914438189,-411.595828876377,-411.466099146647,NA,18,36.363159753353,6.46811449377417e-09
307,BM,208.931136,-411.8622719,-411.7325422,NA18,19,24.3354319,3.01221742985239e-06
308,EB,219.2329572,-430.4659143,-430.248523,NA18,19,5.81945110000004,0.0315922430139193
309,OU,208.931136,-409.8622719,-409.6448806,NA18,19,26.4230935,1.06061157065478e-06
310,kappa,209.8777972,-411.7555944,-411.5382031,NA18,19,24.529771,2.73329255120028e-06
311,delta,215.2049574,-422.4099147,-422.1925234,NA18,19,13.8754507,0.000562655249550243
312,lambda,208.931136,-409.8622719,-409.6448806,NA18,19,26.4230935,1.06061157065478e-06
313,ts ,213.1605765,-420.3211529,-420.1907181,NA 1117,19,15.877256,0.000206802544185877
314,trc ,221.7325436,-435.4650871,-435.2465079,NA 116,19,0.821466200000032,0.384484726913806
315,src ,221.0992044,-436.1984089,-436.0679741,NA 119,19,0,0.579773300667366
316,bms ,214.7753512,-419.5507023,-419.2228335,43.13646714,19,16.8451406,0.000127462492544447
317,ous ,208.7979454,-407.5958909,-407.268022,53.13959613,19,28.7999521,3.2316779392753e-07
318,ouma ,208.89777,-405.79554,-405.3340016,38.55232339,19,30.7339725,1.22874249938029e-07
319,oumv ,214.8983868,-417.7967736,-417.3352351,39.64519984,19,18.732739,4.96015927543522e-05
320,oumva ,220.1306825,-426.261365,-425.6425805,a 21.7569060357832,19,10.4253936,0.00315800458031169
321,DensDep,209.864695414126,-415.729390828251,-415.664874699219,NA,19,20.403099400781,2.15169876156019e-05
322,JN,207.498469006317,-408.996938012634,-408.867208282905,NA,19,27.200765817095,7.18930589589153e-07
323,NIG,210.513190014933,-415.026380029865,-414.896650300136,NA,19,21.171323799864,1.46542521905999e-05
324,BM,210.7060923,-415.4121846,-415.2824549,NA19,20,26.4619522,1.44931057889835e-06
325,EB,223.5404185,-439.080837,-438.8634457,NA19,20,2.88096139999999,0.191297173583872
326,OU,210.7060923,-413.4121847,-413.1947934,NA19,20,28.5496137,5.10307002102784e-07
327,kappa,210.7060917,-413.4121834,-413.1947921,NA19,20,28.549615,5.10306670403338e-07
328,delta,218.1861638,-428.3723277,-428.1549364,NA19,20,13.5894707,0.00090445154334378
329,lambda,210.7060923,-413.4121847,-413.1947933,NA19,20,28.5496138,5.10306976587443e-07
330,ts ,185.7464323,-365.4928646,-365.3624298,NA 3,20,76.3819773,2.09491180255738e-17
331,trc ,224.9814932,-441.9629863,-441.7444071,NA 117,20,0,0.807795394280046
332,src ,199.9470802,-393.8941604,-393.7637256,NA 1110,20,47.9806815,3.07913525285905e-11
333,bms ,167.0782063,-324.1564126,-323.8285438,21.64397586,20,117.9158633,2.00538144674405e-26
334,ous ,168.3378,-326.6755999,-326.3477311,12.4549567,20,115.396676,7.06694260706001e-26
335,ouma ,177.4637277,-342.9274553,-342.4659169,31.7163477,20,99.2784902,2.23486420636283e-22
336,oumv ,179.3763199,-346.7526398,-346.2911013,33.98195988,20,95.4533058,1.51314092835118e-21
337,oumva ,179.4253797,-344.8507595,-344.2319749,a 36.3228841513669,20,97.5124322,5.40437855449992e-22
338,DensDep,170.679224174232,-337.358448348464,-337.293932219432,NA,20,104.450474880568,1.68332873200029e-23
339,JN,201.552273854482,-397.104547708964,-396.974817979234,NA,20,44.769589120766,1.53358769962549e-10
340,NIG,201.697675850647,-397.395351701295,-397.265621971565,NA,20,44.478785128435,1.77360090271684e-10
341,BM,209.5312885,-413.0625771,-412.9328474,NA20,21,29.4216023,2.02087947698173e-07
342,EB,222.5081556,-437.0163113,-436.79892,NA20,21,5.55552969999997,0.0307604178679492
343,OU,209.5312885,-411.0625771,-410.8451858,NA20,21,31.5092639,7.11558247736001e-08
344,kappa,208.7360822,-409.4721645,-409.2547732,NA20,21,33.0996765,3.21260069442813e-08
345,delta,217.4625639,-426.9251278,-426.7077365,NA20,21,15.6467132,0.000198024796620657
346,lambda,209.5312885,-411.062577,-410.8451857,NA20,21,31.509264,7.11558212158082e-08
347,ts ,209.3899764,-412.7799529,-412.6495181,NA 1118,21,29.7049316,1.75394607822979e-07
348,trc ,225.2444031,-442.4888062,-442.270227,NA 118,21,0.084222699999998,0.474320014196316
349,src ,224.2424423,-442.4848845,-442.3544497,NA 1111,21,0,0.494720808061435
350,bms ,210.3945106,-410.7890211,-410.4611523,44.63269987,21,31.8932974,5.87244072767816e-08
351,ous ,207.1450976,-404.2901952,-403.9623263,26.27795366,21,38.3921234,2.27832935943456e-09
352,ouma ,210.5853416,-409.1706832,-408.7091448,32.526805,21,33.6453049,2.4455415574729e-08
353,oumv ,210.5175323,-409.0350646,-408.5735261,39.72023662,21,33.7809236,2.28520844709973e-08
354,oumva ,210.7005033,-407.4010065,-406.782222,a 40.6987152775994,21,35.5722277,9.3314488042857e-09
355,DensDep,205.853327750408,-407.706655500815,-407.642139371783,NA,21,34.712310328217,1.43442472479648e-08
356,JN,207.459135646576,-408.918271293152,-408.788541563422,NA,21,33.565908136578,2.54457839461503e-08
357,NIG,207.470078152792,-408.940156305584,-408.810426575855,NA,21,33.544023124145,2.57257535863407e-08
358,BM,213.2298341,-420.4596681,-420.3299384,NA21,22,22.7089041,7.84580485026481e-06
359,EB,218.1258289,-428.2516578,-428.0342665,NA21,22,15.004576,0.000369497149162202
360,OU,213.2298348,-418.4596697,-418.2422784,NA21,22,24.7965641,2.76253565891546e-06
361,kappa,213.3802519,-418.7605037,-418.5431124,NA21,22,24.4957301,3.21094721113758e-06
362,delta,217.2098117,-426.4196235,-426.2022322,NA21,22,16.8366103,0.000147839300285566
363,lambda,213.2298348,-418.4596697,-418.2422784,NA21,22,24.7965641,2.76253565891546e-06
364,ts ,218.3035864,-430.6071729,-430.4767381,NA 1119,22,12.5621044,0.00125310384049926
365,trc ,224.9140033,-441.8280066,-441.6094274,NA 109,22,1.42941509999997,0.32765728390351
366,src ,224.5846387,-443.1692773,-443.0388425,NA 107,22,0,0.669596803878167
367,bms ,217.9214858,-425.8429715,-425.5151027,38.77025295,22,17.5237398,0.000104853184093024
368,ous ,212.7868658,-415.5737316,-415.2458627,54.33038616,22,27.7929798,6.17510704730231e-07
369,ouma ,220.9451215,-429.8902429,-429.4287045,22.91103346,22,13.610138,0.000742009484154635
370,oumv ,217.9215201,-423.8430401,-423.3815016,38.77019163,22,19.6573409,3.60807894307678e-05
371,oumva ,217.379553,-420.7591059,-420.1403214,a 41.3504589656992,22,22.8985211,7.13612901781671e-06
372,DensDep,214.314206554049,-424.628413108099,-424.563896979067,NA,22,18.474945520933,6.51673296588576e-05
373,JN,211.501092385119,-417.002184770239,-416.872455040509,NA,22,26.166387459491,1.39269023183542e-06
374,NIG,211.660266374414,-417.320532748828,-417.190803019098,NA,22,25.848039480902,1.63298770441513e-06
375,BM,208.8575176,-411.7150351,-411.5853054,NA22,23,19.8090638,3.25831785386044e-05
376,EB,213.0418825,-418.083765,-417.8663737,NA22,23,13.5279955,0.000753199632942924
377,OU,208.8575176,-409.7150351,-409.4976438,NA22,23,21.8967254,1.14726433172681e-05
378,kappa,209.523037,-411.0460739,-410.8286826,NA22,23,20.5656866,2.23200362017212e-05
379,delta,215.1376674,-422.2753348,-422.0579435,NA22,23,9.33642570000001,0.0061248846920792
380,lambda,208.8575176,-409.7150351,-409.4976438,NA22,23,21.8967254,1.14726433172681e-05
381,ts ,212.3832529,-418.7665059,-418.6360711,NA 1120,23,12.7582981,0.00110674550421406
382,trc ,219.1397709,-430.2795419,-430.0609626,NA 1010,23,1.33340660000005,0.33491255921001
383,src ,218.762402,-431.524804,-431.3943692,NA 1112,23,0,0.652344489465505
384,bms ,213.0905416,-416.1810832,-415.8532144,38.11940217,23,15.5411548,0.000275269511471212
385,ous ,210.1626182,-410.3252365,-409.9973676,11.77418233,23,21.3970016,1.47291313824606e-05
386,ouma ,216.2440452,-420.4880905,-420.026552,15.93905805,23,11.3678172,0.00221812929440939
387,oumv ,213.0904627,-414.1809253,-413.7193869,38.11945329,23,17.6749823,9.4711640222319e-05
388,oumva ,217.1568457,-420.3136915,-419.6949069,a 20.5103691302463,23,11.6994623000001,0.0018791914987214
389,DensDep,209.534036003406,-415.068072006813,-415.003555877781,NA,23,16.390813322219,0.000179993618654662
390,JN,208.262122738328,-410.524245476656,-410.394515746926,NA,23,20.999853453074,1.79645672705838e-05
391,NIG,204.113995347237,-402.227990694475,-402.098260964745,NA,23,29.296108235255,2.83731741845778e-07
392,BM,213.4410745,-420.8821489,-420.7524192,NA23,24,24.0491204,3.46774237984658e-06
393,EB,224.6653962,-441.3307925,-441.1134012,NA23,24,3.68813840000001,0.0914908980291479
394,OU,213.4410745,-418.8821489,-418.6647576,NA23,24,26.136782,1.22100338961765e-06
395,kappa,213.4410742,-418.8821483,-418.664757,NA23,24,26.1367826,1.22100302331671e-06
396,delta,214.1087404,-420.2174809,-420.0000896,NA23,24,24.80145,2.38056765851347e-06
397,lambda,213.4410744,-418.8821489,-418.6647576,NA23,24,26.136782,1.22100338961765e-06
398,ts ,215.5286485,-425.0572969,-424.9268621,NA 1121,24,19.8746775,2.79586105304165e-05
399,trc ,226.5100594,-445.0201188,-444.8015396,NA 9,24,0,0.578424884111685
400,src ,224.9048827,-443.8097655,-443.6793307,NA 9,24,1.12220890000003,0.330036826022585
401,bms ,214.5384908,-419.0769816,-418.7491127,39.91623251,24,26.0524269,1.2736038018499e-06
402,ous ,210.9276412,-411.8552823,-411.5274135,16.37947378,24,33.2741261,3.44240758936509e-08
403,ouma ,213.7247967,-415.4495934,-414.988055,18.8938989,24,29.8134846,1.94236589629157e-07
404,oumv ,214.4797844,-416.9595688,-416.4980303,35.96109819,24,28.3035093,4.13254902622668e-07
405,oumva ,218.2027433,-422.4054866,-421.7867021,a 24.8267182935922,24,23.0148375,5.81618891252416e-06
406,DensDep,211.941072660396,-419.882145320793,-419.81762919176,NA,24,24.98391040824,2.17300014304871e-06
407,JN,207.752818229271,-409.505636458542,-409.375906728813,NA,24,35.425632871187,1.1740011742507e-08
408,NIG,206.986856318615,-407.973712637229,-407.843982907499,NA,24,36.957556692501,5.45777339765821e-09
409,BM,211.670329,-417.340658,-417.2109283,NA24,25,31.5488826,9.57981458455076e-08
410,EB,225.0705714,-442.1411428,-441.9237515,NA24,25,6.83605940000001,0.0222678597582022
411,OU,211.6703292,-415.3406584,-415.1232671,NA24,25,33.6365438,3.37308460023508e-08
412,kappa,211.6703278,-415.3406556,-415.1232643,NA24,25,33.6365466,3.37307987791993e-08
413,delta,220.2953149,-432.5906298,-432.3732385,NA24,25,16.3865724,0.000187849883412134
414,lambda,211.6703292,-415.3406583,-415.123267,NA24,25,33.6365439,3.37308443158081e-08
415,ts ,211.4132231,-416.8264462,-416.6960114,NA 1122,25,32.0637995,7.40532834234809e-08
416,trc ,228.4891951,-448.9783901,-448.7598109,NA 1011,25,0,0.679375553363899
417,src ,226.6216072,-447.2432145,-447.1127797,NA 108,25,1.64703120000001,0.298168413365973
418,bms ,211.941,-413.8819999,-413.5541311,47.70856111,25,35.2056798,1.53919513064869e-08
419,ous ,207.4715637,-404.9431274,-404.6152586,60.42415411,25,44.1445523,1.76295886957839e-10
420,ouma ,206.8537675,-401.707535,-401.2459966,39.05326587,25,47.5138143,3.27051565895427e-11
421,oumv ,211.7524921,-411.5049841,-411.0434457,40.02480307,25,37.7163652,4.38637010788597e-09
422,oumva ,214.5830716,-415.1661433,-414.5473587,a 33.3272736589703,25,34.2124522,2.52912511190681e-08
423,DensDep,207.691635674815,-411.383271349631,-411.318755220599,NA,25,37.441055679401,5.03370750261645e-09
424,JN,190.553515307005,-375.10703061401,-374.97730088428,NA,25,73.78251001572,6.46310832188714e-17
425,NIG,207.928884612657,-409.857769225314,-409.728039495585,NA,25,39.031771404415,2.2723145285768e-09
426,BM,212.1601645,-418.3203291,-418.1905994,NA25,26,20.6881678,1.72657494092566e-05
427,EB,221.8337199,-435.6674397,-435.4500484,NA25,26,3.42871880000001,0.0966111305038592
428,OU,212.1601645,-416.3203291,-416.1029378,NA25,26,22.7758294,6.07932661766083e-06
429,kappa,212.2349298,-416.4698595,-416.2524682,NA25,26,22.626299,6.55127139010196e-06
430,delta,217.7251379,-427.4502759,-427.2328846,NA25,26,11.6458826,0.00158742317543681
431,lambda,212.1601645,-416.3203289,-416.1029376,NA25,26,22.7758296,6.07932600972824e-06
432,ts ,215.8523581,-425.7047162,-425.5742814,NA 1123,26,13.3044858,0.000692678340400476
433,trc ,223.1587543,-438.3175086,-438.0989294,NA 119,26,0.779837800000053,0.363265676296714
434,src ,222.504601,-439.009202,-438.8787672,NA 1113,26,0,0.536492915627232
435,bms ,218.0906023,-426.1812046,-425.8533357,14.58291891,26,13.0254315,0.000796393082483863
436,ous ,211.805683,-413.611366,-413.2834972,51.94020984,26,25.59527,1.484641956085e-06
437,ouma ,211.9596956,-411.9193911,-411.4578527,33.50893751,26,27.4209145,5.95920140210659e-07
438,oumv ,216.3883803,-420.7767606,-420.3152221,30.69017268,26,18.5635451,4.99506783793366e-05
439,oumva ,219.2944492,-424.5888984,-423.9701139,a 15.0939359995222,26,14.9086533,0.000310592569125412
440,DensDep,213.321162320166,-422.642324640332,-422.5778085113,NA,26,16.3009586887,0.000154830240140199
441,JN,208.270861518637,-410.541723037274,-410.411993307544,NA,26,28.466773892456,3.53250334654978e-07
442,NIG,194.502729861722,-383.005459723445,-382.875729993715,NA,26,56.003037206285,3.7038976495308e-13
443,BM,215.5383843,-425.0767685,-424.9470388,NA26,27,20.6551039,2.24851501311749e-05
444,EB,223.4673672,-438.9347345,-438.7173432,NA26,27,6.88479949999999,0.0219826172966293
445,OU,215.5383843,-423.0767685,-422.8593772,NA26,27,22.7427655,7.91709461630816e-06
446,kappa,215.9545668,-423.9091337,-423.6917424,NA26,27,21.9104003,1.20036035092693e-05
447,delta,220.2152806,-432.4305611,-432.2131698,NA26,27,13.3889729,0.000850581809542604
448,lambda,215.5383843,-423.0767685,-422.8593772,NA26,27,22.7427655,7.91709461630816e-06
449,ts ,220.7756115,-435.551223,-435.4207882,NA 1124,27,10.1813545,0.00422903789063899
450,trc ,226.0275235,-444.055047,-443.8364677,NA 1110,27,1.76567499999999,0.284238668751847
451,src ,225.8662887,-445.7325774,-445.6021427,NA 1114,27,0,0.687218140598801
452,bms ,220.8285954,-431.6571908,-431.329322,35.91656375,27,14.2728207,0.000546752754310075
453,ous ,216.8907317,-423.7814634,-423.4535946,9.875837625,27,22.1485481,1.06561053175013e-05
454,ouma ,218.388389,-424.776778,-424.3152395,1.019381802,27,21.2869032,1.63946563127869e-05
455,oumv ,220.828482,-429.6569639,-429.1954254,35.91638167,27,16.4067173,0.00018811404422853
456,oumva ,220.845016,-427.6900319,-427.0712474,a 35.916522175696,27,18.5308953,6.50371989116676e-05
457,DensDep,217.785852772178,-431.571705544355,-431.507189415323,NA,27,14.094953284677,0.000597605241567359
458,JN,214.204203419714,-422.408406839428,-422.278677109699,NA,27,23.323465590301,5.9220001321699e-06
459,NIG,210.519764511445,-415.039529022889,-414.90979929316,NA,27,30.69234340684,1.4870888795225e-07
460,BM,213.7808545,-421.561709,-421.4319793,NA27,28,20.1265449,2.81211342070265e-05
461,EB,222.5281612,-437.0563224,-436.8389311,NA27,28,4.7195931,0.0623174835764324
462,OU,213.7808545,-419.561709,-419.3443177,NA27,28,22.2142065,9.90154297107596e-06
463,kappa,213.7708636,-419.5417272,-419.3243359,NA27,28,22.2341883,9.80311018027083e-06
464,delta,218.5334752,-429.0669504,-428.8495591,NA27,28,12.7089651,0.00114746598714203
465,lambda,213.7808545,-419.561709,-419.3443177,NA27,28,22.2142065,9.90154297107596e-06
466,ts ,220.1673017,-434.3346033,-434.2041685,NA 1125,28,7.35435570000004,0.0166908509447301
467,trc ,223.8658758,-439.7317516,-439.5131723,NA 1012,28,2.04535190000001,0.237308889006054
468,src ,223.8444795,-441.688959,-441.5585242,NA 109,28,0,0.659867179560648
469,bms ,219.4220999,-428.8441998,-428.516331,35.56710982,28,13.0421932,0.000971360096435098
470,ous ,214.8852732,-419.7705464,-419.4426776,8.580959737,28,22.1158466,1.04006733647359e-05
471,ouma ,222.397149,-432.7942979,-432.3327595,16.07835955,28,9.22576470000001,0.00654797748912485
472,oumv ,219.4218639,-426.8437278,-426.3821894,35.60563581,28,15.1763348,0.000334162182229532
473,oumva ,224.1761847,-434.3523695,-433.733585,a 15.8966292950999,28,7.82493920000002,0.0131914510450896
474,DensDep,216.755150902369,-429.510301804737,-429.445785675705,NA,28,12.112738524295,0.00154599746358144
475,JN,202.226574914453,-398.453149828905,-398.323420099176,NA,28,43.235104100824,2.69819268303703e-10
476,NIG,212.647581182725,-419.295162365449,-419.16543263572,NA,28,22.39309156428,9.05437501998095e-06
477,BM,215.0722244,-424.1444488,-424.0147191,NA28,29,21.7050904,1.29196262143638e-05
478,EB,223.6116777,-439.2233554,-439.0059641,NA28,29,6.71384539999997,0.0232572006201411
479,OU,215.0722244,-422.1444488,-421.9270575,NA28,29,23.792752,4.54904248135916e-06
480,kappa,215.072481,-422.144962,-421.9275707,NA28,29,23.7922388,4.55020991543527e-06
481,delta,219.6472704,-431.2945407,-431.0771494,NA28,29,14.6426601,0.000441404954008543
482,lambda,215.0722244,-422.1444488,-421.9270575,NA28,29,23.792752,4.54904248135916e-06
483,ts ,220.1587584,-434.3175169,-434.1870821,NA 1126,29,11.5327274,0.00209002031949742
484,trc ,226.1902,-444.3804,-444.1618208,NA 1111,29,1.55798870000001,0.306293299558107
485,src ,225.9251221,-445.8502443,-445.7198095,NA 1115,29,0,0.667498730351207
486,bms ,215.5400192,-421.0800384,-420.7521696,65.74299236,29,24.9676399,2.52811209621608e-06
487,ous ,215.7097815,-421.4195631,-421.0916942,-0.029219113,29,24.6281153,2.9958713290697e-06
488,ouma ,214.8945232,-417.7890465,-417.327508,31.30565888,29,28.3923015,4.56184483209859e-07
489,oumv ,219.5025342,-427.0050684,-426.5435299,34.09814303,29,19.1762796,4.57482238107521e-05
490,oumva ,219.520658,-425.0413159,-424.4225314,a 34.0981023081569,29,21.2972781,1.58418269447921e-05
491,DensDep,217.263746345463,-430.527492690926,-430.462976561894,NA,29,15.256832938106,0.000324691758893025
492,JN,211.613833732019,-417.227667464038,-417.097937734308,NA,29,28.621871765692,4.0671478396911e-07
493,NIG,210.283989838494,-414.567979676989,-414.438249947259,NA,29,31.281559552741,1.07583605380961e-07
494,BM,213.2900594,-420.5801188,-420.4503891,NA29,30,23.8325929,3.82561120527717e-06
495,EB,217.3813464,-426.7626928,-426.5453015,NA29,30,17.7376805,8.05738734920957e-05
496,OU,213.2900594,-418.5801188,-418.3627275,NA29,30,25.9202545,1.34701016896459e-06
497,kappa,213.1255402,-418.2510804,-418.0336891,NA29,30,26.2492929,1.14267070562909e-06
498,delta,-1e+200,2e+200,2e+200,NA29,30,2e+200,0
499,lambda,213.2900594,-418.5801188,-418.3627275,NA29,30,25.9202545,1.34701016896459e-06
