,model,lnL,AIC,AICc,timing,tree.no,delta,w
1,BM,66.09464496,-126.1892899,-125.9366583,NA,1,7.2557386,0.008540305
2,EB,66.09464107,-124.1892821,-123.7637502,NA,1,9.4286467,0.002881591
3,OU,68.16647159,-128.3329432,-127.9074113,NA,1,5.2849856,0.022877943
4,kappa,69.86436241,-131.7287248,-131.3031929,NA,1,1.889204,0.124968797
5,delta,68.78720804,-129.5744161,-129.1488842,NA,1,4.0435127,0.042559782
6,lambda,68.16647158,-128.3329432,-127.9074112,,1,5.2849857,0.022877942
7,TS,66.80176462,-127.6035292,-127.3482101,3,1,5.8441868,0.017297685
8,TRC,69.94690361,-131.8938072,-131.4636997,7,1,1.7286972,0.13541139
9,SRC,69.72385803,-133.4477161,-133.1923969,11,1,0,0.321393452
10,BMS,69.53619835,-129.0723967,-128.4272354,NAS 41.1945788703423,1,4.7651615,0.029668484
11,OUS,67.23246817,-124.4649363,-123.819775,NAS 41.7802564742501,1,9.3726219,0.002963453
12,OUMA,70.54846169,-129.0969234,-128.1838799,NAMA 41.1944801567271,1,5.008517,0.026269474
13,OUMV,68.43641123,-124.8728225,-123.959779,NAMV 43.6837935757768,1,9.2326179,0.003178334
14,OUMVA,68.38570022,-122.7714004,-121.5406312,NAMVA 64.463867250637,1,11.6517657,0.000948174
15,DensDep,66.76566095,-129.5313219,-129.4063219,NA,1,3.786075,0.048406233
16,JN,68.81019192,-131.6203838,-131.3677523,NA,1,1.8246446,0.129068566
17,NIG,67.92282772,-129.8456554,-129.5930239,NA,1,3.599373,0.053142638
18,BMJN,66.75448003,-125.5089601,-125.0834282,NA,1,8.1089687,0.005574384
19,BMNIG,65.71502812,-123.4300562,-123.0045243,NA,1,10.1878726,0.001971372
20,BM,66.14877882,-126.2975576,-126.0449261,NA1,2,6.353497,0.008866843
21,EB,69.58995437,-131.1799087,-130.7543768,NA1,2,1.6440463,0.093414277
22,OU,66.14877883,-124.2975577,-123.8720257,NA1,2,8.5263974,0.00299178
23,kappa,70.30788705,-132.6157741,-132.1902422,NA1,2,0.2081809,0.191517061
24,delta,67.60442765,-127.2088553,-126.7833234,NA1,2,5.6150997,0.012826553
25,lambda,66.14877882,-124.2975576,-123.8720257,1,2,8.5263974,0.00299178
26,TS,62.85570936,-119.7114187,-119.4560996,31,2,12.9423235,0.000328869
27,TRC,70.41426533,-132.8285307,-132.3984231,6,2,0,0.21252664
28,SRC,68.66303164,-131.3260633,-131.0707441,111,2,1.327679,0.109423738
29,BMS,70.66730946,-131.3346189,-130.6894576,NAS 45.4208625653439,2,1.7089655,0.090430771
30,OUS,67.80627117,-125.6125423,-124.9673811,NAS 45.5696749362117,2,7.431042,0.005173484
31,OUMA,71.51761001,-131.03522,-130.1221765,NAMA 45.4207848495608,2,2.2762466,0.068097741
32,OUMV,71.4986557,-130.9973114,-130.0842679,NAMV 55.0209519942234,2,2.3141552,0.066819152
33,OUMVA,73.16806175,-132.3361235,-131.1053543,NAMVA 43.2366000687167,2,1.2930688,0.111333806
34,DensDep,62.08238173,-120.1647635,-120.0397635,NA,2,12.3586596,0.000440316
35,JN,66.72786702,-127.455734,-127.2031025,NA,2,5.1953206,0.01582209
36,NIG,65.61847354,-125.2369471,-124.9843155,NA,2,7.4141076,0.005217475
37,BMJN,60.99321357,-113.9864271,-113.5608952,NA,2,18.8375279,1.73E-05
38,BMNIG,65.61843344,-123.2368669,-122.811335,NA,2,9.5870881,0.001760369
39,BM,66.37592007,-126.7518401,-126.4992086,NA2,3,7.374009,0.010955684
40,EB,69.45545262,-130.9109052,-130.4853733,NA2,3,3.3878443,0.080394097
41,OU,66.37592008,-124.7518402,-124.3263082,NA2,3,9.5469094,0.003696581
42,kappa,69.96063628,-131.9212726,-131.4957407,NA2,3,2.3774769,0.133236328
43,delta,67.57683143,-127.1536629,-126.728131,NA2,3,7.1450866,0.01228427
44,lambda,66.37592007,-124.7518401,-124.3263082,2,3,9.5469094,0.003696581
45,TS,56.54135772,-107.0827154,-106.8273963,32,3,27.0458213,5.86E-07
46,TRC,71.15166254,-134.3033251,-133.8732176,71,3,0,0.437406471
47,SRC,64.74019871,-123.4803974,-123.2250783,10,3,10.6481393,0.00213143
48,BMS,71.20589107,-132.4117821,-131.7666208,NAS 44.0891785119158,3,2.1065968,0.152560998
49,OUS,59.53948969,-109.0789794,-108.4338181,NAS 45.1434690667692,3,25.4393995,1.31E-06
50,OUMA,71.42776392,-130.8555278,-129.9424844,NAMA 45.0189039023192,3,3.9307332,0.061282621
51,OUMV,65.85108118,-119.7021624,-118.7891189,NAMV 54.5986426472638,3,15.0840987,0.000231961
52,OUMVA,71.77811322,-129.5562264,-128.3254572,NAMVA 45.018903882008,3,5.5477604,0.027302621
53,DensDep,55.94573953,-107.8914791,-107.7664791,NA,3,26.1067385,9.37E-07
54,JN,68.02965132,-130.0593026,-129.8066711,NA,3,4.0665465,0.057259276
55,NIG,63.96721655,-121.9344331,-121.6818015,NA,3,12.1914161,0.000985264
56,BMJN,67.85555298,-127.711106,-127.285574,NA,3,6.5876436,0.016232917
57,BMNIG,63.98990048,-119.979801,-119.554269,NA,3,14.3189486,0.000340067
58,BM,64.64460754,-123.2892151,-123.0365835,NA3,4,6.2104025,0.012405775
59,EB,67.31055851,-126.621117,-126.1955851,NA3,4,3.0514009,0.060199428
60,OU,64.64460754,-121.2892151,-120.8636832,NA3,4,8.3833028,0.004185859
61,kappa,68.17466044,-128.3493209,-127.923789,NA3,4,1.323197,0.142845669
62,delta,65.5383457,-123.0766914,-122.6511595,NA3,4,6.5958265,0.010231284
63,lambda,64.64460754,-121.2892151,-120.8636832,3,4,8.3833028,0.004185859
64,TS,55.27249681,-104.5449936,-104.2896745,33,4,24.9573115,1.05E-06
65,TRC,67.53419379,-127.0683876,-126.6382801,72,4,2.6087059,0.075114255
66,SRC,54.6792901,-103.3585802,-103.103261,112,4,26.143725,5.82E-07
67,BMS,69.33237747,-128.6647549,-128.0195937,NAS 31.728129253271,4,1.2273923,0.14985485
68,OUS,54.93861238,-99.87722477,-99.23206348,NAS 34.8843894223772,4,30.01492252,8.41E-08
69,OUMA,71.00167099,-130.003342,-129.0902985,NAMA 31.728112500004,4,0.1566875,0.255959584
70,OUMV,67.34120814,-122.6824163,-121.7693728,NAMV 49.1625766023138,4,7.4776132,0.006583435
71,OUMVA,64.56017572,-115.1203514,-113.8895822,NAMVA 34.4396810826677,4,15.3574038,0.000128049
72,DensDep,49.66833547,-95.33667094,-95.21167094,NA,4,34.03531506,1.13E-08
73,JN,67.7498088,-129.4996176,-129.246986,NA,4,0,0.276818846
74,NIG,62.26978237,-118.5395647,-118.2869332,NA,4,10.9600528,0.001154119
75,BMJN,56.40362928,-104.8072586,-104.3817266,NA,4,24.8652594,1.10E-06
76,BMNIG,62.10469984,-116.2093997,-115.7838678,NA,4,13.4631182,0.000330154
77,BM,68.49634194,-130.9926839,-130.7400523,NA4,5,8.8241062,0.007331127
78,EB,72.0695663,-136.1391326,-135.7136007,NA4,5,3.8505578,0.088137971
79,OU,68.496342,-128.992684,-128.5671521,NA4,5,10.9970064,0.002473611
80,kappa,71.12008625,-134.2401725,-133.8146406,NA4,5,5.7495179,0.034104297
81,delta,57.08812171,-106.1762434,-105.7507115,NA4,5,33.813447,2.75E-08
82,lambda,68.496342,-128.992684,-128.5671521,4,5,10.9970064,0.002473611
83,TS,61.98184156,-117.9636831,-117.708364,34,5,21.8557945,1.08E-05
84,TRC,73.99713301,-139.994266,-139.5641585,8,5,0,0.604367427
85,SRC,67.59725767,-129.1945153,-128.9391962,113,5,10.6249623,0.002979338
86,BMS,72.34458224,-134.6891645,-134.0440032,NAS 34.0201364767429,5,5.5201553,0.038248513
87,OUS,60.17090179,-110.3418036,-109.6966423,NAS 36.89772117405,5,29.8675162,1.98E-07
88,OUMA,74.44958871,-136.8991774,-135.9861339,NAMA 34.01996908186,5,3.5780246,0.101005001
89,OUMV,72.76864725,-133.5372945,-132.624251,NAMV 49.3261324979006,5,6.9399075,0.01880699
90,OUMVA,74.31598874,-134.6319775,-133.4012082,NAMVA 34.0200271424373,5,6.1629503,0.027735334
91,DensDep,58.98113132,-113.9622626,-113.8372626,NA,5,25.7268959,1.57E-06
92,JN,70.76597947,-135.5319589,-135.2793274,NA,5,4.2848311,0.0709352
93,NIG,66.45206872,-126.9041374,-126.6515059,NA,5,12.9126526,0.000949192
94,BMJN,65.4025254,-122.8050508,-122.3795189,NA,5,17.1846396,0.000112125
95,BMNIG,66.47477205,-124.9495441,-124.5240122,NA,5,15.0401463,0.000327623
96,BM,65.64947782,-125.2989556,-125.0463241,NA5,6,8.9986614,0.006669033
97,EB,67.95691224,-127.9138245,-127.4882926,NA5,6,6.5566929,0.022611511
98,OU,65.64947783,-123.2989557,-122.8734237,NA5,6,11.1715618,0.002250212
99,kappa,69.50597516,-131.0119503,-130.5864184,NA5,6,3.4585671,0.106433672
100,delta,66.36289912,-124.7257982,-124.3002663,NA5,6,9.7447192,0.004592598
101,lambda,65.64947782,-123.2989556,-122.8734237,5,6,11.1715618,0.002250212
102,TS,60.42158397,-114.8431679,-114.5878488,35,6,19.4571367,3.57E-05
103,TRC,68.04713676,-128.0942735,-127.664166,5,6,6.3808195,0.024689938
104,SRC,63.32956896,-120.6591379,-120.4038188,114,6,13.6411667,0.000654569
105,BMS,68.44462628,-126.8892526,-126.2440913,NAS 35.4482374983166,6,7.8008942,0.012138211
106,OUS,59.23969308,-108.4793862,-107.8342249,NAS 37.5845207347244,6,26.2107606,1.22E-06
107,OUMA,70.9688441,-129.9376882,-129.0246447,NAMA 35.4481274307336,6,5.0203408,0.048746585
108,OUMV,63.23403089,-114.4680618,-113.5550183,NAMV 50.7453585517332,6,20.4899672,2.13E-05
109,OUMVA,73.35293234,-132.7058647,-131.4750954,NAMVA 35.8458284144556,6,2.5698901,0.16597887
110,DensDep,58.34141405,-112.6828281,-112.5578281,NA,6,21.4871574,1.29E-05
111,JN,70.14880855,-134.2976171,-134.0449855,NA,6,0,0.599925536
112,NIG,63.29276397,-120.5855279,-120.3328964,NA,6,13.7120891,0.000631764
113,BMJN,50.65534528,-93.31069055,-92.88515864,NA,6,41.15982686,6.92E-10
114,BMNIG,65.69544775,-123.3908955,-122.9653636,NA,6,11.0796219,0.002356069
115,BM,65.25243269,-124.5048654,-124.2522338,NA6,7,9.3206307,0.003667215
116,EB,69.52635975,-131.0527195,-130.6271876,NA6,7,2.9456769,0.088846435
117,OU,65.2524327,-122.5048654,-122.0793335,NA6,7,11.493531,0.001237363
118,kappa,70.99919822,-133.9983964,-133.5728645,NA6,7,0,0.387512413
119,delta,47.8512731,-87.70254621,-87.27701429,NA6,7,46.29585021,3.43E-11
120,lambda,65.25243269,-122.5048654,-122.0793335,6,7,11.493531,0.001237363
121,TS,54.33264287,-102.6652857,-102.4099666,36,7,31.1628979,6.63E-08
122,TRC,69.80751011,-131.6150202,-131.1849127,61,7,2.3879518,0.11742173
123,SRC,63.22918002,-120.45836,-120.2030409,115,7,13.3698236,0.000484245
124,BMS,69.42358088,-128.8471618,-128.2020005,NAS 40.3585869563002,7,5.370864,0.026425141
125,OUS,55.31128545,-100.6225709,-99.97740961,NAS 41.3152932562493,7,33.59545489,1.96E-08
126,OUMA,72.8496221,-133.6992442,-132.7862007,NAMA 40.3585361533847,7,0.7866638,0.261495214
127,OUMV,69.42375642,-126.8475128,-125.9344694,NAMV 40.3585361927135,7,7.6383951,0.008504116
128,OUMVA,72.97990539,-131.9598108,-130.7290416,NAMVA 40.3585467798522,7,2.8438229,0.093488313
129,DensDep,50.49984586,-96.99969172,-96.87469172,NA,7,36.69817278,4.16E-09
130,JN,65.66444449,-125.328889,-125.0762574,NA,7,8.4966071,0.005536953
131,NIG,65.0837822,-124.1675644,-123.9149328,NA,7,9.6579317,0.003098078
132,BMJN,50.20591961,-92.41183922,-91.98630731,NA,7,41.58655719,3.61E-10
133,BMNIG,65.08378219,-122.1675644,-121.7420325,NA,7,11.830832,0.001045329
134,BM,66.19956552,-126.399131,-126.1464995,NA7,8,6.3200978,0.016370091
135,EB,69.95840225,-131.9168045,-131.4912726,NA7,8,0.9753247,0.236948419
136,OU,66.19956553,-124.3991311,-123.9735992,NA7,8,8.4929981,0.005523467
137,kappa,69.09897048,-130.197941,-129.772409,NA7,8,2.6941883,0.100324575
138,delta,67.55024761,-127.1004952,-126.6749633,NA7,8,5.791634,0.0213209
139,lambda,66.19956553,-124.3991311,-123.9735992,7,8,8.4929981,0.005523467
140,TS,60.26359952,-114.527199,-114.2718799,37,8,18.1947174,4.32E-05
141,TRC,70.44835239,-132.8967048,-132.4665973,73,8,0,0.38587166
142,SRC,65.10996823,-124.2199365,-123.9646173,116,8,8.50198,0.005498717
143,BMS,56.74577051,-103.491541,-102.8463797,NAS 60.902283601877,8,29.6202176,1.43E-07
144,OUS,61.613694,-113.227388,-112.5822267,NAS 39.419784474507,8,19.8843706,1.86E-05
145,OUMA,71.45414344,-130.9082869,-129.9952434,NAMA 39.2306884855802,8,2.4713539,0.112148948
146,OUMV,70.71870755,-129.4374151,-128.5243716,NAMV 52.8874977504671,8,3.9422257,0.053752597
147,OUMVA,71.80358677,-129.6071735,-128.3764043,NAMVA 39.2307365366406,8,4.090193,0.049919331
148,DensDep,58.23704581,-112.4740916,-112.3490916,NA,8,20.1175057,1.65E-05
149,JN,65.04592189,-124.0918438,-123.8392122,NA,8,8.6273851,0.005164521
150,NIG,63.60902627,-121.2180525,-120.965421,NA,8,11.5011763,0.001227423
151,BMJN,58.53416431,-109.0683286,-108.6427967,NA,8,23.8238006,2.59E-06
152,BMNIG,63.36622809,-118.7324562,-118.3069243,NA,8,14.159673,0.00032487
153,BM,65.8146219,-125.6292438,-125.3766122,NA8,9,10.6207281,0.003251022
154,EB,68.65903023,-129.3180605,-128.8925286,NA8,9,7.1048117,0.018857818
155,OU,65.81462191,-123.6292438,-123.2037119,NA8,9,12.7936284,0.001096934
156,kappa,70.24650284,-132.4930057,-132.0674738,NA8,9,3.9298665,0.092240579
157,delta,66.56599429,-125.1319886,-124.7064567,NA8,9,11.2908836,0.002325399
158,lambda,65.81462191,-123.6292438,-123.2037119,8,9,12.7936284,0.001096934
159,TS,61.1387019,-116.2774038,-116.0220847,38,9,19.9752556,3.02E-05
160,TRC,72.21372393,-136.4274479,-135.9973403,10,9,0,0.658084543
161,SRC,64.80303412,-123.6060682,-123.3507491,117,9,12.6465912,0.001180618
162,BMS,71.41454749,-132.829095,-132.1839337,NAS 29.3539561374562,9,3.8134066,0.097771205
163,OUS,60.84957059,-111.6991412,-111.0539799,NAS 31.7127629999981,9,24.9433604,2.52E-06
164,OUMA,72.15827581,-132.3165516,-131.4035081,NAMA 29.3534198703173,9,4.5938322,0.066182581
165,OUMV,71.4162551,-130.8325102,-129.9194667,NAMV 29.3534198742005,9,6.0778736,0.031512888
166,OUMVA,71.70465669,-129.4093134,-128.1785441,NAMVA 29.0127553407891,9,7.8187962,0.013196284
167,DensDep,57.88168552,-111.763371,-111.638371,NA,9,24.3589693,3.38E-06
168,JN,67.05928414,-128.1185683,-127.8659367,NA,9,8.1314036,0.011286774
169,NIG,59.88071786,-113.7614357,-113.5088041,NA,9,22.4885362,8.61E-06
170,BMJN,66.31619336,-124.6323867,-124.2068548,NA,9,11.7904855,0.001811383
171,BMNIG,62.91329542,-117.8265908,-117.4010589,NA,9,18.5962814,6.03E-05
172,BM,69.7847938,-133.5695876,-133.316956,NA9,10,11.1518377,0.003380047
173,EB,73.64708607,-139.2941721,-138.8686402,NA9,10,5.6001535,0.054256981
174,OU,69.7847938,-131.5695876,-131.1440557,NA9,10,13.324738,0.001140469
175,kappa,70.85545456,-133.7109091,-133.2853772,NA9,10,11.1834165,0.003327097
176,delta,71.06871378,-134.1374276,-133.7118956,NA9,10,10.7568981,0.004117966
177,lambda,69.7847938,-131.5695876,-131.1440557,9,10,13.324738,0.001140469
178,TS,60.70627679,-115.4125536,-115.1572344,39,10,29.3115593,3.85E-07
179,TRC,76.44945063,-144.8989013,-144.4687937,101,10,0,0.892305362
180,SRC,67.3664422,-128.7328844,-128.4775652,118,10,15.9912285,0.000300651
181,BMS,73.00116862,-136.0023372,-135.357176,NAS 32.6997843300972,10,9.1116177,0.009374559
182,OUS,58.03037761,-106.0607552,-105.4155939,NAS 36.2568233694462,10,39.0531998,2.95E-09
183,OUMA,75.02674124,-138.0534825,-137.140439,NAMA 32.6997071645179,10,7.3283547,0.022865542
184,OUMV,71.11890615,-130.2378123,-129.3247688,NAMV 49.9616328235351,10,15.1440249,0.00045923
185,OUMVA,75.00445551,-136.008911,-134.7781418,NAMVA 32.6998296054032,10,9.6906519,0.007018029
186,DensDep,56.23539149,-108.470783,-108.345783,NA,10,36.1230107,1.28E-08
187,JN,56.62277254,-107.2455451,-106.9929135,NA,10,37.4758802,6.50E-09
188,NIG,66.99344466,-127.9868893,-127.7342577,NA,10,16.734536,0.000207327
189,BMJN,66.34262471,-124.6852494,-124.2597175,NA,10,20.2090762,3.65E-05
190,BMNIG,66.98513178,-125.9702636,-125.5447316,NA,10,18.9240621,6.94E-05
191,BM,68.75844061,-131.5168812,-131.2642496,NA10,11,16.6166856,0.000232772
192,EB,74.77247341,-141.5449468,-141.1194149,NA10,11,6.7615203,0.032133128
193,OU,68.75844063,-129.5168813,-129.0913493,NA10,11,18.7895859,7.85E-05
194,kappa,70.61741315,-133.2348263,-132.8092944,NA10,11,15.0716408,0.000504003
195,delta,70.7546296,-133.5092592,-133.0837273,NA10,11,14.7972079,0.00057813
196,lambda,68.75844062,-129.5168812,-129.0913493,10,11,18.7895859,7.85E-05
197,TS,49.51483485,-93.02966969,-92.77435054,310,11,55.10658466,1.02E-12
198,TRC,78.15552137,-148.3110427,-147.8809352,81,11,0,0.944492421
199,SRC,65.04541435,-124.0908287,-123.8355095,119,11,24.0454257,5.67E-06
200,BMS,70.43741952,-130.874839,-130.2296778,NAS 40.6944987963325,11,17.6512574,0.000138764
201,OUS,50.17138369,-90.34276738,-89.69760609,NAS 41.9630578621445,11,58.18332911,2.19E-13
202,OUMA,76.33759623,-140.6751925,-139.762149,NAMA 40.2462456910519,11,8.1187862,0.016301458
203,OUMV,69.71785323,-127.4357065,-126.522663,NAMV 53.0500218277915,11,21.3582722,2.17E-05
204,OUMVA,76.35141686,-138.7028337,-137.4720645,NAMVA 40.2462508210664,11,10.4088707,0.005187295
205,DensDep,43.82279545,-83.64559089,-83.52059089,NA,11,64.36034431,9.99E-15
206,JN,68.21326921,-130.4265384,-130.1739068,NA,11,17.7070284,0.000134948
207,NIG,67.8835097,-129.7670194,-129.5143878,NA,11,18.3665474,9.70E-05
208,BMJN,66.39253306,-124.7850661,-124.3595342,NA,11,23.521401,7.37E-06
209,BMNIG,66.49567389,-124.9913478,-124.5658159,NA,11,23.3151193,8.17E-06
210,BM,67.42619423,-128.8523885,-128.5997569,NA11,12,13.8522307,0.000914676
211,EB,71.78903623,-135.5780725,-135.1525406,NA11,12,7.299447,0.024220684
212,OU,67.42619424,-126.8523885,-126.4268566,NA11,12,16.025131,0.000308623
213,kappa,70.10549093,-132.2109819,-131.7854499,NA11,12,10.6665377,0.00449813
214,delta,68.78514429,-129.5702886,-129.1447567,NA11,12,13.3072309,0.001201193
215,lambda,67.42619424,-126.8523885,-126.4268566,11,12,16.025131,0.000308623
216,TS,58.92212893,-111.8442579,-111.5889387,311,12,30.8630489,1.85E-07
217,TRC,75.44104756,-142.8820951,-142.4519876,82,12,0,0.931625116
218,SRC,69.00368913,-132.0073783,-131.7520591,8,12,10.6999285,0.004423655
219,BMS,69.87873858,-129.7574772,-129.1123159,NAS 40.3835259185754,12,13.3396717,0.001181866
220,OUS,57.92962402,-105.859248,-105.2140868,NAS 42.5623000760573,12,37.2379008,7.64E-09
221,OUMA,73.97932163,-135.9586433,-135.0455998,NAMA 40.3835144516873,12,7.4063878,0.02295961
222,OUMV,67.81377437,-123.6275487,-122.7145053,NAMV 52.0519648694629,12,19.7374823,4.82E-05
223,OUMVA,74.00746202,-134.014924,-132.7841548,NAMVA 40.3835145273124,12,9.6678328,0.007411361
224,DensDep,57.00919211,-110.0183842,-109.8933842,NA,12,32.5586034,7.93E-08
225,JN,65.05335848,-124.106717,-123.8540854,NA,12,18.5979022,8.53E-05
226,NIG,67.23232086,-128.4646417,-128.2120101,NA,12,14.2399775,0.000753476
227,BMJN,65.26719054,-122.5343811,-122.1088492,NA,12,20.3431384,3.56E-05
228,BMNIG,64.85518551,-121.710371,-121.2848391,NA,12,21.1671485,2.36E-05
229,BM,67.35647229,-128.7129446,-128.460313,NA12,13,10.4439778,0.003367691
230,EB,71.15953158,-134.3190632,-133.8935313,NA12,13,5.0107595,0.050949575
231,OU,67.35647229,-126.7129446,-126.2874127,NA12,13,12.6168781,0.0011363
232,kappa,70.29755114,-132.5951023,-132.1695704,NA12,13,6.7347204,0.021517272
233,delta,68.5706973,-129.1413946,-128.7158627,NA12,13,10.1884281,0.003826697
234,lambda,67.35647229,-126.7129446,-126.2874127,12,13,12.6168781,0.0011363
235,TS,59.73649051,-113.472981,-113.2176619,312,13,25.6866289,1.65E-06
236,TRC,73.66719918,-139.3343984,-138.9042908,83,13,0,0.624041056
237,SRC,65.50044816,-125.0008963,-124.7455772,9,13,14.1587136,0.000525639
238,BMS,54.95634796,-99.91269593,-99.26753463,NAS 62.0321951698812,13,39.63675617,1.54E-09
239,OUS,59.13530273,-108.2706055,-107.6254442,NAS 39.4025312052909,13,31.2788466,1.01E-07
240,OUMA,74.65175445,-137.3035089,-136.3904654,NAMA 37.3841062867094,13,2.5138254,0.177559091
241,OUMV,69.51346931,-127.0269386,-126.1138951,NAMV 51.7314199565165,13,12.7903957,0.001041871
242,OUMVA,75.3146275,-136.629255,-135.3984858,NAMVA 37.3841311052451,13,3.505805,0.108127778
243,DensDep,56.8194626,-109.6389252,-109.5139252,NA,13,29.3903656,2.59E-07
244,JN,67.45898107,-128.9179621,-128.6653306,NA,13,10.2389602,0.003731223
245,NIG,66.7724451,-127.5448902,-127.2922586,NA,13,11.6120322,0.001877986
246,BMJN,67.29498521,-126.5899704,-126.1644385,NA,13,12.7398523,0.001068537
247,BMNIG,64.83150312,-121.6630062,-121.2374743,NA,13,17.6668165,9.10E-05
248,BM,67.68969344,-129.3793869,-129.1267553,NA13,14,13.574374,0.001042519
249,EB,70.91079911,-133.8215982,-133.3960663,NA13,14,9.305063,0.008813594
250,OU,67.68969345,-127.3793869,-126.953855,NA13,14,15.7472743,0.000351759
251,kappa,69.24438499,-130.48877,-130.0632381,NA13,14,12.6378912,0.001665093
252,delta,68.42928105,-128.8585621,-128.4330302,NA13,14,14.2680991,0.000736959
253,lambda,67.68969345,-127.3793869,-126.953855,13,14,15.7472743,0.000351759
254,TS,55.8005789,-105.6011578,-105.3458386,313,14,37.3552907,7.15E-09
255,TRC,75.56561841,-143.1312368,-142.7011293,62,14,0,0.924106048
256,SRC,67.00722723,-128.0144545,-127.7591353,7,14,14.941994,0.000526149
257,BMS,72.55435547,-135.1087109,-134.4635497,NAS 43.3256474099257,14,8.2375796,0.015029832
258,OUS,60.29965371,-110.5993074,-109.9541461,NAS 43.659372977599,14,32.7469832,7.16E-08
259,OUMA,74.53019599,-137.060392,-136.1473485,NAMA 43.3255391886771,14,6.5537808,0.034880797
260,OUMV,69.01936363,-126.0387273,-125.1256838,NAMV 53.7322476518353,14,17.5754455,0.000141014
261,OUMVA,74.55002075,-135.1000415,-133.8692723,NAMVA 43.3255392345616,14,8.831857,0.011166278
262,DensDep,54.76382585,-105.5276517,-105.4026517,NA,14,37.2984776,7.35E-09
263,JN,67.33512387,-128.6702477,-128.4176162,NA,14,14.2835131,0.000731301
264,NIG,65.36255734,-124.7251147,-124.4724831,NA,14,18.2286462,0.000101724
265,BMJN,67.33504567,-126.6700913,-126.2445594,NA,14,16.4565699,0.000246731
266,BMNIG,66.51218473,-125.0243695,-124.5988375,NA,14,18.1022918,0.000108358
267,BM,67.42998616,-128.8599723,-128.6073407,NA14,15,9.2591867,0.006779923
268,EB,70.14245994,-132.2849199,-131.859388,NA14,15,6.0071394,0.034466552
269,OU,67.42998617,-126.8599723,-126.4344404,NA14,15,11.432087,0.002287628
270,kappa,70.70995161,-133.4199032,-132.9943713,NA14,15,4.8721561,0.060793385
271,delta,68.09507832,-128.1901566,-127.7646247,NA14,15,10.1019027,0.004448681
272,lambda,67.42998617,-126.8599723,-126.4344404,14,15,11.432087,0.002287628
273,TS,59.92330674,-113.8466135,-113.5912943,314,15,24.2752331,3.72E-06
274,TRC,73.14831744,-138.2966349,-137.8665274,84,15,0,0.694754843
275,SRC,64.73329474,-123.4665895,-123.2112703,91,15,14.6552571,0.000456544
276,BMS,67.38312323,-124.7662465,-124.1210852,NAS 35.7648054993834,15,13.7454422,0.000719526
277,OUS,61.25662353,-112.5132471,-111.8680858,NAS 36.6968869074082,15,25.9984416,1.57E-06
278,OUMA,71.69216173,-131.3843235,-130.47128,NAMA 35.2972065751551,15,7.3952474,0.017217655
279,OUMV,70.53540451,-129.070809,-128.1577655,NAMV 48.2515943870629,15,9.7087619,0.005415028
280,OUMVA,75.12970793,-136.2594159,-135.0286466,NAMVA 33.5189651875991,15,2.8378808,0.168110019
281,DensDep,57.21668018,-110.4333604,-110.3083604,NA,15,27.558167,7.21E-07
282,JN,66.23835814,-126.4767163,-126.2240847,NA,15,11.6424427,0.002059241
283,NIG,59.61190615,-113.2238123,-112.9711807,NA,15,24.8953467,2.73E-06
284,BMJN,61.9462785,-115.892557,-115.4670251,NA,15,22.3995023,9.50E-06
285,BMNIG,64.91562204,-121.8312441,-121.4057122,NA,15,16.4608152,0.000185102
286,BM,66.03868926,-126.0773785,-125.8247469,NA15,16,9.9826257,0.00531004
287,EB,68.72264687,-129.4452937,-129.0197618,NA15,16,6.7876108,0.026235326
288,OU,66.03868928,-124.0773786,-123.6518466,NA15,16,12.155526,0.001791672
289,kappa,69.05220981,-130.1044196,-129.6788877,NA15,16,6.1284849,0.036476557
290,delta,66.65853116,-125.3170623,-124.8915304,NA15,16,10.9158422,0.003330063
291,lambda,66.03868927,-124.0773785,-123.6518466,15,16,12.155526,0.001791672
292,TS,50.9569944,-95.9139888,-95.65866965,315,16,40.14870295,1.49E-09
293,TRC,72.11874005,-136.2374801,-135.8073726,74,16,0,0.781263306
294,SRC,60.57933546,-115.1586709,-114.9033518,1110,16,20.9040208,2.26E-05
295,BMS,68.33692289,-126.6738458,-126.0286845,NAS 38.3558524767052,16,9.7786881,0.005880067
296,OUS,53.73885993,-97.47771987,-96.83255858,NAS 39.1232469822449,16,38.97481402,2.69E-09
297,OUMA,72.09661636,-132.1932327,-131.2801892,NAMA 38.3557388168334,16,4.5271834,0.081232916
298,OUMV,68.33868166,-124.6773633,-123.7643198,NAMV 38.3557392829259,16,12.0430528,0.001895316
299,OUMVA,72.24673912,-130.4934782,-129.262709,NAMVA 38.3557389587523,16,6.5446636,0.029623869
300,DensDep,46.89661869,-89.79323738,-89.66823738,NA,16,46.13913522,7.48E-11
301,JN,66.89933882,-127.7986776,-127.5460461,NA,16,8.2613265,0.012556632
302,NIG,66.45296342,-126.9059268,-126.6532953,NA,16,9.1540773,0.008035535
303,BMJN,66.91711992,-125.8342398,-125.4087079,NA,16,10.3986647,0.004312768
304,BMNIG,64.03542086,-120.0708417,-119.6453098,NA,16,16.1620628,0.000241685
305,BM,66.45882395,-126.9176479,-126.6650163,NA16,17,10.917942,0.003970138
306,EB,68.89487435,-129.7897487,-129.3642168,NA16,17,8.2187415,0.015308392
307,OU,66.45882396,-124.9176479,-124.492116,NA16,17,13.0908423,0.001339573
