,model,lnL,AIC,AICc,timing,tree.no,delta,w
1481,BM,69.49372364,-132.9874473,-132.7348157,NA92,93,13.8063496,0.00089862
1482,EB,71.7511197,-135.5022394,-135.0767075,NA92,93,11.4644578,0.002898086
1483,OU,69.49372364,-130.9874473,-130.5619154,NA92,93,15.9792499,0.000303205
1484,kappa,72.02429295,-136.0485859,-135.623054,NA92,93,10.9181113,0.003808455
1485,delta,70.04315865,-132.0863173,-131.6607854,NA92,93,14.8803799,0.000525234
1486,lambda,69.49372362,-130.9874472,-130.5619153,92,93,15.97925,0.000303205
1487,TS,64.7526987,-123.5053974,-123.2500783,392,93,23.291087,7.83E-06
1488,TRC,77.48563643,-146.9712729,-146.5411653,914,93,0,0.894512936
1489,SRC,73.39209141,-140.7841828,-140.5288637,1020,93,6.0123016,0.04426209
1490,BMS,72.97048393,-135.9409679,-135.2958066,NAS 33.4632772999195,93,11.2453587,0.003233613
1491,OUS,65.45574756,-120.9114951,-120.2663338,NAS 36.7345240404707,93,26.2748315,1.76E-06
1492,OUMA,76.56079133,-141.1215827,-140.2085392,NAMA 33.4631477394055,93,6.3326261,0.037711546
1493,OUMV,66.01331895,-120.0266379,-119.1135944,NAMV 50.1688724243529,93,27.4275709,9.90E-07
1494,OUMVA,76.53448039,-139.0689608,-137.8381915,NAMVA 33.4631477342865,93,8.7029738,0.011528157
1495,DensDep,63.07961383,-122.1592277,-122.0342277,NA,93,24.5069376,4.27E-06
1496,BM,69.65869797,-133.3173959,-133.0647644,NA93,94,7.9491105,0.016509758
1497,EB,71.59829582,-135.1965916,-134.7710597,NA93,94,6.2428152,0.038748779
1498,OU,69.65869797,-131.3173959,-130.891864,NA93,94,10.1220109,0.005570592
1499,kappa,70.06598637,-132.1319727,-131.7064408,NA93,94,9.3074341,0.008371138
1500,delta,70.18490369,-132.3698074,-131.9442755,NA93,94,9.0695994,0.009428218
1501,lambda,69.65869796,-131.3173959,-130.891864,93,94,10.1220109,0.005570592
1502,TS,59.82962623,-113.6592525,-113.4039333,393,94,27.6099416,8.88E-07
1503,TRC,74.72199119,-141.4439824,-141.0138749,66,94,0,0.878755634
1504,SRC,66.57406193,-127.1481239,-126.8928047,87,94,14.1210702,0.000754252
1505,BMS,72.64245733,-135.2849147,-134.6397534,NAS 37.5946824493177,94,6.3741215,0.036286512
1506,OUS,61.01252752,-112.025055,-111.3798937,NAS 56.2439298589522,94,29.6339812,3.23E-07
1507,OUMA,61.71867691,-111.4373538,-110.5243103,NAMA 51.7724244859169,94,30.4895646,2.10E-07
1508,OUMV,64.13224027,-116.2644805,-115.3514371,NAMV 50.7542776560398,94,25.6624378,2.35E-06
1509,OUMVA,61.21137089,-108.4227418,-107.1919725,NAMVA 56.2439301359537,94,33.8219024,3.98E-08
1510,DensDep,58.54095678,-113.0819136,-112.9569136,NA,94,28.0569613,7.10E-07
1511,BM,67.04164208,-128.0832842,-127.8306526,NA94,95,5.4166023,0.046537496
1512,EB,46.51670351,-85.03340702,-84.6078751,NA94,95,48.6393798,1.91E-11
1513,OU,67.0416421,-126.0832842,-125.6577523,NA94,95,7.5895026,0.015702316
1514,kappa,69.44898432,-130.8979686,-130.4724367,NA94,95,2.7748182,0.174364929
1515,delta,67.60436595,-127.2087319,-126.7832,NA94,95,6.4640549,0.027564592
1516,lambda,67.0416421,-126.0832842,-125.6577523,94,95,7.5895026,0.015702316
1517,TS,54.46287377,-102.9257475,-102.6704284,394,95,30.5768265,1.60E-07
1518,TRC,70.8386812,-133.6773624,-133.2472549,721,95,0,0.698237637
1519,SRC,61.98256456,-117.9651291,-117.70981,1148,95,15.5374449,0.000295182
1520,BMS,68.46995199,-126.939904,-126.2947427,NAS 35.891980736582,95,6.9525122,0.021591579
1521,OUS,54.4315088,-98.8630176,-98.21785631,NAS 55.3407980872448,95,35.02939859,1.73E-08
1522,OUMA,59.22443608,-106.4488722,-105.5358287,NAMA 51.1351925226292,95,27.7114262,6.71E-07
1523,OUMV,60.74608801,-109.492176,-108.5791325,NAMV 51.1351925432949,95,24.6681224,3.07E-06
1524,OUMVA,56.09230592,-98.18461183,-96.9538426,NAMVA 55.3407549759835,95,36.2934123,9.18E-09
1525,DensDep,51.49701539,-98.99403078,-98.86903078,NA,95,34.37822412,2.39E-08
1526,BM,66.6389025,-127.277805,-127.0251734,NA95,96,12.6455535,0.001567771
1527,EB,70.84580327,-133.6916065,-133.2660746,NA95,96,6.4046523,0.035520329
1528,OU,66.63890252,-125.277805,-124.8522731,NA95,96,14.8184538,0.000528985
1529,kappa,71.50551629,-135.0110326,-134.5855007,NA95,96,5.0852262,0.068704742
1530,delta,68.17152667,-128.3430533,-127.9175214,NA95,96,11.7532055,0.002449364
1531,lambda,66.63890252,-125.277805,-124.8522731,95,96,14.8184538,0.000528985
1532,TS,58.60984891,-111.2196978,-110.9643787,395,96,28.7063482,5.10E-07
1533,TRC,74.05041719,-140.1008344,-139.6707269,722,96,0,0.873432914
1534,SRC,68.1889708,-130.3779416,-130.1226224,1149,96,9.5481045,0.007377089
1535,BMS,56.54558919,-103.0911784,-102.4460171,NAS 58.5492673076191,96,37.2247098,7.21E-09
1536,OUS,57.64470482,-105.2894096,-104.6442483,NAS 43.4003914476245,96,35.0264786,2.16E-08
1537,OUMA,71.47901403,-130.9580281,-130.0449846,NAMA 41.7269079468912,96,9.6257423,0.007096205
1538,OUMV,68.07375545,-124.1475109,-123.2344674,NAMV 52.3661309619483,96,16.4362595,0.000235581
1539,OUMVA,71.61724095,-129.2344819,-128.0037127,NAMVA 41.7269085071689,96,11.6670142,0.002557229
1540,DensDep,56.89875697,-109.7975139,-109.6725139,NA,96,29.998213,2.67E-07
1541,BM,69.43232738,-132.8646548,-132.6120232,NA96,97,11.2904818,0.003284782
1542,EB,72.85583234,-137.7116647,-137.2861328,NA96,97,6.6163722,0.033999818
1543,OU,69.43232739,-130.8646548,-130.4391229,NA96,97,13.4633821,0.001108325
1544,kappa,71.01144694,-134.0228939,-133.597362,NA96,97,10.305143,0.005376135
1545,delta,70.57239999,-133.1448,-132.7192681,NA96,97,11.1832369,0.003465728
1546,lambda,69.43232738,-130.8646548,-130.4391228,96,97,13.4633822,0.001108325
1547,TS,62.95364331,-119.9072866,-119.6519675,396,97,24.2505375,5.04E-06
1548,TRC,76.16630624,-144.3326125,-143.902505,823,97,0,0.929401916
1549,SRC,69.89860352,-133.797207,-133.5418879,913,97,10.3606171,0.005229066
1550,BMS,59.92627867,-109.8525573,-109.2073961,NAS 60.9830161314954,97,34.6951089,2.72E-08
1551,OUS,64.92581795,-119.8516359,-119.2064746,NAS 38.0286870469032,97,24.6960304,4.03E-06
1552,OUMA,73.69253331,-135.3850666,-134.4720231,NAMA 37.5495508701902,97,9.4304819,0.00832531
1553,OUMV,73.37747916,-134.7549583,-133.8419148,NAMV 37.5495508204831,97,10.0605902,0.00607539
1554,OUMVA,73.69276505,-133.3855301,-132.1547609,NAMVA 37.5495526981156,97,11.7477441,0.002613445
1555,DensDep,61.24971602,-118.499432,-118.374432,NA,97,25.528073,2.66E-06
1556,BM,69.48234395,-132.9646879,-132.7120563,NA97,98,11.2226997,0.003470714
1557,EB,61.56369529,-115.1273906,-114.7018587,NA97,98,29.2328973,4.26E-07
1558,OU,69.48234395,-130.9646879,-130.539156,NA97,98,13.3956,0.001171061
1559,kappa,70.74996466,-133.4999293,-133.0743974,NA97,98,10.8603586,0.004160066
1560,delta,71.36248438,-134.7249688,-134.2994369,NA97,98,9.6353191,0.007675632
1561,lambda,69.48234395,-130.9646879,-130.539156,97,98,13.3956,0.001171061
1562,TS,65.25999715,-124.5199943,-124.2646752,397,98,19.6700808,5.08E-05
1563,TRC,76.18243176,-144.3648635,-143.934756,915,98,0,0.94928601
1564,SRC,70.72092807,-135.4418561,-135.186537,1021,98,8.748219,0.011960393
1565,BMS,63.00168619,-116.0033724,-115.3582111,NAS 51.3229458416169,98,28.5765449,5.92E-07
1566,OUS,63.67989945,-117.3597989,-116.7146376,NAS 51.2862052750262,98,27.2201184,1.17E-06
1567,OUMA,71.64658557,-131.2931711,-130.3801277,NAMA 51.3230002049921,98,13.5546283,0.001081551
1568,OUMV,74.06485342,-136.1297068,-135.2166634,NAMV 51.2861893244463,98,8.7180926,0.012141919
1569,OUMVA,74.78215544,-135.5643109,-134.3335417,NAMVA 50.6917253259081,98,9.6012143,0.007807642
1570,DensDep,63.30816692,-122.6163338,-122.4913338,NA,98,21.4434222,2.09E-05
1571,BM,68.9668565,-131.933713,-131.6810814,NA98,99,6.1256069,0.012655112
1572,EB,72.75776636,-137.5155327,-137.0900008,NA98,99,0.7166875,0.189146325
1573,OU,68.96685652,-129.933713,-129.5081811,NA98,99,8.2985072,0.004269988
1574,kappa,71.97841682,-135.9568336,-135.5313017,NA98,99,2.2753866,0.086762229
1575,delta,70.53137826,-133.0627565,-132.6372246,NA98,99,5.1694637,0.020412201
1576,lambda,68.96685651,-129.933713,-129.5081811,98,99,8.2985072,0.004269988
1577,TS,65.99794775,-125.9958955,-125.7405764,398,99,12.0661119,0.000649085
1578,TRC,73.11132281,-138.2226456,-137.7925381,723,99,0.0141502,0.268752149
1579,SRC,69.54645715,-133.0929143,-132.8375952,1150,99,4.9690931,0.022563152
1580,BMS,72.15810839,-134.3162168,-133.6710555,NAS 37.5022165656552,99,4.1356328,0.034228146
1581,OUS,67.09449936,-124.1889987,-123.5438374,NAS 38.7549760873999,99,14.2628509,0.000216414
1582,OUMA,75.3598659,-138.7197318,-137.8066883,NAMA 37.5020469007974,99,0,0.270660339
1583,OUMV,67.50734612,-123.0146922,-122.1016488,NAMV 40.5962609882219,99,15.7050395,0.000105225
1584,OUMVA,75.35562537,-136.7112507,-135.4804815,NAMVA 37.5021014974519,99,2.3262068,0.084585366
1585,DensDep,65.04240275,-126.0848055,-125.9598055,NA,99,11.8468828,0.00072428
1586,BM,67.94406623,-129.8881325,-129.6355009,NA99,100,8.9548035,0.005808594
1587,EB,51.29509413,-94.59018826,-94.16465635,NA99,100,44.42564805,1.15E-10
1588,OU,67.94406623,-127.8881325,-127.4626006,NA99,100,11.1277038,0.00195989
1589,kappa,69.69243908,-131.3848782,-130.9593462,NA99,100,7.6309582,0.011260052
1590,delta,69.63752757,-131.2750551,-130.8495232,NA99,100,7.7407812,0.010658415
1591,lambda,67.94406623,-127.8881325,-127.4626005,99,100,11.1277039,0.00195989
1592,TS,59.25853697,-112.5170739,-112.2617548,399,100,26.3285496,9.80E-07
1593,TRC,72.80950922,-137.6190184,-137.1889109,724,100,1.4013935,0.253672377
1594,SRC,63.41724897,-120.8344979,-120.5791788,1151,100,18.0111256,6.27E-05
1595,BMS,73.27546275,-136.5509255,-135.9057642,NAS 37.4547839531298,100,2.6845402,0.133549238
1596,OUS,59.97637441,-109.9527488,-109.3075875,NAS 39.1370248949411,100,29.2827169,2.24E-07
1597,OUMA,75.75167396,-139.5033479,-138.5903044,NAMA 37.9041519340783,100,0,0.511189483
1598,OUMV,69.60839805,-127.2167961,-126.3037526,NAMV 52.8684457031604,100,12.2865518,0.001097972
1599,OUMVA,74.90471047,-135.8094209,-134.5786517,NAMVA 37.4547242805666,100,4.0116527,0.068780067
1600,DensDep,55.70623408,-107.4124682,-107.2874682,NA,100,31.3028362,8.15E-08
